"pwsid","detection_share"
"NE3115313 ",0.00208478109798471
"NE3115102 ",0.0188679245283019
"NE3115104 ",0.00617283950617284
"NE3115106 ",0.032258064516129
"NE3116301 ",0.150943396226415
"NE3116701 ",0.0434782608695652
"NE3115906 ",0
"NE3115716 ",0
"NE3115717 ",0.0137614678899083
"NE3121010 ",0
"NE3103901 ",0.225806451612903
"NE3103903 ",0.0298507462686567
"NE3103303 ",0.0113636363636364
"NE3103304 ",0.0645161290322581
"NE3103307 ",0.0645161290322581
"NE3150558 ",0
"NE3103505 ",0.131578947368421
"NE3103506 ",0.0285714285714286
"NE3103701 ",0.0573248407643312
"NE3103703 ",0.155555555555556
"NE3103704 ",0.25531914893617
"NE3103106 ",0.0121951219512195
"NE3102522 ",0.0571428571428571
"NE3102702 ",0
"NE3102703 ",0.191176470588235
"NE3120658 ",0
"NE3109904 ",0.0135135135135135
"NE3110101 ",0.114285714285714
"NE3108701 ",0.0714285714285714
"NE3120446 ",0
"NE3104708 ",0.00796812749003984
"NE3104304 ",0.0652173913043478
"NE3150238 ",0.0526315789473684
"NE3115905 ",0.00584795321637427
"NE3115705 ",0.0769230769230769
"NE3101909 ",0.03125
"NE3101914 ",0
"NE3102103 ",0
"NE3102105 ",0.0344827586206897
"NE3102301 ",0.0142857142857143
"NE3102302 ",0.027027027027027
"NE3114705 ",0.0078740157480315
"NE3114710 ",0
"NE3113904 ",0.0588235294117647
"NE3117906 ",0.135135135135135
"NE3118104 ",0.0065359477124183
"NE3108304 ",0.03125
"NE3108305 ",0.166666666666667
"NE3108307 ",0.0681818181818182
"NE3107312 ",0
"NE3107501 ",0.0588235294117647
"NE3107901 ",0
"NE3107902 ",0.00260247234873129
"NE3107306 ",0
"NE3115108 ",0
"NE3115302 ",0.0862068965517241
"NE3115303 ",0.0704225352112676
"NE3115307 ",0.027027027027027
"NE3114901 ",0.15625
"NE3114303 ",0.02
"NE3114504 ",0
"NE3100308 ",0.0465116279069767
"NE3100107 ",0.0769230769230769
"NE3120037 ",0.159090909090909
"NE3120047 ",0.0454545454545455
"NE3120029 ",0.0789473684210526
"NE3100301 ",0.0508474576271186
"NE3100302 ",0.0666666666666667
"NE3101904 ",0.09375
"NE3101906 ",0
"NE3101907 ",0.0895522388059701
"NE3103904 ",0
"NE3104103 ",0.1
"NE3108904 ",0.0260869565217391
"NE3109101 ",0
"NE3109301 ",0
"NE3120127 ",0.0833333333333333
"NE3120107 ",0.0769230769230769
"NE3101103 ",0.0416666666666667
"NE3101302 ",0.0245901639344262
"NE3150275 ",0
"NE3150247 ",0
"NE3116904 ",0.210526315789474
"NE3116906 ",0.0526315789473684
"NE3116908 ",0.130434782608696
"NE3120163 ",0.307692307692308
"NE3120014 ",0.0434782608695652
"NE3150596 ",0.161290322580645
"NE3120017 ",0.423076923076923
"NE3118705 ",0.254901960784314
"NE3118701 ",0.108108108108108
"NE3120611 ",0
"NE3120574 ",0.0540540540540541
"NE3120593 ",0
"NE3120787 ",0
"NE3120757 ",0.0714285714285714
"NE3120858 ",0
"NE3150459 ",0
"NE3120403 ",0
"NE3121329 ",0.2
"NE3105507 ",0.00107411385606874
"NE3120728 ",0
"NE3114110 ",0
"NE3114111 ",0.0789473684210526
"NE3114114 ",0.0806451612903226
"NE3113111 ",0.108108108108108
"NE3113308 ",0
"NE3113503 ",0
"NE3113702 ",0.0689655172413793
"NE3113705 ",0.0198675496688742
"NE3113102 ",0.0285714285714286
"NE3113106 ",0
"NE3113110 ",0.25
"NE3112702 ",0.0810810810810811
"NE3106506 ",0.0476190476190476
"NE3106705 ",0
"NE3111910 ",0
"NE3112101 ",0
"NE3112102 ",0.0365853658536585
"NE3112301 ",0.137254901960784
"NE3112303 ",0.107692307692308
"NE3110926 ",0.000445930880713489
"NE3111103 ",0
"NE3111106 ",0.00139664804469274
"NE3111111 ",0.0212765957446809
"NE3111301 ",0.147058823529412
"NE3110908 ",0.0357142857142857
"NE3150690 ",0
"NE3120842 ",0
"NE3150668 ",0
"NE3150471 ",0
"NE3105519 ",0
"NE3105526 ",0.03125
"NE3150004 ",0
"NE3110917 ",0.0540540540540541
"NE3106707 ",0.0689655172413793
"NE3106712 ",0
"NE3107303 ",0.03125
"NE3106502 ",0.122448979591837
"NE3106504 ",0.0434782608695652
"NE3105909 ",0.04
"NE3106102 ",0.0810810810810811
"NE3106107 ",0.0606060606060606
"NE3106303 ",0.163265306122449
"NE3105905 ",0
"NE3105517 ",0
"NE3190032 ",0.235294117647059
"NE3120840 ",0.0645161290322581
"NE3121023 ",0
"NE3120392 ",0.075
"NE3104507 ",0
"NE3106703 ",0.0416666666666667
"NE3102502 ",0.0163934426229508
"NE3120841 ",0
"NE3120303 ",0
"NE3117905 ",0.0099009900990099
"NE3120970 ",0
"NE3100101 ",0.00544959128065395
"NE3120693 ",0.214285714285714
"NE3120829 ",0.0357142857142857
"NE3120077 ",0.107142857142857
"NE3150330 ",0.0625
"NE3106709 ",0.025
"NE3109504 ",0
"NE3121047 ",0.162162162162162
"NE3121091 ",0
"NE3121241 ",0.166666666666667
"NE3102901 ",0
"NE3110714 ",0
"NE3113107 ",0
"NE3150261 ",0.105263157894737
"NE3113109 ",0.0185185185185185
"NE3120302 ",0.02
"NE3121175 ",0.0769230769230769
"NE3121193 ",0
"NE3120906 ",0
"NE3120966 ",0.0909090909090909
"NE3114704 ",0.0645161290322581
"NE3120542 ",0.032258064516129
"NE3110713 ",0.037037037037037
"NE3113301 ",0.108695652173913
"NE3102513 ",0.108108108108108
"NE3121103 ",0.466666666666667
"NE3120612 ",0.307692307692308
"NE3121177 ",0
"NE3121179 ",0.214285714285714
"NE3121222 ",0.219512195121951
"NE3121158 ",0.0476190476190476
"NE3114706 ",0
"NE3113307 ",0.108695652173913
"NE3121163 ",0.125
"NE3150496 ",0.214285714285714
"NE3121219 ",0.5
"NE3120222 ",0.205882352941176
"NE3121167 ",0.032258064516129
"NE3121142 ",0
"NE3120333 ",0.0357142857142857
"NE3121188 ",0.214285714285714
"NE3121271 ",0
"NE3150378 ",0.00884955752212389
"NE3121253 ",0
"NE3121132 ",0
"NE3121285 ",0.176470588235294
"NE3121204 ",0.0303030303030303
"NE3121283 ",0
"NE3121198 ",0
"NE3121318 ",0
"NJ1221004 ",0.0255754475703325
"NJ0713001 ",0.0182926829268293
"NJ0714001 ",0
"NJ0715001 ",0.0206185567010309
"NJ1216001 ",0.0151187904967603
"NJ1219001 ",0.00530503978779841
"NJ0716001 ",0
"NJ0717001 ",0.0412371134020619
"NJ0718001 ",0
"NJ0719001 ",0.00649350649350649
"NJ0435308 ",0.291666666666667
"NJ0332326 ",0.0625
"NJ0108391 ",0
"NJ0332001 ",0
"NJ0805389 ",0.0909090909090909
"NJ1603001 ",0
"NJ0108373 ",0
"NJ0333003 ",0.0945945945945946
"NJ1416004 ",0
"NJ1911349 ",0
"NJ1436376 ",0
"NJ0101309 ",0
"NJ1905348 ",0
"NJ1806355 ",0.111111111111111
"NJ1523322 ",0
"NJ0335326 ",0
"NJ1309422 ",0
"NJ1922400 ",0.222222222222222
"NJ0112359 ",0
"NJ1906314 ",0
"NJ1006376 ",0.130434782608696
"NJ1710339 ",0
"NJ2116337 ",0
"NJ0516003 ",0
"NJ0323001 ",0.00677200902934537
"NJ1438006 ",0.140845070422535
"NJ1615397 ",0.5
"NJ0338001 ",0
"NJ0802001 ",0
"NJ1427303 ",0.411764705882353
"NJ1917304 ",0
"NJ1530306 ",0
"NJ1427319 ",0.2
"NJ1512386 ",0
"NJ1108304 ",0.285714285714286
"NJ1704300 ",0.106060606060606
"NJ1709320 ",0
"NJ0805351 ",0
"NJ1406002 ",0.0847457627118644
"NJ2111300 ",0.0930232558139535
"NJ1414368 ",0
"NJ0434312 ",0
"NJ1511311 ",0
"NJ0609313 ",0
"NJ1615426 ",0.411764705882353
"NJ0601001 ",0.0120481927710843
"NJ1409001 ",0.00498338870431894
"NJ1410001 ",0
"NJ1319467 ",0
"NJ1612301 ",0.0222222222222222
"NJ1326321 ",0
"NJ0605304 ",0.266666666666667
"NJ1905002 ",0
"NJ2113336 ",0
"NJ1415306 ",0.318181818181818
"NJ1432331 ",0.05
"NJ0108412 ",0
"NJ0805407 ",0
"NJ0504340 ",0
"NJ1438303 ",0
"NJ0722304 ",0.0192307692307692
"NJ1417001 ",0.027027027027027
"NJ1420001 ",0.0212765957446809
"NJ1421004 ",0
"NJ0505341 ",0
"NJ0808300 ",0.166666666666667
"NJ1422001 ",0
"NJ1424001 ",0.00551724137931034
"NJ1426004 ",0
"NJ1426005 ",0
"NJ1511010 ",0
"NJ1021330 ",0
"NJ1413322 ",0.185185185185185
"NJ1407318 ",0
"NJ1615390 ",0.357142857142857
"NJ0202303 ",0.111111111111111
"NJ1511323 ",0.0645161290322581
"NJ1424300 ",0
"NJ1332352 ",0.0208333333333333
"NJ1103001 ",0.00226500566251416
"NJ1104001 ",0
"NJ1106001 ",0.0303030303030303
"NJ1107002 ",0
"NJ1108001 ",0
"NJ2112314 ",0.166666666666667
"NJ1436306 ",0
"NJ1512388 ",0
"NJ2016300 ",0.1
"NJ1511394 ",0.133333333333333
"NJ1511399 ",0
"NJ1309327 ",0
"NJ1613001 ",0
"NJ1614001 ",0.0022075055187638
"NJ0504364 ",0
"NJ0811002 ",0.00619195046439629
"NJ0813001 ",0
"NJ0814001 ",0.0515463917525773
"NJ1021302 ",0.3
"NJ0332321 ",0
"NJ0516001 ",0
"NJ0424001 ",0.00860585197934595
"NJ0425001 ",0
"NJ0428002 ",0
"NJ1905333 ",0.0116279069767442
"NJ1209323 ",0
"NJ2105326 ",0.222222222222222
"NJ1711303 ",0.571428571428571
"NJ1005001 ",0.0629370629370629
"NJ1910305 ",0
"NJ2103307 ",0
"NJ2122312 ",0.292682926829268
"NJ1805326 ",0
"NJ2104302 ",0
"NJ1922300 ",0.107142857142857
"NJ1922301 ",0
"NJ1917316 ",0.15
"NJ1414349 ",0.277777777777778
"NJ1615344 ",0.176470588235294
"NJ1602301 ",0.037037037037037
"NJ2109302 ",0.25
"NJ1511337 ",0
"NJ0504350 ",0
"NJ0805317 ",0
"NJ1414311 ",0.142857142857143
"NJ1435322 ",0.0476190476190476
"NJ1908307 ",0.25
"NJ1802315 ",0.266666666666667
"NJ1704306 ",0
"NJ1806329 ",0
"NJ0329308 ",0
"NJ1914002 ",0
"NJ0415308 ",0.13953488372093
"NJ0108352 ",0.0187793427230047
"NJ0609304 ",0
"NJ0339001 ",0
"NJ0340001 ",0.0208333333333333
"NJ0404001 ",0
"NJ1435002 ",0.0184331797235023
"NJ0818372 ",0.0555555555555556
"NJ1024304 ",0
"NJ0504309 ",0
"NJ1520001 ",0.0114942528735632
"NJ1532002 ",0.0169491525423729
"NJ1533002 ",0
"NJ0607300 ",0.0454545454545455
"NJ0804313 ",0
"NJ1922026 ",0
"NJ1924003 ",0.03125
"NJ0435003 ",0.0384615384615385
"NJ1106320 ",0
"NJ1523002 ",0
"NJ1523004 ",0
"NJ1525001 ",0.0166666666666667
"NJ1406324 ",0
"NJ1025308 ",0.09375
"NJ0233005 ",0
"NJ0238001 ",0.0138746145940391
"NJ1911006 ",0
"NJ1902003 ",0
"NJ1410300 ",0
"NJ1319319 ",0
"NJ0324001 ",0.00641025641025641
"NJ0332314 ",0
"NJ1225001 ",0.00707714083510262
"NJ0415314 ",0.0909090909090909
"NJ2121001 ",0.00793650793650794
"NJ0811321 ",0.0833333333333333
"NJ1006333 ",0.419354838709677
"NJ1019334 ",0.296296296296296
"NJ1101312 ",0.285714285714286
"NJ0108350 ",0
"NJ1006342 ",0
"NJ0117323 ",0
"NJ1304001 ",0
"NJ1321001 ",0.058252427184466
"NJ1326001 ",0.00622406639004149
"NJ1326004 ",0
"NJ1101314 ",0
"NJ1714313 ",0
"NJ1111001 ",0.00178731009830206
"NJ1306001 ",0
"NJ1308001 ",0
"NJ1309001 ",0
"NJ1314001 ",0
"NJ1315001 ",0
"NJ1316001 ",0.00389105058365759
"NJ1427017 ",0
"NJ1428001 ",0.0208333333333333
"NJ1429001 ",0
"NJ0603305 ",0
"NJ1922013 ",0
"NJ0317303 ",0.277777777777778
"NJ1511356 ",0.4
"NJ1207001 ",0
"NJ1518001 ",0
"NJ1518004 ",0
"NJ1518005 ",0
"NJ2117003 ",0.0384615384615385
"NJ2119001 ",0.00487012987012987
"NJ2120001 ",0
"NJ1214001 ",0
"NJ0116001 ",0
"NJ0119002 ",0
"NJ0122001 ",0.0228310502283105
"NJ0123001 ",0
"NJ0201001 ",0.0153846153846154
"NJ0211001 ",0.0304878048780488
"NJ0217001 ",0.00543478260869565
"NJ0220001 ",0.0189873417721519
"NJ0221001 ",0
"NJ0508001 ",0
"NJ0105354 ",0
"NJ0506312 ",0
"NJ1708001 ",0.00735294117647059
"NJ0108388 ",0.1
"NJ1530004 ",0.0267379679144385
"NJ1531001 ",0
"NJ1904302 ",0
"NJ0307002 ",0
"NJ1507008 ",0
"NJ1510001 ",0
"NJ1511001 ",0.00317460317460317
"NJ1340001 ",0.00956937799043062
"NJ1344001 ",0
"NJ1345001 ",0.00239234449760766
"NJ1404001 ",0.00617283950617284
"NJ1922346 ",0.647058823529412
"NJ0109307 ",0
"NJ0511001 ",0
"NJ0320325 ",0
"NJ1309307 ",0
"NJ1615314 ",0
"NJ0333329 ",0
"NJ1924364 ",0
"NJ1406325 ",0
"NJ1309419 ",0
"NJ1330004 ",0
"NJ1615440 ",0.1
"NJ1805397 ",0.2
"NJ1008322 ",0
"NJ1407334 ",0.32
"NJ1332377 ",0.28125
"NJ0818004 ",0
"NJ0819001 ",0
"NJ0820001 ",0
"NJ0821001 ",0
"NJ0822001 ",0
"NJ0824001 ",0
"NJ0901001 ",0.00773694390715667
"NJ0902001 ",0
"NJ0104003 ",0.0204081632653061
"NJ0105001 ",0
"NJ0514001 ",0.00385356454720617
"NJ2112304 ",0.294117647058824
"NJ1208001 ",0
"NJ1352003 ",0
"NJ1352005 ",0.00292397660818713
"NJ0228001 ",0
"NJ0231001 ",0.00728155339805825
"NJ0232001 ",0
"NJ0233001 ",0
"NJ1431001 ",0.023121387283237
"NJ1432001 ",0.00347222222222222
"NJ1432003 ",0.0122448979591837
"NJ1433001 ",0
"NJ0301320 ",0
"NJ0511301 ",0
"NJ1209002 ",0.00470588235294118
"NJ1427386 ",0
"NJ0108005 ",0
"NJ0108009 ",0.0303030303030303
"NJ1351306 ",0
"NJ1006304 ",0
"NJ0108021 ",0
"NJ0334314 ",0
"NJ0504405 ",0
"NJ1515001 ",0.00645161290322581
"NJ1517001 ",0
"NJ0811405 ",0
"NJ1106375 ",0
"NJ1319399 ",0.3
"NJ0112325 ",0
"NJ0336323 ",0
"NJ1011001 ",0
"NJ0505342 ",0
"NJ1904353 ",0.111111111111111
"NJ1602309 ",0
"NJ2104315 ",0.470588235294118
"NJ1902308 ",0
"NJ1017001 ",0.0593220338983051
"NJ1019001 ",0.0208333333333333
"NJ1024001 ",0.0294117647058824
"NJ1101002 ",0
"NJ0112352 ",0
"NJ0815001 ",0.00917431192660551
"NJ0817001 ",0
"NJ0904001 ",0.00909090909090909
"NJ0905001 ",0.0122699386503067
"NJ0906001 ",0.0177514792899408
"NJ0907001 ",0.00294117647058824
"NJ0329002 ",0
"NJ0329004 ",0.00606060606060606
"NJ0329006 ",0
"NJ1902346 ",0
"NJ1013001 ",0
"NJ1014001 ",0
"NJ1615006 ",0
"NJ0111322 ",0
"NJ0613308 ",0.333333333333333
"NJ1319007 ",0
"NJ0614341 ",0
"NJ0436338 ",0.111111111111111
"NJ1922314 ",0.0317460317460317
"NJ1922315 ",0.0161290322580645
"NJ0809002 ",0
"NJ1911001 ",0.0149253731343284
"NJ1427006 ",0
"NJ1331001 ",0
"NJ1339001 ",0
"NJ1713301 ",0.1
"NJ1427010 ",0.0821917808219178
"NJ1914322 ",0
"NJ0325308 ",0
"NJ1332313 ",0
"NJ0119305 ",0
"NJ0320347 ",0.0714285714285714
"NJ1319009 ",0
"NJ1025318 ",0.0769230769230769
"NJ1436328 ",0.0909090909090909
"NJ1011300 ",0.0740740740740741
"NJ0326006 ",0.0123456790123457
"NJ0326007 ",0
"NJ0326014 ",0.0185185185185185
"NJ0327001 ",0.00939368061485909
"NJ2108001 ",0.0102564102564103
"NJ2110003 ",0.0689655172413793
"NJ1025328 ",0
"NJ1025326 ",0
"NJ1008300 ",0.125
"NJ1414415 ",0.176470588235294
"NJ1021319 ",0
"NJ1517003 ",0
"NJ0215300 ",0
"NJ1319436 ",0
"NJ1904361 ",0.214285714285714
"NJ1511300 ",0.0233918128654971
"NJ1511301 ",0
"NJ1021408 ",0.181818181818182
"NJ2106304 ",0.032258064516129
"NJ0415002 ",0.00425079702444208
"NJ0416001 ",0
"NJ0417001 ",0
"NJ1319454 ",0
"NJ1319457 ",0
"NJ1615411 ",0
"NJ1913313 ",0.125
"NJ1908302 ",0
"NJ1902320 ",0
"NJ2104328 ",0
"NJ1332314 ",0.0526315789473684
"NJ1432319 ",0
"NJ1332301 ",0
"NJ1414334 ",0
"NJ1505355 ",0
"NJ1505360 ",0
"NJ0505376 ",0.02
"NJ1414360 ",0.230769230769231
"NJ2110302 ",0.354838709677419
"NJ1326370 ",0
"NJ1436362 ",0.142857142857143
"NJ1025313 ",0
"NJ1351321 ",0.111111111111111
"NJ1908300 ",0
"NJ1709302 ",0
"NJ1106389 ",0.25
"NJ1714300 ",0
"NJ2112321 ",0
"NJ0805338 ",0
"NJ0805341 ",0
"NJ0805344 ",0
"NJ1924345 ",0
"NJ1918338 ",0.2
"NJ2104323 ",0
"NJ2104341 ",0.2
"NJ1533324 ",0
"NJ1332364 ",0
"NJ1021432 ",0
"NJ0339314 ",0.148148148148148
"NJ1223001 ",0
"NJ0333325 ",0
"NJ1520314 ",0
"NJ1415001 ",0.0229885057471264
"NJ1415002 ",0
"NJ0504368 ",0.0217391304347826
"NJ0105300 ",0
"NJ1518345 ",0
"NJ0607307 ",0
"NJ1006353 ",0
"NJ1204001 ",0.00549450549450549
"NJ1714310 ",0
"NJ2103001 ",0
"NJ0105002 ",0
"NJ0107001 ",0
"NJ0436456 ",0
"NJ0506009 ",0
"NJ1435003 ",0
"NJ1436002 ",0.0344827586206897
"NJ1436003 ",0.0151515151515152
"NJ0301326 ",0
"NJ1701321 ",0.25
"NJ1915001 ",0
"NJ0511329 ",0
"NJ1427374 ",0
"NJ1511339 ",0.0344827586206897
"NJ0435324 ",0
"NJ0303001 ",0.0109289617486339
"NJ0305001 ",0.023121387283237
"NJ0306001 ",0
"NJ0329302 ",0
"NJ1006320 ",0.0208333333333333
"NJ1605002 ",0.0238891543239369
"NJ1609001 ",0
"NJ1611002 ",0
"NJ1526001 ",0
"NJ1414006 ",0.037037037037037
"NJ1026308 ",0.142857142857143
"NJ0325001 ",0
"NJ0326003 ",0.197916666666667
"NJ1025300 ",0.170212765957447
"NJ1106300 ",0.1
"NJ1019313 ",0.19047619047619
"NJ1026310 ",0.384615384615385
"NJ1427362 ",0
"NJ1438003 ",0
"NJ1438004 ",0
"NJ1817001 ",0
"NJ0108408 ",0
"NJ1414011 ",0.0217391304347826
"NJ1427400 ",0.333333333333333
"NJ1016322 ",0.153846153846154
"NJ0429001 ",0
"NJ1419001 ",0.0454545454545455
"NJ1920315 ",0
"NJ1615420 ",0.1
"NJ1352301 ",0
"NJ1435314 ",0
"NJ1710328 ",0
"NJ1025305 ",0.161764705882353
"NJ1919001 ",0
"NJ1920001 ",0.0178571428571429
"NJ1921001 ",0
"NJ1922005 ",0
"NJ1922008 ",0
"NJ0818473 ",0
"NJ1806336 ",0
"NJ1924350 ",0
"NJ1615412 ",0.375
"NJ0111004 ",0
"NJ0325315 ",0
"NJ1352340 ",0
"NJ1615369 ",0.294117647058824
"NJ1905346 ",0
"NJ1213315 ",0.225806451612903
"NJ2113301 ",0.0535714285714286
"NJ1435332 ",0
"NJ1918310 ",0
"NJ0251001 ",0
"NJ2106314 ",0.421052631578947
"NJ0111007 ",0
"NJ0112001 ",0.0113636363636364
"NJ0113001 ",0.0140845070422535
"NJ1922337 ",0.0666666666666667
"NJ1908322 ",0
"NJ1606301 ",0
"NJ0321302 ",0
"NJ2104311 ",0.227272727272727
"NJ1710318 ",0
"NJ1414321 ",0.173913043478261
"NJ1911335 ",0.0714285714285714
"NJ1614313 ",0.0869565217391304
"NJ1615302 ",0.290322580645161
"NJ1905340 ",0.027027027027027
"NJ0410001 ",0
"NJ1319404 ",0.238095238095238
"NJ1516333 ",0
"NJ0257001 ",0.0921052631578947
"NJ0407001 ",0
"NJ0408001 ",0.00719424460431655
"NJ0412001 ",0
"NJ0414001 ",0.0105263157894737
"NJ1332345 ",0.0909090909090909
"NJ1021308 ",0
"NJ1615382 ",0
"NJ1920319 ",0
"NJ1808353 ",0.0588235294117647
"NJ1924323 ",0
"NJ1615326 ",0.0208333333333333
"NJ1615335 ",0.181818181818182
"NJ0428302 ",0
"NJ1205001 ",0.00286532951289398
"NJ0110303 ",0
"NJ2004001 ",0.00950118764845606
"NJ2004002 ",0.00523331879633668
"NJ2013001 ",0.00881057268722467
"NJ1615017 ",0
"NJ1615020 ",0
"NJ1616001 ",0.0181818181818182
"NJ1702001 ",0
"NJ1215001 ",0.0128617363344051
"NJ1905316 ",0.111111111111111
"NJ1904002 ",0.0333333333333333
"NJ0106304 ",0.1875
"NJ1008303 ",0.44
"NJ0716300 ",0
"NJ1808001 ",0.0350877192982456
"NJ0328001 ",0.0102040816326531
"NJ0329001 ",0.0344827586206897
"NJ0248001 ",0.0305343511450382
"NJ1009001 ",0
"NJ1511004 ",0
"NJ1511009 ",0
"NJ1501001 ",0
"NJ1512001 ",0.00900900900900901
"NJ1021338 ",0.0588235294117647
"NJ1427395 ",0.273809523809524
"NJ0105350 ",0
"NJ0319001 ",0
"NJ0320001 ",0
"NJ0320002 ",0
"NJ1708300 ",0.0571428571428571
"NJ0436431 ",0
"NJ1910329 ",0
"NJ0103001 ",0
"NJ1006310 ",0
"NJ0605312 ",0
"NJ0606300 ",0.130434782608696
"NJ1411001 ",0
"NJ1906002 ",0.0163934426229508
"NJ1907002 ",0
"NJ1909001 ",0
"NJ0605004 ",0
"NJ0320355 ",0
"NJ1006302 ",0.0188679245283019
"NJ2113003 ",0.284403669724771
"NJ0701001 ",0.0528052805280528
"NJ0702001 ",0.0307328605200946
"NJ1903001 ",0.0212765957446809
"NJ0239001 ",0.0144230769230769
"NJ0242001 ",0.0135135135135135
"NJ0322001 ",0.0230263157894737
"NJ1922021 ",0
"NJ1714001 ",0
"NJ0110318 ",0
"NJ1438309 ",0.0555555555555556
"NJ0313001 ",0
"NJ1715001 ",0.0102040816326531
"NJ1323301 ",0
"NJ0102001 ",0.00518134715025907
"NJ1006357 ",0.2
"NJ0605308 ",0
"NJ0805440 ",0
"NJ0614003 ",0.0110803324099723
"NJ0436380 ",0
"NJ1212001 ",0
"NJ1213002 ",0.015748031496063
"NJ0107300 ",0.1
"NJ1511415 ",0.151785714285714
"NJ1024301 ",0
"NJ0506013 ",0
"NJ1505004 ",0.012987012987013
"NJ1506001 ",0.000613496932515337
"NJ1507005 ",0.00363636363636364
"NJ2101001 ",0
"NJ1006308 ",0
"NJ0117303 ",0.275862068965517
"NJ0316300 ",0
"NJ0436483 ",0.25
"NJ0511364 ",0
"NJ0436364 ",0
"NJ1913304 ",0
"NJ0506008 ",0
"NJ1511013 ",0.0588235294117647
"NJ2123002 ",0.037037037037037
"NJ0613001 ",0
"NJ0436390 ",0
"NJ1326306 ",0.4
"NJ0436007 ",0.0138248847926267
"NJ0436008 ",0.028169014084507
"NJ0436010 ",0.0408163265306122
"NJ0501001 ",0
"NJ0502001 ",0.0126050420168067
"NJ0505003 ",0
"NJ1022327 ",0.222222222222222
"NJ0805371 ",0
"NJ1328002 ",0.0119521912350598
"NJ1329001 ",0.0062111801242236
"NJ1330002 ",0
"NJ1922022 ",0
"NJ1904008 ",0.107142857142857
"NJ0806001 ",0.00967741935483871
"NJ0808001 ",0.0288461538461538
"NJ1202320 ",0.125
"NJ1427014 ",0
"NJ1904009 ",0.0588235294117647
"NJ1327001 ",0
"NJ0220305 ",0.0208333333333333
"NJ0434326 ",0.518518518518518
"NJ1924325 ",0.25
"NJ1604001 ",0
"NJ0117309 ",0.222222222222222
"NJ0704001 ",0.0075187969924812
"NJ0705001 ",0.0103244837758112
"NJ0707001 ",0.0212765957446809
"NJ0710001 ",0.00420757363253857
"NJ0712001 ",0
"NJ0434324 ",0.0833333333333333
"NJ0301300 ",0.0185185185185185
"NM3523402 ",0
"NM3523528 ",0
"NM3523728 ",0.00409836065573771
"NM3524030 ",0.0338983050847458
"NM3524230 ",0
"NM3508029 ",0
"NM3508317 ",0.00173913043478261
"NM3509423 ",0
"NM3509623 ",0.00206932229694775
"NM3509824 ",0.0113636363636364
"NM3510012 ",0
"NM3500115 ",0.00128205128205128
"NM3500121 ",0
"NM3500129 ",0
"NM3500132 ",0
"NM3538309 ",0.181818181818182
"NM3598613 ",0
"NM3500109 ",0
"NM3513719 ",0
"NM3513819 ",0
"NM3597629 ",0
"NM3505126 ",0
"NM3505326 ",0
"NM3505829 ",0
"NM3506729 ",0
"NM3507129 ",0
"NM3507329 ",0
"NM3507629 ",0
"NM3526704 ",0
"NM3526811 ",0
"NM3526911 ",0
"NM3575029 ",0.0357142857142857
"NM3575501 ",0
"NM3575630 ",0
"NM3511207 ",0
"NM3523016 ",0.0377358490566038
"NM3501101 ",0.25
"NM3582123 ",0
"NM3501421 ",0
"NM3544926 ",0.0285714285714286
"NM3549801 ",0
"NM3594332 ",0.103448275862069
"NM3594507 ",0
"NM3594526 ",0
"NM3511507 ",0
"NM3511701 ",0.0425531914893617
"NM3511707 ",0.001953125
"NM3511807 ",0.00557103064066852
"NM3582429 ",0
"NM3510024 ",0
"NM3510026 ",0
"NM3581007 ",0
"NM3594713 ",0
"NM3515310 ",0.0204081632653061
"NM3515518 ",0
"NM3528616 ",0
"NM3528707 ",0.00666666666666667
"NM3529007 ",0.0365853658536585
"NM3529207 ",0.0134529147982063
"NM3529421 ",0
"NM3580121 ",0
"NM3593309 ",0.166666666666667
"NM3518325 ",0.0375
"NM3518625 ",0
"NM3519125 ",0
"NM3519625 ",0
"NM3581923 ",0.102564102564103
"NM3595104 ",0
"NM3527031 ",0
"NM3568919 ",0.105263157894737
"NM3571026 ",0
"NM3571226 ",0.09375
"NM3592530 ",0
"NM3583304 ",0
"NM3524626 ",0.00904977375565611
"NM3580623 ",0
"NM3580714 ",0.0434782608695652
"NM3595130 ",0.12280701754386
"NM3593821 ",0
"NM3510219 ",0.121212121212121
"NM3574229 ",0.142857142857143
"NM3591907 ",0
"NM3591914 ",0.0217391304347826
"NM3591925 ",0.138888888888889
"NM3591308 ",0
"NM3510607 ",0.0185185185185185
"NM3510624 ",0
"NM3591629 ",0.11864406779661
"NM3582601 ",0
"NM3527305 ",0.00102880658436214
"NM3510124 ",0
"NM3580202 ",0
"NM3590026 ",0
"NM3592825 ",0
"NM3580329 ",0
"NM3593426 ",0
"NM3580217 ",0.0434782608695652
"NM3527505 ",0.0416666666666667
"NM3527920 ",0
"NM3528020 ",0
"NM3528322 ",0
"NM3528522 ",0.00293255131964809
"NM3580514 ",0.037037037037037
"NM3567905 ",0.0048780487804878
"NM3568007 ",0
"NM3592514 ",0.107142857142857
"NM3554107 ",0.0303030303030303
"NM3554307 ",0
"NM3554507 ",0.0454545454545455
"NM3555008 ",0.0303030303030303
"NM3592513 ",0.148148148148148
"NM3585401 ",0.0909090909090909
"NM3508923 ",0.0111111111111111
"NM3509029 ",0
"NM3509123 ",0
"NM3592629 ",0
"NM3595333 ",0.166666666666667
"NM3591726 ",0
