pwsid,arsenic
AZ0411712,.0069979168
AZ0411712 ,0
AZ0411713 ,0
AZ0411716 ,0
AZ0411717 ,0
AZ0412001,.0055777775
AZ0412001 ,0
AZ0412004,.00583125
AZ0412004 ,0
AZ0412005,.0043333331
AZ0412005 ,0
AZ0412006,.001375
AZ0412006 ,0
AZ0412009,.0070799999
AZ0412009 ,0
AZ0412011,.0037499999
AZ0412011 ,0
AZ0412015,.0063333334
AZ0412015 ,0
AZ0412019,.0041
AZ0412019 ,0
AZ0412020,.003
AZ0412020 ,0
AZ0412025,.00721
AZ0412025 ,0
AZ0412035,.0041999999
AZ0412035 ,0
AZ0412037,.0040889191
AZ0412037 ,0
AZ0412040,.0082178572
AZ0412040 ,0
AZ0412044,.0020375
AZ0412045,.0067999996
AZ0412305,.0099250004
AZ0412305 ,0
AZ0412306,.0060000001
AZ0412306 ,0
AZ0412308,.0034
AZ0412308 ,0
AZ0412311,.0012333334
AZ0412311 ,0
AZ0412321,.00073333335
AZ0412321 ,0
AZ0412341 ,0
AZ0412348 ,0
AZ0413001,.00830625
AZ0413001 ,0
AZ0413008,.0094739133
AZ0413008 ,0
AZ0413010,.0029
AZ0413010 ,0
AZ0413011,.0068494845
AZ0413011 ,0
AZ0413012,.006791472
AZ0413012 ,0
AZ0413015,.0082
AZ0413015 ,0
AZ0413016,.0077333334
AZ0413016 ,0
AZ0413020,.0052341465
AZ0413020 ,0
AZ0413021 ,0
AZ0413023,.00125
AZ0413023 ,0
AZ0413024,.0057097222
AZ0413024 ,0
AZ0413025,.0047424682
AZ0413025 ,0
AZ0413026 ,0
AZ0413027,.00205
AZ0413028 ,0
AZ0413029,.0031999999
AZ0413029 ,0
AZ0413030,.001
AZ0413030 ,0
AZ0413036,.0073000002
AZ0413036 ,0
AZ0413037 ,0
AZ0413038,.0083653573
AZ0413038 ,0
AZ0413039,.005264
AZ0413039 ,0
AZ0413040,0
AZ0413040 ,0
AZ0413041,.0093593225
AZ0413041 ,0
AZ0413042,.0076526469
AZ0413042 ,0
AZ0413043,0
AZ0413043 ,0
AZ0413044,.0014
AZ0413044 ,0
AZ0413045,.0055028945
AZ0413045 ,0
AZ0413046,.001054386
AZ0413046 ,0
AZ0413048,.0060547618
AZ0413048 ,0
AZ0413049,.0033
AZ0413049 ,0
AZ0413051,.0036500001
AZ0413051 ,0
AZ0413052,.0085953493
AZ0413052 ,0
AZ0413055,.0049685715
AZ0413055 ,0
AZ0413056 ,0
AZ0413057,.0016
AZ0413057 ,0
AZ0413059,.0052528125
AZ0413059 ,0
AZ0413060,.002105
AZ0413060 ,0
AZ0413062,.0029
AZ0413062 ,0
AZ0413063 ,0
AZ0413066,.0053666667
AZ0413066 ,0
AZ0413068,.015
AZ0413071,.0077536586
AZ0413071 ,0
AZ0413072,.0030705882
AZ0413072 ,0
AZ0413074,.0096000005
AZ0413074 ,0
AZ0413075,.005826389
AZ0413075 ,0
AZ0413077,.0043864865
AZ0413077 ,0
AZ0413078,0
AZ0413078 ,0
AZ0413079,.0061499998
AZ0413079 ,0
AZ0413081,.0069830557
AZ0413081 ,0
AZ0413084,.0040000002
AZ0413084 ,0
AZ0413087,.0082
AZ0413087 ,0
AZ0413089 ,0
AZ0413090,.0031999999
AZ0413090 ,0
AZ0413091 ,0
AZ0413094 ,0
AZ0413095,.0038830189
AZ0413095 ,0
AZ0413096,.0037
AZ0413096 ,0
AZ0413098,.0020000001
AZ0413098 ,0
AZ0413099 ,0
AZ0413103,.011192308
AZ0413103 ,0
AZ0413104,.0017152841
AZ0413104 ,0
AZ0413105,.0021998649
AZ0413105 ,0
AZ0413106,.0045181722
AZ0413106 ,0
AZ0413108,.0020945945
AZ0413108 ,0
AZ0413109,.0037080001
AZ0413109 ,0
AZ0413112 ,0
AZ0413113,.004125
AZ0413113 ,0
AZ0413114,.0016627738
AZ0413114 ,0
AZ0413116,.00033027522
AZ0413116 ,0
AZ0413119,.0049666669
AZ0413119 ,0
AZ0413121,.0044625001
AZ0413121 ,0
AZ0413122,.0088
AZ0413122 ,0
AZ0413125,.0054000001
AZ0413125 ,0
AZ0413126,.0065454547
AZ0413126 ,0
AZ0413127,.0030499999
AZ0413127 ,0
AZ0413130,.0019751724
AZ0413130 ,0
AZ0413137,.0068000001
AZ0413137 ,0
AZ0413138 ,0
AZ0413141,.00605
AZ0413141 ,0
AZ0413145,.0059142858
AZ0413145 ,0
AZ0413148 ,0
AZ0413150,.0034500002
AZ0413150 ,0
AZ0413151,.0086874999
AZ0413151 ,0
AZ0413155,.0027000001
AZ0413155 ,0
AZ0413159,.0070000002
AZ0413159 ,0
AZ0413164,.0016682353
AZ0413164 ,0
AZ0413175,.0063
AZ0413175 ,0
AZ0413184,.003
AZ0413184 ,0
AZ0413187,.0096000005
AZ0413187 ,0
AZ0413190,.012807692
AZ0413190 ,0
AZ0413192,.0061731706
AZ0413192 ,0
AZ0413193,.0057000001
AZ0413193 ,0
AZ0413201 ,0
AZ0413202,.0067644445
AZ0413202 ,0
AZ0413208,.0056694443
AZ0413208 ,0
AZ0413213,.0037
AZ0413213 ,0
AZ0413218,.0038119999
AZ0413218 ,0
AZ0413221,.0044999998
AZ0413221 ,0
AZ0413223 ,0
AZ0413228,.0040526316
AZ0413228 ,0
AZ0413233,.0054000001
AZ0413233 ,0
AZ0413235 ,0
AZ0413240,.010633334
AZ0413240 ,0
AZ0413247,.0026000002
AZ0413247 ,0
AZ0413248,.0042666667
AZ0413249 ,0
AZ0413250,.0070000002
AZ0413251,.0060999999
AZ0413251 ,0
AZ0413256,.0053500002
AZ0413257,0
AZ0413257 ,0
AZ0413258,.0034
AZ0413258 ,0
AZ0413259 ,0
AZ0413261,.0014666667
AZ0413261 ,0
AZ0413263,.0040500001
AZ0413263 ,0
AZ0413264,.0067499997
AZ0413264 ,0
AZ0413265,.038240001
AZ0413265 ,0
AZ0413267,.0065318183
AZ0413267 ,0
AZ0413268,.0019672483
AZ0413268 ,0
AZ0413272 ,0
AZ0413277,.0098599996
AZ0413277 ,0
AZ0413281,.0019666667
AZ0413283,.0025333334
AZ0413283 ,0
AZ0413303,.0027000001
AZ0413303 ,0
AZ0413307,.0071461704
AZ0413307 ,0
AZ0413314 ,0
AZ0413317,.0027999999
AZ0413317 ,0
AZ0413320,.0029870968
AZ0413320 ,0
AZ0413330,.0047749998
AZ0413330 ,0
AZ0413338 ,0
AZ0413340,.0031861111
AZ0413340 ,0
AZ0413341,.0041999999
AZ0413341 ,0
AZ0413345 ,0
AZ0413348,.0091271428
AZ0413348 ,0
AZ0413351,.0028868571
AZ0413351 ,0
AZ0413357 ,0
AZ0413358,.0024999999
AZ0413363,.014015789
AZ0413373,.010066667
AZ0413373 ,0
AZ0413378,.0049000001
AZ0413378 ,0
AZ0413386,.00605
AZ0413386 ,0
AZ0413391,.00575
AZ0413391 ,0
AZ0413408,.0074
AZ0413408 ,0
AZ0413412 ,0
AZ0413414 ,0
AZ0413415,.0070000002
AZ0413415 ,0
AZ0413419,.0068842107
AZ0413419 ,0
AZ0413423,.0035000001
AZ0413423 ,0
AZ0413425,.028269231
AZ0413431,.0088999998
AZ0413431 ,0
AZ0413435,.0045657144
AZ0413435 ,0
AZ0413472 ,0
AZ0413513,.0090805553
AZ0413513 ,0
AZ0414001,.0020999999
AZ0414001 ,0
AZ0414003,.0030242424
AZ0414003 ,0
AZ0414004,.0027181818
AZ0414004 ,0
AZ0414005,.00082722225
AZ0414005 ,0
AZ0414009,0
AZ0414009 ,0
AZ0414014,.010514412
AZ0414014 ,0
AZ0414015,.0013
AZ0414015 ,0
AZ0414018,.023570968
AZ0414018 ,0
AZ0414022,0
AZ0414022 ,0
AZ0414024,.0019470588
AZ0414024 ,0
AZ0414030,.0024000001
AZ0414030 ,0
AZ0414032 ,0
AZ0414037,.0012000001
AZ0414037 ,0
AZ0414039,.0054000001
AZ0414039 ,0
AZ0414044,.0018
AZ0414044 ,0
AZ0414050,0
AZ0414050 ,0
AZ0414055,0
AZ0414055 ,0
AZ0414065,.0058944444
AZ0414065 ,0
AZ0414070,.0084631583
AZ0414070 ,0
AZ0414073,.0026499999
AZ0414073 ,0
AZ0414075,.0034999999
AZ0414075 ,0
AZ0414080,.0035000001
AZ0414080 ,0
AZ0414082,.0012533333
AZ0414082 ,0
AZ0414083,.0055249999
AZ0414083 ,0
AZ0414086,.0020999999
AZ0414086 ,0
AZ0414098,.02135
AZ0414098 ,0
AZ0414099,0
AZ0414099 ,0
AZ0414103,0
AZ0414103 ,0
AZ0414105,.0035000001
AZ0414105 ,0
AZ0414107,.018440001
AZ0414312,0
AZ0414312 ,0
AZ0414314,.017151112
AZ0414314 ,0
AZ0414322,.0081197955
AZ0414322 ,0
AZ0414359 ,0
AZ0414363,.0028649999
AZ0414363 ,0
AZ0414366,.0024999999
AZ0414366 ,0
AZ0414367,.003440303
AZ0414367 ,0
AZ0414390,.003
AZ0414390 ,0
AZ0414391,.0027000001
AZ0414391 ,0
AZ0414403,0
AZ0414403 ,0
AZ0414418 ,0
AZ0414432,.0027000001
AZ0414432 ,0
AZ0414442,.012972922
AZ0414442 ,0
AZ0414448,.0049999999
AZ0414448 ,0
AZ0414463,0
AZ0414463 ,0
AZ0414513,.0041666664
AZ0415002,.0055
AZ0415002 ,0
AZ0415006,.0027000001
AZ0415006 ,0
AZ0415008,.0056833331
AZ0415008 ,0
AZ0415010,.00235
AZ0415010 ,0
AZ0415011,.00245
AZ0415011 ,0
AZ0415013 ,0
AZ0415021,.0017285714
AZ0415021 ,0
AZ0415023,.010868751
AZ0415023 ,0
AZ0415026,.0015
AZ0415026 ,0
AZ0415027,.0024999999
AZ0415027 ,0
AZ0415029,.0041333335
AZ0415029 ,0
AZ0415038,.012977419
AZ0415038 ,0
AZ0415040,.0027000001
AZ0415040 ,0
AZ0415058,.00235
AZ0415058 ,0
AZ0415089 ,0
AZ0415096,.001
AZ0415096 ,0
AZ0415098,0
AZ0415098 ,0
AZ0415101 ,0
AZ0415115,.0040931036
AZ0415115 ,0
AZ0415120,.00060000003
AZ0415120 ,0
AZ0415122,.0021205128
AZ0415123,.0019499999
AZ0415346,.0016000001
AZ0415346 ,0
AZ0415477 ,0
AZ0415497 ,0
AZ0415509 ,0
AZ0420005,.0020638709
AZ0420005 ,0
AZ0420006,.0060000001
AZ0420006 ,0
AZ0420011,.0016
AZ0420011 ,0
AZ0420014,.0013
AZ0420014 ,0
AZ0420018,.0028000001
AZ0420018 ,0
AZ0420019,.0063
AZ0420019 ,0
AZ0420026,.0024999999
AZ0420026 ,0
AZ0420033,.0017
AZ0420033 ,0
AZ0420041 ,0
AZ0420042,.0062000002
AZ0420042 ,0
AZ0420043,.0020999999
AZ0420043 ,0
AZ0420068 ,0
AZ0420092 ,0
AZ0420093 ,0
AZ0420096,0
AZ0420096 ,0
AZ0420109,.0031000001
AZ0420109 ,0
AZ0420114 ,0
AZ0420116,.041666668
AZ0420116 ,0
AZ0420159 ,0
AZ0420175,.0055999998
AZ0420175 ,0
AZ0420176,.0036499999
AZ0420176 ,0
AZ0420178 ,0
AZ0420197,.0035999999
AZ0420197 ,0
AZ0420205,.0024000001
AZ0420205 ,0
AZ0420213,.00050000002
AZ0420213 ,0
AZ0420325,.0022
AZ0420325 ,0
AZ0420336 ,0
AZ0420349,0
AZ0420349 ,0
AZ0420368,.0018
AZ0420368 ,0
AZ0420392,.0031999999
AZ0420392 ,0
AZ0420419 ,0
AZ0420420,.0068999999
AZ0420420 ,0
AZ0420423,.0051958333
AZ0420423 ,0
AZ0420439,.0012000001
AZ0420439 ,0
AZ0420443,.0013
AZ0420443 ,0
AZ0420445 ,0
AZ0420447,.0017
AZ0420447 ,0
AZ0420472,.0036500001
AZ0420472 ,0
AZ0420475,0
AZ0420475 ,0
AZ0420478,0
AZ0420478 ,0
AZ0420481 ,0
AZ0420487 ,0
AZ0420490,.00055
AZ0420490 ,0
AZ0420500,0
AZ0420500 ,0
AZ0420505,.0088999998
AZ0420505 ,0
AZ0420512 ,0
AZ0420514 ,0
AZ0420529,.0020000001
AZ0420529 ,0
AZ0420531,.0040000002
AZ0420531 ,0
AZ0420534 ,0
AZ0420542,.0018
AZ0420542 ,0
AZ0420546,.0060000001
AZ0420546 ,0
AZ0420549,.00188
AZ0420549 ,0
AZ0420557,.0040571429
AZ0420557 ,0
AZ0420567,.0024000001
AZ0420567 ,0
AZ0420570 ,0
AZ0420575,0
AZ0420575 ,0
AZ0420595,.0063
AZ0420598,.0052999998
AZ0420600,.0065000001
AZ0420600 ,0
AZ0420602 ,0
AZ0420606,.00345
AZ0420606 ,0
AZ0420608 ,0
AZ0420609 ,0
AZ0420612,0
AZ0420613,.0033
AZ0420802 ,0
CA0103039,0
CA0103040,0
CA0103041,.00057500001
CA0104010,.0020999999
CA0105003,.00040000002
CA0105009,.005151852
CA0105016,0
CA0105020,0
CA0110001,.00012429222
CA0110003,.00016269811
CA0110005,.000093518516
CA0110006,0
CA0110008,0
CA0110010,.00036462882
CA0110018,0
CA0110650,.0020000001
CA0202501,0
CA0202503,0
CA0202504,.0020545456
CA0202508,.022
CA0202522,0
CA0205425,0
CA0210001,0
CA0210002,.00045263159
CA0300011,0
CA0300016,0
CA0300019,0
CA0300024,0
CA0300037,.00029999999
CA0300053,0
CA0300055,0
CA0300062,0
CA0300073,0
CA0300078,0
CA0300338,0
CA0300448,0
CA0300524,.0051824073
CA0300592,.00013235293
CA0301038,0
CA0310002,0
CA0310003,0
CA0310004,0
CA0310006,.00037777776
CA0310008,0
CA0310012,0
CA0310019,0
CA0310020,0
CA0310021,.00020625
CA0400001,0
CA0400003,0
CA0400004,0
CA0400005,0
CA0400007,0
CA0400008,0
CA0400012,0
CA0400013,.00041176472
CA0400014,0
CA0400016,0
CA0400019,0
CA0400020,0
CA0400021,.0067125
CA0400023,.00050000002
CA0400025,0
CA0400026,0
CA0400027,.0011775
CA0400028,0
CA0400030,0
CA0400036,0
CA0400040,0
CA0400041,0
CA0400042,0
CA0400045,0
CA0400046,0
CA0400049,.009072857
CA0400051,0
CA0400058,.0039916667
CA0400060,0
CA0400062,0
CA0400063,.0047380002
CA0400064,0
CA0400065,.0011016667
CA0400066,0
CA0400067,.0017142857
CA0400068,0
CA0400070,.00044117647
CA0400073,0
CA0400078,0
CA0400079,0
CA0400080,0
CA0400081,0
CA0400090,0
CA0400091,.000306
CA0400107,0
CA0400123,0
CA0400133,.00063100003
CA0400134,0
CA0400140,0
CA0400141,.001
CA0400149,0
CA0400150,0
CA0400151,0
CA0400152,.00040000002
CA0400154,0
CA0400155,0
CA0400158,0
CA0400161,0
CA0400162,0
CA0400175,0
CA0405001,.00064062502
CA0405003,0
CA0409175,0
CA0409177,0
CA0409179,0
CA0409181,0
CA0409183,0
CA0409187,0
CA0409188,.00070999999
CA0409189,0
CA0409194,0
CA0409197,0
CA0410001,.002717
CA0410002,.00001494863
CA0410003,0
CA0410004,.0052718748
CA0410005,.00014594595
CA0410006,0
CA0410007,0
CA0410008,.00063636369
CA0410009,0
CA0410011,.00012863637
CA0410012,0
CA0410016,0
CA0410017,0
CA0410018,0
CA0410019,0
CA0500004,0
CA0500019,0
CA0500027,0
CA0500039,0
CA0500053,0
CA0500068,0
CA0500075,0
CA0500085,0
CA0500091,0
CA0500095,.00060000003
CA0500097,0
CA0500102,0
CA0510001,0
CA0510002,0
CA0510003,0
CA0510004,0
CA0510005,.000046511632
CA0510006,0
CA0510009,.0007157895
CA0510010,.00039166669
CA0510012,0
CA0510016,0
CA0510017,0
CA0510019,0
CA0600005,.001
CA0600008,.016608696
CA0600011,.0011357142
CA0600012,0
CA0600013,.0049891304
CA0600018,0
CA0600041,0
CA0600061,.00052173913
CA0600065,.00038461541
CA0605002,.00078571431
CA0605004,.001
CA0605007,0
CA0605010,0
CA0605011,.0010929999
CA0605012,.0041966666
CA0610001,.00148
CA0610002,.0015
CA0610003,.0028916667
CA0610004,.00065882353
CA0706004,.0086666672
CA0706005,.00345
CA0706007,0
CA0706027,.0025599999
CA0706028,.0047894735
CA0706029,0
CA0706050,.00050000002
CA0706102,0
CA0706562,0
CA0707501,.0074500004
CA0707507,.0089999996
CA0707515,0
CA0707517,0
CA0707519,0
CA0707523,.0048000002
CA0707543,0
CA0707545,0
CA0707547,0
CA0707553,.0016666666
CA0707556,.004571429
CA0707557,0
CA0707558,.0089999996
CA0707569,.0031333333
CA0707572,.0093
CA0707573,.0073915664
CA0707574,.00125
CA0707575,0
CA0707576,.0017333333
CA0707577,.00202
CA0707585,0
CA0707588,.0018000001
CA0707589,.018666666
CA0707594,.0054666665
CA0707597,0
CA0707598,.00048000002
CA0707601,0
CA0707602,.025249999
CA0707608,.00060000003
CA0707613,.00042
CA0707615,.016516177
CA0707620,0
CA0707623,0
CA0710001,.0009046729
CA0710002,.00066000002
CA0710003,.0012618421
CA0710004,.00036509434
CA0710006,.0009659091
CA0710007,.0008166667
CA0710008,.0014493671
CA0710009,.0012727273
CA0710010,.00056774192
CA0710011,.00098490564
CA0710800,.00062499999
CA0800526,0
CA0800532,0
CA0800548,0
CA0800552,0
CA0800555,0
CA0800556,0
CA0800557,0
CA0800603,0
CA0800605,0
CA0800645,0
CA0800647,0
CA0800649,0
CA0800652,0
CA0800700,0
CA0800795,0
CA0800800,0
CA0800825,0
CA0800861,0
CA0810001,0
CA0810002,.00145
CA0810800,0
CA0900102,.0091926828
CA0900106,0
CA0900111,0
CA0900112,0
CA0900210,.0047987499
CA0900217,0
CA0900300,0
CA0900308,0
CA0900309,0
CA0900404,0
CA0900408,0
CA0900410,.00086666667
CA0900422,0
CA0900612,0
CA0900636,0
CA0900646,0
CA0900648,0
CA0900649,.0069000004
CA0900659,0
CA0900660,0
CA0900673,0
CA0901217,0
CA0910001,0
CA0910002,.0015216599
CA0910006,0
CA0910007,.0026
CA0910012,0
CA0910013,0
CA0910015,.0033666666
CA0910017,0
CA0910018,0
CA0910019,.00029
CA1000004,0
CA1000018,.00083999999
CA1000019,.0010615385
CA1000021,.00068333338
CA1000023,.00066666666
CA1000039,.00127
CA1000040,.0046416665
CA1000041,.001625
CA1000042,.0027105263
CA1000048,0
CA1000053,.01288
CA1000056,0
CA1000057,.0017033333
CA1000060,0
CA1000061,0
CA1000063,0
CA1000069,0
CA1000075,0
CA1000078,.00096666667
CA1000079,0
CA1000087,0
CA1000104,0
CA1000105,.0016166667
CA1000108,0
CA1000111,0
CA1000112,.00055
CA1000136,.0058200001
CA1000148,0
CA1000161,0
CA1000175,.00034999999
CA1000176,.0030428572
CA1000177,.00022307692
CA1000178,.00043333333
CA1000180,.00165
CA1000181,.0073549999
CA1000182,0
CA1000184,0
CA1000185,.00068
CA1000186,.00176
CA1000187,.00125
CA1000189,.0017285714
CA1000190,.00040000002
CA1000192,.0013600001
CA1000193,.00098000001
CA1000194,.0027000001
CA1000196,.00040000002
CA1000198,.00098000001
CA1000199,0
CA1000200,.0031400002
CA1000201,.00069999998
CA1000204,.0016571429
CA1000205,0
CA1000206,.00096666667
CA1000207,.00184
CA1000208,.0014800001
CA1000213,.00015384617
CA1000214,.00040833332
CA1000217,.0014000001
CA1000221,.00092666666
CA1000229,.0013250001
CA1000238,.0046933773
CA1000244,.00057500001
CA1000247,.001
CA1000248,.00152
CA1000254,0
CA1000257,.000092307695
CA1000259,.0044800001
CA1000260,0
CA1000265,.00012222222
CA1000267,.0017
CA1000276,.00079999998
CA1000277,.0058999998
CA1000279,.00025000001
CA1000280,0
CA1000285,0
CA1000290,0
CA1000293,0
CA1000295,0
CA1000298,.00176
CA1000299,.0011666666
CA1000312,0
CA1000313,0
CA1000314,0
CA1000315,.00052
CA1000316,.00060000003
CA1000324,.00057500001
CA1000334,0
CA1000343,0
CA1000345,.000642
CA1000352,0
CA1000354,.0033
CA1000359,.0012000001
CA1000360,.00020833332
CA1000361,.00046666668
CA1000362,.0018875001
CA1000366,.00046666665
CA1000367,.00041666665
CA1000369,.0097884303
CA1000371,0
CA1000377,.0026
CA1000378,.001
CA1000381,.00185
CA1000383,.00021
CA1000399,0
CA1000405,0
CA1000407,0
CA1000410,0
CA1000411,.0014166667
CA1000416,.00060000003
CA1000424,.00072000001
CA1000426,.00022
CA1000430,.00028750001
CA1000440,.00238
CA1000445,.00040000002
CA1000447,.0013875
CA1000461,.0018833333
CA1000465,.0021250001
CA1000467,.00348
CA1000468,.0054111113
CA1000472,.014674468
CA1000473,0
CA1000476,.0024833335
CA1000479,0
CA1000480,.00083333335
CA1000484,.00081250002
CA1000485,.0017
CA1000486,0
CA1000490,.00043076923
CA1000495,0
CA1000496,.0010599999
CA1000497,0
CA1000507,.00095999998
CA1000512,.0012749999
CA1000514,0
CA1000526,.00125
CA1000530,0
CA1000533,.0020099999
CA1000534,.00055
CA1000536,.0020083333
CA1000539,0
CA1000541,0
CA1000542,.00052
CA1000546,.00182
CA1000548,0
CA1000550,.002175
CA1000551,.0023333333
CA1000554,.0008333333
CA1000555,.0012000001
CA1000562,.0046777776
CA1000564,.0023166668
CA1000565,.0051166667
CA1000566,0
CA1000570,.0014785714
CA1000571,0
CA1000572,0
CA1000575,.00088333333
CA1000576,.00079999998
CA1000577,.0087823533
CA1000578,.0014666667
CA1000580,.0062277107
CA1000583,.00060000003
CA1000584,.0047776597
CA1000585,.0013
CA1000593,0
CA1000596,0
CA1000597,.0031999999
CA1000598,0
CA1000602,.0039404039
CA1000604,.01408
CA1000607,.0011142857
CA1000627,.0077976468
CA1000632,.0085499994
CA1000639,.0044
CA1000641,.0055999998
CA1000643,.0043000001
CA1000645,0
CA1009006,.00035833332
CA1009020,.00040000002
CA1009023,.00059166667
CA1009026,0
CA1009027,.00054615387
CA1009028,.00050000002
CA1009034,0
CA1009035,.00022222224
CA1009039,.00035714285
CA1009051,.029760001
CA1009078,.00033076922
CA1009091,.011725985
CA1009111,0
CA1009120,.0050272727
CA1009131,.0040857145
CA1009147,.00046666668
CA1009172,.0004111111
CA1009179,.00044166666
CA1009214,0
CA1009222,.00036666667
CA1009232,0
CA1009258,.00017499999
CA1009281,.00062499999
CA1010001,.00032894738
CA1010003,.00028632479
CA1010004,.00032272728
CA1010005,.003399875
CA1010006,.00089354842
CA1010007,.00036127167
CA1010013,.00037647059
CA1010017,.0012484854
CA1010018,.0040076924
CA1010019,.0018117648
CA1010020,0
CA1010021,.0014631579
CA1010023,.00015714286
CA1010024,.00052753626
CA1010025,.00079999998
CA1010026,.001465
CA1010027,.00039032259
CA1010028,.008600885
CA1010029,.00072499999
CA1010030,.0044890624
CA1010034,.0023692308
CA1010035,.00062142854
CA1010039,.0081395349
CA1010042,.0016266666
CA1010044,.00016923077
CA1010049,.0016740001
CA1010051,.00052307692
CA1010052,.0004047619
CA1010053,0
CA1010055,.00075000001
CA1010057,.00034999999
CA1010059,0
CA1010062,.00054444443
CA1010339,.00085000001
CA1010501,0
CA1010800,.0002888889
CA1100101,0
CA1100102,.0090394625
CA1100104,.001
CA1100159,.0011
CA1100203,.0024999999
CA1100232,.00070940005
CA1100237,.00075000001
CA1100254,.0014000001
CA1100404,.0001725
CA1100405,0
CA1100413,0
CA1100436,0
CA1100440,0
CA1100444,.00085714291
CA1100445,0
CA1100448,0
CA1100452,.00050000002
CA1100527,.0013333334
CA1100616,.0080000004
CA1100711,.0012714285
CA1100749,.0010500001
CA1105001,.00275
CA1105003,0
CA1105005,0
CA1110001,.000090909089
CA1110002,.00013333333
CA1110003,.0015558546
CA1110800,.000071428578
CA1200501,.00145
CA1200518,0
CA1200522,.0040000002
CA1200538,0
CA1200541,0
CA1200544,0
CA1200546,0
CA1200547,.0024999999
CA1200553,0
CA1200566,0
CA1200583,0
CA1200587,0
CA1200588,0
CA1200590,0
CA1200591,0
CA1200592,0
CA1200643,0
CA1200671,0
CA1200681,0
CA1200684,0
CA1200698,0
CA1200701,0
CA1200706,0
CA1200707,0
CA1200715,0
CA1200718,0
CA1200729,0
CA1200778,0
CA1200779,0
CA1200817,0
CA1206002,0
CA1206004,.0011
CA1206012,0
CA1210001,0
CA1210006,0
CA1210007,0
CA1210008,.0025333334
CA1210009,.0008333333
CA1210010,0
CA1210011,0
CA1210012,0
CA1210013,0
CA1210015,.00041666665
CA1210018,0
CA1210019,0
CA1210022,.00061132078
CA1210023,.00054000004
CA1210024,0
CA1210800,.00049999997
CA1210801,0
CA1300018,.00135
CA1300513,.00155
CA1300514,0
CA1300517,.0010500001
CA1300549,.00145
CA1300553,.0021500001
CA1300554,.0014
CA1300555,.0040000002
CA1300556,.0015
CA1300560,.0014
CA1300579,.00145
CA1300588,.0080500003
CA1300591,.00048333334
CA1300616,0
CA1300622,.0046999999
CA1300629,0
CA1300638,.0016
CA1300643,.0039750002
CA1300668,.00155
CA1310001,.00155
CA1310002,.00048888888
CA1310003,.00155
CA1310005,.0014
CA1310006,.0013
CA1310008,.00145
CA1310009,0
CA1310011,0
CA1310013,.00125
CA1310014,.0010653846
CA1310017,.0165
CA1310019,.0014
CA1400002,.00040000002
CA1400004,.017631613
CA1400005,.001
CA1400006,.00076666666
CA1400007,0
CA1400010,0
CA1400019,0
CA1400020,0
CA1400024,.0025249999
CA1400025,.0011
CA1400026,0
CA1400027,.003
CA1400030,.00062499999
CA1400031,0
CA1400034,0
CA1400036,.062522724
CA1400037,.021536065
CA1400045,0
CA1400055,.0033499999
CA1400056,0
CA1400059,0
CA1400064,.0011
CA1400066,.0053999997
CA1400068,.003275
CA1400070,0
CA1400072,0
CA1400078,0
CA1400098,0
CA1400099,0
CA1400102,.0032333334
CA1400109,0
CA1400110,.00030000001
CA1400111,.0012040001
CA1400135,.0017500001
CA1400144,0
CA1400155,.017786169
CA1400503,.0040000002
CA1400511,0
CA1400518,.00033333336
CA1400521,0
CA1400522,.0033
CA1400526,.0061549018
CA1400527,.012776064
CA1400528,.0043649534
CA1410001,.00059999997
CA1410002,0
CA1410003,0
CA1410004,0
CA1410005,.00011
CA1410007,.00053333334
CA1410502,0
CA1410503,.0038000001
CA1410504,0
CA1410505,.01006606
CA1410510,0
CA1410800,0
CA1500050,.00026249999
CA1500096,0
CA1500152,.0060999999
CA1500190,0
CA1500209,0
CA1500211,0
CA1500216,.0030833334
CA1500231,.00376875
CA1500251,.000159
CA1500252,.00055999996
CA1500289,.0013615384
CA1500296,.0073119402
CA1500314,.0058652144
CA1500327,.0013714286
CA1500333,.0002079
CA1500336,.0016000001
CA1500340,0
CA1500341,0
CA1500344,0
CA1500349,0
CA1500352,0
CA1500364,.0055555557
CA1500371,0
CA1500373,0
CA1500374,0
CA1500378,.015791837
CA1500380,0
CA1500393,0
CA1500398,0
CA1500401,.0016000001
CA1500404,.0001225
CA1500405,.0093265437
CA1500406,0
CA1500407,.0025406315
CA1500408,0
CA1500409,.0060451222
CA1500413,0
CA1500415,0
CA1500421,0
CA1500424,.010003061
CA1500426,.0066041667
CA1500434,0
CA1500436,.024493478
CA1500438,0
CA1500442,.034724999
CA1500443,.0061382814
CA1500447,.00052500004
CA1500448,.0022166667
CA1500449,.0084111113
CA1500452,0
CA1500455,.012944444
CA1500458,.0067153848
CA1500459,.00184
CA1500461,.060441863
CA1500465,.00035000002
CA1500466,0
CA1500475,.0023400001
CA1500478,.00050000002
CA1500481,.00093333336
CA1500483,0
CA1500485,.0064415094
CA1500489,0
CA1500491,.0030833334
CA1500493,.0098987017
CA1500494,.0045500002
CA1500495,.0029074999
CA1500507,0
CA1500508,0
CA1500511,0
CA1500516,0
CA1500517,.00046000001
CA1500518,.0052
CA1500521,0
CA1500525,.017416667
CA1500535,0
CA1500540,.0083886525
CA1500542,.00062499999
CA1500543,0
CA1500544,.0045766667
CA1500546,.00032222221
CA1500550,.0003111111
CA1500553,0
CA1500554,.00069999998
CA1500555,.0027399999
CA1500556,0
