"","PWSID","Maximum_sample_exceedence","Units","total_violations","SAMPLING_END_DATE"
"24314","OH7702912",99.5,"mg/L",2,"09/30/2005"
"24315","OH7703812",50,"mg/L",4,"09/30/2005"
"24316","GA2990016",0.0545,"mg/L",1,"12/31/2006"
"24317","CA1610009",0.026,"mg/L",3,"12/31/1997"
"24318","CA1610700",1.65,"mg/L",4,"12/31/1993"
"24319","CA1700502",0.084,"mg/L",5,"12/31/2002"
"24320","CA1700518",3.7,"mg/L",22,"12/31/2002"
"24321","CO0135257",0.11,"mg/L",3,"12/31/2007"
"24322","VT0005431",1.58,"mg/L",8,"12/31/1997"
"24323","NC7010048",0.387,"mg/L",5,"12/31/2005"
"24324","NC7016013",0.07,"mg/L",2,"12/31/2004"
"24325","CO0139220",2.05,"mg/L",4,"12/31/2011"
"24326","CO0138044",1.435,"mg/L",1,"12/31/2011"
"24327","VA4115646",2.79,"mg/L",5,"12/31/2005"
"24328","ND3200776",0.0167,"mg/L",1,"12/31/2006"
"24329","CT0815051",0.075,"mg/L",5,"12/31/2006"
"24330","CA1210017",0.016,"mg/L",3,"12/31/2002"
"24331","CA1210018",19,"mg/L",13,"12/31/2005"
"24332","CA1210023",0.028,"mg/L",3,"12/31/2003"
"24333","WY5601634",0.105,"mg/L",1,"12/31/2011"
"24334","NC0279134",0.1,"mg/L",1,"12/31/2011"
"24335","OH3232112",840,"mg/L",8,"09/30/2005"
"24336","OH3241212",221,"mg/L",5,"09/30/2005"
"24337","OH3300112",362,"mg/L",4,"09/30/2005"
"24338","OH3300212",320,"mg/L",2,"09/30/2005"
"24339","OH3300712",154,"mg/L",2,"09/30/2005"
"24340","OH3331112",322,"mg/L",2,"09/30/2005"
"24341","OH3332712",286.5,"mg/L",2,"09/30/2005"
"24342","OH3335412",170,"mg/L",4,"09/30/2005"
"24343","OH3400214",50,"mg/L",2,"09/30/2005"
"24344","OH3401103",10,"mg/L",2,"09/30/2005"
"24345","OH3432812",256.5,"mg/L",2,"09/30/2005"
"24346","OH3500112",730,"mg/L",2,"09/30/2005"
"24347","OH3500811",50,"mg/L",2,"09/30/2005"
"24348","OH3501403",17.5,"mg/L",2,"09/30/2005"
"24349","OH3533012",1155,"mg/L",15,"09/30/2005"
"24350","OH3600312",161,"mg/L",2,"09/30/2005"
"24351","OH3600712",504,"mg/L",12,"09/30/2005"
"24352","OH3636912",150.5,"mg/L",2,"09/30/2005"
"24353","OH3700312",50,"mg/L",2,"09/30/2005"
"24354","OH3700803",40,"mg/L",2,"09/30/2005"
"24355","CA0710009",0.0184,"mg/L",5,"12/31/1994"
"24356","CT0590203",0.036,"mg/L",1,"12/31/2006"
"24357","OH3700512",0.0172,"mg/L",2,"12/31/1995"
"24358","CA1400007",0.333,"mg/L",2,"12/31/2000"
"24359","CA1400111",0.1,"mg/L",2,"12/31/1997"
"24360","OH3700912",49.56,"mg/L",2,"09/30/2005"
"24361","OH3800012",364,"mg/L",4,"09/30/2005"
"24362","OH3800412",41.5,"mg/L",4,"12/31/2005"
"24363","OH3800712",560,"mg/L",2,"09/30/2005"
"24364","OH3800912",579,"mg/L",2,"09/30/2005"
"24365","OH3801012",201,"mg/L",2,"09/30/2005"
"24366","ID3370036",0.016,"mg/L",1,"06/30/2006"
"24367","IL0110050",0.053,"mg/L",3,"09/30/2000"
"24368","OH7003512",253,"mg/L",2,"09/30/2005"
"24369","OH7003712",200,"mg/L",2,"09/30/2005"
"24370","OH7003812",70,"mg/L",2,"09/30/2005"
"24371","OH7004912",64,"mg/L",2,"09/30/2005"
"24372","OH7005012",140.5,"mg/L",2,"09/30/2005"
"24373","OH7005022",195.5,"mg/L",2,"09/30/2005"
"24374","OH7005032",183.5,"mg/L",2,"09/30/2005"
"24375","OH7005412",259,"mg/L",2,"09/30/2005"
"24376","OH7005512",310,"mg/L",5,"09/30/2005"
"24377","OH7005612",139,"mg/L",2,"09/30/2005"
"24378","OH7005812",414,"mg/L",2,"09/30/2005"
"24379","SC4050012",0.025,"mg/L",1,"12/31/2006"
"24380","CA1500593",0.03,"mg/L",2,"12/31/2004"
"24381","CA1502231",0.019,"mg/L",5,"12/31/1994"
"24382","CA1502232",0.022,"mg/L",5,"12/31/2005"
"24383","CA1502663",1.539,"mg/L",2,"12/31/1996"
"24384","CA1502664",0.101,"mg/L",3,"12/31/1996"
"24385","CA1502756",0.052,"mg/L",3,"12/31/2004"
"24386","CA1503182",0.019,"mg/L",3,"12/31/2004"
"24387","CA1503264",0.196,"mg/L",6,"12/31/1998"
"24388","CA1503349",0.036,"mg/L",3,"12/31/1998"
"24389","IL0190050",2.8,"mg/L",6,"03/31/2000"
"24390","IL0190050",2.8,"mg/L",6,"03/31/2002"
"24391","VA2171375",0.056,"mg/L",4,"06/30/2006"
"24392","VA3001535",1.65,"mg/L",5,"06/30/2006"
"24393","VA4057680",0.1275,"mg/L",1,"12/31/2008"
"24394","VA5067798",0.03415,"mg/L",3,"12/31/2006"
"24395","VA5143370",3.06,"mg/L",3,"12/31/2006"
"24396","VA6033425",0.0319,"mg/L",2,"12/31/2006"
"24397","IL0975500",1.9,"mg/L",2,"12/31/2007"
"24398","OH0903912",859,"mg/L",2,"09/30/2005"
"24399","OH0904112",964,"mg/L",2,"09/30/2005"
"24400","CA1210024",5.2,"mg/L",15,"12/31/1996"
"24401","CA1400010",1,"mg/L",1,"12/31/2004"
"24402","CA1410502",1.5,"mg/L",10,"12/31/2000"
"24403","CA1410505",0.18,"mg/L",3,"12/31/2002"
"24404","CA1500006",0.041,"mg/L",6,"12/31/1994"
"24405","CA1500327",0.122,"mg/L",3,"12/31/1995"
"24406","CA1500336",0.536,"mg/L",3,"12/31/1995"
"24407","CA1500341",0.0165,"mg/L",3,"12/31/2000"
"24408","PR0003403",1.4,"mg/L",5,"06/30/2005"
"24409","PR0003822",1.7,"mg/L",2,"06/30/2005"
"24410","PR0005376",0.017,"mg/L",2,"12/31/2005"
"24411","ND0500549",2.25,"mg/L",6,"12/31/2001"
"24412","ND0800096",3.86,"mg/L",8,"12/31/1999"
"24413","ND5100515",2.75,"mg/L",17,"12/31/1999"
"24414","ND3911439",1.513,"mg/L",2,"12/31/2003"
"24415","ND5101447",1.47,"mg/L",1,"12/31/2009"
"24416","IL3026922",0.029,"mg/L",3,"06/30/2009"
"24417","CA1910035",0.016,"mg/L",2,"12/31/2005"
"24418","MO3031207",0.0515,"mg/L",9,"06/30/2002"
"24419","CA4700546",0.096,"mg/L",3,"12/31/1996"
"24420","CA4700575",0.0628,"mg/L",3,"12/31/2004"
"24421","MT0002516",0.016,"mg/L",2,"12/31/2001"
"24422","CA1510702",0.039,"mg/L",13,"12/31/2001"
"24423","MO3036127",0.01515,"mg/L",2,"12/31/2001"
"24424","NY0622388",0.0225,"mg/L",1,"12/31/2013"
"24425","CA4310005",0.023,"mg/L",9,"12/31/1999"
"24426","CA4900680",0.026,"mg/L",5,"12/31/1994"
"24427","CA4900704",0.021,"mg/L",2,"12/31/1993"
"24428","CA4900720",0.017,"mg/L",5,"12/31/1993"
"24429","CA4310007",0.022,"mg/L",5,"12/31/1998"
"24430","CA1805004",0.02,"mg/L",8,"12/31/2003"
"24431","CA1805004",0.02,"mg/L",8,"12/31/1999"
"24432","CA1900542",0.032,"mg/L",4,"12/31/2001"
"24433","CA1510703",0.33,"mg/L",7,"12/31/2000"
"24434","VT0005515",0.107,"mg/L",3,"12/31/2009"
"24435","VT0006202",0.016,"mg/L",1,"12/31/2010"
"24436","KS2117334",0.0386,"mg/L",3,"12/31/2012"
"24437","VT0021144",0.476,"mg/L",1,"12/31/2012"
"24438","VT0021295",0.016,"mg/L",1,"12/31/2012"
"24439","VT0020408",1.5,"mg/L",8,"12/31/2012"
"24440","VT0021311",1.7,"mg/L",5,"06/30/2012"
"24441","SC1450007",0.025,"mg/L",1,"12/31/2012"
"24442","MT0000046",0.018,"mg/L",2,"12/31/2012"
"24443","NM3551026",0.024,"mg/L",1,"12/31/2010"
"24444","NM3500626",0.025,"mg/L",1,"12/31/2009"
"24445","SC4220001",2,"mg/L",1,"12/31/2012"
"24446","SC4660009",4.45,"mg/L",5,"12/31/2012"
"24447","NM3580026",0.59,"mg/L",4,"12/31/2011"
"24448","NM3561517",0.024,"mg/L",2,"12/31/2011"
"24449","NM3500309",0.026,"mg/L",1,"12/31/2013"
"24450","NM3556913",1.6,"mg/L",2,"12/31/2013"
"24451","NM3591021",1.8,"mg/L",5,"06/30/2011"
"24452","AL0000676",0.02,"mg/L",1,"12/31/2009"
"24453","MT0004004",2.75,"mg/L",16,"06/30/2010"
"24454","NJ1715001",0.0966,"mg/L",1,"12/31/2009"
"24455","NJ1810309",0.017,"mg/L",2,"12/31/2009"
"24456","LA1013013",2.9,"mg/L",9,"12/31/2009"
"24457","LA1031009",6.4,"mg/L",10,"12/31/2009"
"24458","LA1043007",7.2,"mg/L",10,"12/31/2009"
"24459","LA1085017",4.7,"mg/L",2,"12/31/2009"
"24460","MT0004468",0.022,"mg/L",1,"12/31/2013"
"24461","CA3010069",0.054,"mg/L",1,"12/31/1994"
"24462","LA2105087",6.8,"mg/L",3,"12/31/2009"
"24463","LA1115121",2.2,"mg/L",3,"12/31/2009"
"24464","VT0020397",8.6,"mg/L",3,"06/30/2010"
"24465","VT0020399",1.8,"mg/L",8,"06/30/2010"
"24466","CA4700582",0.056,"mg/L",10,"12/31/2004"
"24467","CA4700626",0.0425,"mg/L",5,"12/31/1996"
"24468","CA4700850",0.088,"mg/L",3,"12/31/2000"
"24469","CA4800574",0.017,"mg/L",3,"12/31/1997"
"24470","CA4800753",0.17,"mg/L",3,"12/31/2004"
"24471","NY1303217",0.027,"mg/L",1,"12/31/2011"
"24472","CA1510801",0.28,"mg/L",10,"12/31/1999"
"24473","KS2003505",1.8,"mg/L",2,"12/31/2012"
"24474","KS2003514",1.8,"mg/L",6,"12/31/2012"
"24475","FL6296315",0.023,"mg/L",1,"06/01/2010"
"24476","WI8260122",1.9,"mg/L",2,"12/31/1994"
"24477","AK2372685",0.07,"mg/L",8,"12/31/2011"
"24478","NC0326143",0.092,"mg/L",2,"12/31/2013"
"24479","NC0145403",3.6,"mg/L",4,"06/30/2011"
"24480","CO0135883",0.037,"mg/L",4,"06/30/2010"
"24481","NM3500902",0.01529928,"mg/L",2,"12/31/2009"
"24482","TX0450031",0.0375,"mg/L",2,"12/31/2019"
"24483","TX0790056",0.0382,"mg/L",2,"12/31/2011"
"24484","NJ1514319",0.0195,"mg/L",1,"06/30/2008"
"24485","NJ0258301",1.61,"mg/L",4,"12/31/2008"
"24486","AK2331142",0.022,"mg/L",1,"06/30/2010"
"24487","CA3110028",0.046,"mg/L",4,"12/31/1993"
"24488","CA3110031",1.4,"mg/L",6,"12/31/1995"
"24489","CA3110035",0.0162,"mg/L",5,"12/31/1998"
"24490","CA3110043",0.024,"mg/L",4,"12/31/1995"
"24491","CA3210003",2.5,"mg/L",4,"12/31/1995"
"24492","CA3210007",0.033,"mg/L",4,"12/31/1993"
"24493","AZ0412019",0.034,"mg/L",1,"12/31/2011"
"24494","IA9233522",0.12,"mg/L",1,"12/31/2012"
"24495","PA6610046",2.982,"mg/L",2,"06/30/2011"
"24496","PA7360110",0.0265,"mg/L",2,"06/30/2011"
"24497","PA7361108",0.067,"mg/L",1,"06/30/2011"
"24498","VA6061597",0.456,"mg/L",1,"12/31/2011"
"24499","CA0710009",0.0184,"mg/L",5,"12/31/1994"
"24500","AZ0404038",0.018,"mg/L",1,"12/31/2012"
"24501","MT0000428",2.57,"mg/L",5,"12/31/2012"
"24502","MT0004763",1.56,"mg/L",1,"12/31/2012"
"24503","SC4650005",0.028,"mg/L",1,"12/31/2011"
"24504","VA2069773",0.0179,"mg/L",1,"12/31/2011"
"24505","NY4303666",0.026,"mg/L",1,"12/31/2011"
"24506","MN5820400",0.092,"mg/L",1,"06/30/2011"
"24507","NY3530063",0.0208,"mg/L",2,"12/31/2011"
"24508","NY3401154",1.6,"mg/L",2,"12/31/2011"
"24509","NY3401162",1.6,"mg/L",3,"12/31/2011"
"24510","NY3401163",1.6,"mg/L",2,"12/31/2011"
"24511","NY3401165",1.6,"mg/L",2,"12/31/2011"
"24512","NY5801232",1.6,"mg/L",2,"12/31/2011"
"24513","NY5821130",1.6,"mg/L",2,"12/31/2011"
"24514","NY5823018",1.6,"mg/L",2,"12/31/2011"
"24515","NY3430011",1.6,"mg/L",2,"12/31/2011"
"24516","NY0301684",2.03,"mg/L",2,"12/31/2011"
"24517","NY3530031",1.75,"mg/L",1,"12/31/2011"
"24518","NY3202410",4,"mg/L",1,"12/31/2011"
"24519","NY5907677",1.36,"mg/L",2,"12/31/2013"
"24520","NY5830026",1.6,"mg/L",2,"12/31/2011"
"24521","NY3430034",1.6,"mg/L",2,"12/31/2011"
"24522","MN5270044",0.022,"mg/L",1,"12/31/2011"
"24523","MN5271175",2.3,"mg/L",3,"12/31/2010"
"24524","MN5580059",0.02,"mg/L",2,"06/30/2011"
"24525","NY5001221",0.0357,"mg/L",2,"12/31/2009"
"24526","NY5002541",0.0391,"mg/L",2,"12/31/2009"
"24527","KY0560639",0.016,"mg/L",1,"06/30/2011"
"24528","MT0000453",0.057,"mg/L",1,"12/31/2013"
"24529","CA4210013",2.32,"mg/L",3,"12/31/1997"
"24530","MT0001263",0.025,"mg/L",2,"12/31/2013"
"24531","NJ1912300",0.1,"mg/L",3,"06/30/2011"
"24532","AK2260040",2.9,"mg/L",7,"12/31/2011"
"24533","AK2226017",3.02,"mg/L",2,"12/31/2010"
"24534","MN1090009",1.91,"mg/L",2,"12/31/2011"
"24535","MN1130021",0.031,"mg/L",1,"12/31/2011"
"24536","MN1220010",2.05,"mg/L",4,"06/30/2011"
"24537","MN1220011",0.016,"mg/L",1,"12/31/2011"
"24538","MN1240005",2.23,"mg/L",6,"12/31/2011"
"24539","CO0116001",0.017,"mg/L",1,"12/31/2012"
"24540","NM3510333",0.0178867,"mg/L",1,"12/31/2013"
"24541","NM3574429",0.019,"mg/L",1,"12/31/2011"
"24542","NY1400517",5.11,"mg/L",36,"06/30/2012"
"24543","NY3521334",5,"mg/L",1,"12/31/2011"
"24544","NY3430044",2.15,"mg/L",2,"06/30/2011"
"24545","NY1302150",0.0735,"mg/L",1,"12/31/2009"
"24546","NC3095014",0.212,"mg/L",5,"12/31/2005"
"24547","TX0150115",1.99,"mg/L",3,"12/31/2010"
"24548","TX1230095",3.8,"mg/L",1,"06/30/2010"
"24549","TX1500126",1.84,"mg/L",1,"06/30/2010"
"24550","GA1030018",0.0196,"mg/L",1,"12/31/2012"
"24551","NM3581723",0.03773798,"mg/L",1,"12/31/2009"
"24552","NM3501321",0.1,"mg/L",2,"12/31/2009"
"24553","NM3500803",1.82868,"mg/L",2,"12/31/2010"
"24554","LA1031030",0.046,"mg/L",1,"12/31/2009"
"24555","CA4210002",2.03,"mg/L",6,"12/31/1996"
"24556","IL1150250",2.7,"mg/L",5,"06/30/2012"
"24557","MT0001649",1.77,"mg/L",1,"06/30/2011"
"24558","MT0000313",2.36,"mg/L",2,"12/31/2013"
"24559","AR0000423",0.045,"mg/L",10,"06/30/2012"
"24560","AR0000425",0.024,"mg/L",3,"06/30/2012"
"24561","AR0000461",0.019,"mg/L",1,"06/30/2012"
"24562","IL0375150",2.235,"mg/L",5,"12/31/2011"
"24563","IL0890150",2.43,"mg/L",14,"12/31/2012"
"24564","NJ0436481",11.8,"mg/L",13,"06/30/2010"
"24565","NJ1432354",4.91,"mg/L",4,"06/30/2010"
"24566","NJ1714003",1.49,"mg/L",4,"06/30/2010"
"24567","WA5398215",0.0255,"mg/L",1,"12/31/2004"
"24568","LA1083015",0.053,"mg/L",1,"12/31/2010"
"24569","PA2450672",0.102,"mg/L",4,"06/30/2011"
"24570","CA1510054",0.022,"mg/L",2,"12/31/2001"
"24571","CA1510056",0.1,"mg/L",2,"12/31/1994"
"24572","MN1500009",0.018,"mg/L",1,"12/31/2011"
"24573","MN1560008",2.38,"mg/L",3,"12/31/2011"
"24574","MN1560026",1.595,"mg/L",1,"12/31/2011"
"24575","MN1600017",0.062,"mg/L",2,"12/31/2011"
"24576","MN1670005",1.57,"mg/L",2,"12/31/2011"
"24577","WI7340368",1.45,"mg/L",1,"06/30/2017"
"24578","NC0332106",0.021,"mg/L",1,"12/31/2010"
"24579","NC0286538",0.018,"mg/L",1,"12/31/2010"
"24580","NC0157154",0.146,"mg/L",3,"12/31/2010"
"24581","NC1056010",3.51,"mg/L",3,"12/31/2010"
"24582","CA5500016",1.7,"mg/L",5,"12/31/1994"
"24583","CA5500053",1.6,"mg/L",5,"12/31/1993"
"24584","CA5500071",2.1,"mg/L",5,"12/31/2004"
"24585","CA5500074",0.024,"mg/L",3,"12/31/2004"
"24586","CA5500107",0.027,"mg/L",4,"12/31/1999"
"24587","CA5603301",0.096,"mg/L",3,"12/31/2000"
"24588","CA3500526",0.022,"mg/L",5,"12/31/1996"
"24589","OK2005111",2.22,"mg/L",3,"12/31/2009"
"24590","OK2002121",0.097,"mg/L",1,"12/31/2009"
"24591","OK2002146",0.039,"mg/L",1,"12/31/2009"
"24592","NM3595021",2.4,"mg/L",1,"12/31/2009"
"24593","NM3574929",2.6,"mg/L",3,"12/31/2009"
"24594","AK2249042",2.25,"mg/L",9,"12/31/2008"
"24595","MO6010866",2.93,"mg/L",3,"12/31/2000"
"24596","MO6171218",1.54,"mg/L",2,"12/31/2008"
"24597","MO1021160",1.64,"mg/L",5,"06/30/2000"
"24598","TX1070220",0.076,"mg/L",1,"12/31/2018"
"24599","TX1080075",0.0159,"mg/L",1,"12/31/2018"
"24600","TX1170003",0.028,"mg/L",1,"12/31/2018"
"24601","TX1210056",0.0205,"mg/L",1,"12/31/2018"
"24602","TX1290002",0.035,"mg/L",1,"12/31/2018"
"24603","TX1450021",0.02,"mg/L",1,"12/31/2018"
"24604","063507011",0.0348,"mg/L",4,"06/30/2000"
"24605","OK2004703",0.0177,"mg/L",1,"06/30/2010"
"24606","CA4300922",0.245,"mg/L",10,"12/31/1999"
"24607","CA4300957",0.032,"mg/L",3,"12/31/1998"
"24608","CA2710702",0.036,"mg/L",12,"12/31/1993"
"24609","CA2710705",0.05,"mg/L",6,"12/31/1993"
"24610","CA2710705",0.05,"mg/L",6,"12/31/1995"
"24611","CA4300593",0.02,"mg/L",3,"12/31/2002"
"24612","CA4300608",0.029,"mg/L",2,"12/31/2006"
"24613","CA4300721",0.047,"mg/L",3,"12/31/1993"
"24614","VT0005120",2,"mg/L",1,"12/31/2010"
"24615","VT0020523",2.4,"mg/L",13,"12/31/2009"
"24616","WI8160178",0.016,"mg/L",1,"12/31/1994"
"24617","AR0000798",0.023,"mg/L",4,"12/31/2008"
"24618","LA1111018",0.036,"mg/L",1,"12/31/2010"
"24619","CA4900577",0.0295,"mg/L",2,"12/31/2000"
"24620","CA4900580",0.06,"mg/L",6,"12/31/2004"
"24621","CA4900630",0.09,"mg/L",4,"12/31/2005"
"24622","TX1700382",0.0355,"mg/L",1,"12/31/2018"
"24623","CA4900643",0.017,"mg/L",5,"12/31/1992"
"24624","TX1780017",0.017,"mg/L",2,"12/31/2018"
"24625","TX2140031",0.0398,"mg/L",1,"12/31/2018"
"24626","CA4900665",0.021,"mg/L",2,"12/31/1999"
"24627","FL4501438",1.9,"mg/L",1,"06/01/2011"
"24628","FL2160824",0.026,"mg/L",1,"12/01/2011"
"24629","CO0139505",0.025,"mg/L",1,"12/31/2011"
"24630","CO0159040",0.022,"mg/L",1,"12/31/2013"
"24631","CO0253751",0.035,"mg/L",1,"12/31/2013"
"24632","CO0251743",0.02,"mg/L",1,"12/31/2011"
"24633","CO0121725",3.9,"mg/L",1,"12/31/2013"
"24634","CO0125321",1.6,"mg/L",1,"12/31/2013"
"24635","CO0125322",1.8,"mg/L",8,"12/31/2013"
"24636","CO0138045",2,"mg/L",3,"12/31/2011"
"24637","IL3081588",0.0251,"mg/L",3,"12/31/2012"
"24638","NY5110610",0.04,"mg/L",2,"12/31/1998"
"24639","NJ1615325",0.0608,"mg/L",9,"12/31/2009"
"24640","WI8070486",0.0285,"mg/L",1,"06/30/1994"
"24641","AK2210794",0.208,"mg/L",2,"12/31/2008"
"24642","AK2334247",0.05965,"mg/L",1,"06/30/2010"
"24643","UTAH20012",0.045,"mg/L",2,"12/31/1998"
"24644","OK2000302",1.98,"mg/L",6,"12/31/2004"
"24645","NY4700098",1.7,"mg/L",2,"12/31/2013"
"24646","CA2801012",1.95,"mg/L",2,"12/31/2013"
"24647","CA2801080",2.4,"mg/L",2,"12/31/2011"
"24648","NY1330537",0.025,"mg/L",2,"06/30/2004"
"24649","MT0001263",0.025,"mg/L",2,"12/31/2012"
"24650","SC3260157",6.51,"mg/L",3,"06/30/2012"
"24651","FL2124287",0.036,"mg/L",1,"12/01/2011"
"24652","MA3317001",0.021,"mg/L",3,"12/31/2009"
"24653","MA2303003",3.7,"mg/L",11,"12/31/2009"
"24654","MA2110007",2,"mg/L",2,"12/31/2009"
"24655","CA2800129",6.36,"mg/L",2,"12/31/2013"
"24656","CA1503675",1.9,"mg/L",2,"12/31/2014"
"24657","NY2630061",0.032,"mg/L",2,"12/31/2002"
"24658","WI4600437",0.0234,"mg/L",1,"09/30/2014"
"24659","WI6270294",2.33,"mg/L",3,"09/30/2014"
"24660","CA3110015",0.0265,"mg/L",4,"12/31/2003"
"24661","CA3110026",0.12,"mg/L",2,"12/31/2003"
"24662","CA3110043",0.024,"mg/L",4,"12/31/2000"
"24663","CA3210007",0.033,"mg/L",4,"12/31/2002"
"24664","CA3301031",0.018,"mg/L",3,"12/31/1996"
"24665","CA3301534",0.033,"mg/L",9,"12/31/1995"
"24666","NJ2104320",2.1,"mg/L",2,"12/31/2020"
"24667","WV3305542",1.59,"mg/L",5,"06/30/2021"
"24668","NY1330458",0.0165,"mg/L",2,"06/30/2004"
"24669","NY3921008",0.074,"mg/L",1,"12/31/2010"
"24670","LA1025007",1.7,"mg/L",1,"12/31/2007"
"24671","LA1097004",1.4,"mg/L",1,"12/31/2007"
"24672","LA1103081",9.8,"mg/L",2,"12/31/2007"
"24673","LA1127010",1.4,"mg/L",1,"12/31/2007"
"24674","WI6180330",8.9,"mg/L",6,"06/30/2017"
"24675","063501123",116,"mg/L",1,"12/31/2008"
"24676","063504100",3.03,"mg/L",1,"12/31/2003"
"24677","NJ1022305",0.0294,"mg/L",1,"12/31/2009"
"24678","NJ1213313",323.2415,"mg/L",5,"12/31/2009"
"24679","NV0003016",0.039,"mg/L",2,"06/30/2000"
"24680","CT1510011",0.083,"mg/L",2,"12/31/2007"
"24681","VA5089404",0.021,"mg/L",1,"12/31/2011"
"24682","GA1450021",0.1813,"mg/L",2,"12/31/2011"
"24683","NV0005001",0.069,"mg/L",5,"12/31/2004"
"24684","GA1850053",0.039,"mg/L",1,"12/31/2007"
"24685","NJ1006364",2.275,"mg/L",4,"12/31/2009"
"24686","NJ1352321",23,"mg/L",13,"12/31/2009"
"24687","NJ1352326",23,"mg/L",6,"12/31/2009"
"24688","NJ1710328",8.86,"mg/L",16,"06/30/2009"
"24689","NJ1709328",2.17,"mg/L",6,"06/30/2009"
"24690","NJ1332384",1.4,"mg/L",4,"12/31/2009"
"24691","NY5110608",0.0165,"mg/L",2,"12/31/1997"
"24692","IA8584401",0.0235,"mg/L",1,"12/31/2013"
"24693","IA8709096",0.0154,"mg/L",1,"12/31/2013"
"24694","TX1012787",0.025,"mg/L",4,"12/31/2014"
"24695","TX1540007",0.6,"mg/L",1,"12/31/2014"
"24696","NY5002546",0.0241,"mg/L",1,"12/31/2008"
"24697","NY3503605",0.0165,"mg/L",2,"12/31/2003"
"24698","CA1200741",0.0185,"mg/L",1,"12/31/2005"
"24699","041210003",6.86,"mg/L",12,"06/30/2011"
"24700","WI8550246",0.0194,"mg/L",1,"09/30/2012"
"24701","VI0000161",0.037,"mg/L",1,"12/31/2006"
"24702","CA1500544",0.04,"mg/L",2,"12/31/1995"
"24703","OK2001458",0.0353,"mg/L",1,"12/31/2011"
"24704","UTAH06024",2.176588,"mg/L",5,"12/31/2012"
"24705","UTAH24012",1.5,"mg/L",3,"12/31/2012"
"24706","MN1740005",2.07,"mg/L",13,"12/31/2011"
"24707","MN5020332",0.021,"mg/L",1,"12/31/2011"
"24708","MN5020566",1.84,"mg/L",1,"12/31/2011"
"24709","MN5050013",2,"mg/L",3,"12/31/2011"
"24710","MN5050321",0.018,"mg/L",2,"12/31/2011"
"24711","MN5070047",0.02,"mg/L",1,"12/31/2011"
"24712","MN5080062",3.62,"mg/L",1,"12/31/2011"
"24713","MN5160007",0.018,"mg/L",1,"12/31/2011"
"24714","MN5210108",0.026,"mg/L",1,"12/31/2011"
"24715","MN5250258",0.027,"mg/L",1,"12/31/2011"
"24716","CA2710300",0.057,"mg/L",7,"12/31/2005"
"24717","TX0200002",0.0151,"mg/L",2,"12/31/2010"
"24718","MT0004752",0.021,"mg/L",1,"12/31/2012"
"24719","MT0004288",1.66,"mg/L",1,"12/31/2013"
"24720","WY5600247",0.017,"mg/L",2,"12/31/2010"
"24721","NJ1414024",0.028,"mg/L",2,"12/31/2009"
"24722","VA3183800",0.138,"mg/L",6,"12/31/2010"
"24723","TX0460130",0.0242,"mg/L",1,"12/31/2009"
"24724","NJ0317303",0.0165,"mg/L",1,"12/31/2009"
"24725","MI0003685",0.034,"mg/L",1,"12/31/2014"
"24726","MI0001932",0.0188,"mg/L",1,"12/31/2014"
"24727","CT0920072",5.34,"mg/L",21,"06/30/2010"
"24728","DE0000625",0.0164,"mg/L",1,"12/31/2011"
"24729","DE0001254",0.054,"mg/L",6,"06/30/2010"
"24730","DE0000557",1.989,"mg/L",2,"12/31/2010"
"24731","DE0020019",1.46,"mg/L",2,"06/30/2010"
"24732","MI2028823",2.471,"mg/L",1,"06/30/2010"
"24733","MI2001839",0.0155,"mg/L",1,"06/30/2010"
"24734","MI2039870",0.024,"mg/L",2,"06/30/2010"
"24735","VA1185766",0.022,"mg/L",1,"12/31/2010"
"24736","WY5601635",4.55,"mg/L",2,"06/30/2011"
"24737","NY0430108",0.03,"mg/L",2,"06/30/2011"
"24738","NY1302787",1.485,"mg/L",2,"12/31/1997"
"24739","NY0630085",0.0165,"mg/L",1,"12/31/2010"
"24740","NY2122025",8.1,"mg/L",6,"06/30/2011"
"24741","NV0000061",0.018,"mg/L",2,"12/31/2002"
"24742","NV0000709",35,"mg/L",4,"12/31/2004"
"24743","NV0000931",1.5,"mg/L",9,"12/31/2010"
"24744","AK2271952",0.0329,"mg/L",2,"06/30/2011"
"24745","NY1622728",0.027,"mg/L",1,"12/31/2012"
"24746","MA1111001",4.17,"mg/L",2,"06/30/2013"
"24747","CA4810019",0.18,"mg/L",4,"12/31/2003"
"24748","CA4810031",1.47,"mg/L",3,"12/31/1995"
"24749","CA4810800",0.069,"mg/L",14,"12/31/2002"
"24750","063506111",1.69,"mg/L",14,"06/30/2010"
"24751","KS2013704",2.2,"mg/L",3,"12/31/2012"
"24752","VT0020821",0.02,"mg/L",1,"12/31/2010"
"24753","AK2210346",0.02225,"mg/L",3,"12/31/2011"
"24754","MN5100019",0.023,"mg/L",2,"06/30/2013"
"24755","MN5270512",0.024,"mg/L",1,"12/31/2013"
"24756","MN5270890",1.56,"mg/L",2,"06/30/2013"
"24757","MN5270982",0.017,"mg/L",2,"12/31/2013"
"24758","MN5470144",0.03,"mg/L",1,"06/30/2013"
"24759","MN5770221",2.72,"mg/L",2,"12/31/2013"
"24760","MN5820219",2.755,"mg/L",4,"12/31/2013"
"24761","WV9951030",0.048,"mg/L",7,"12/31/1999"
"24762","WA5398105",0.023,"mg/L",1,"12/31/2011"
"24763","CA4910029",0.019,"mg/L",4,"12/31/2001"
