"","PWSID","VIOLATION_CATEGORY_CODE","VIOLATION_STATUS","diff_days","total_violations"
"1","010106001","MCL","Resolved",91,6
"2","010502003","MCL","Resolved",29,3
"3","050595310","TT","Resolved",409,4
"4","055294401","TT","Resolved",1397,111
"5","055294801","MCL","Archived",91,184
"6","055295101","MCL","Resolved",90,2
"7","055295705","MCL","Resolved",30,1
"8","061620001","TT","Resolved",1617,3
"9","061800001","TT","Resolved",2975,3
"10","061870043","TT","Resolved",1009,1
"11","062000905","TT","Resolved",1745,1
"12","062001458","TT","Resolved",1211,4
"13","062002156","TT","Resolved",30,17
"14","062004183","TT","Resolved",2989,1
"15","063003614","TT","Resolved",1279,2
"16","063006122","MCL","Archived",91,13
"17","063500008","TT","Addressed",2912,25
"18","063500108","TT","Resolved",2686,3
"19","063500110","MCL","Resolved",91,6
"20","063500116","TT","Resolved",1832,14
"21","063500119","TT","Resolved",2546,31
"22","063500122","TT","Resolved",2486,5
"23","063500123","MCL","Archived",91,6
"24","063500166","TT","Unaddressed",1405,12
"25","063501001","TT","Unaddressed",2107,11
"26","063501109","TT","Resolved",2387,4
"27","063501124","MCL","Archived",91,6
"28","063501160","TT","Resolved",2418,2
"29","063502233","TT","Resolved",2192,13
"30","063503013","TT","Resolved",2500,15
"31","063503107","TT","Resolved",2048,4
"32","063503109","TT","Resolved",2387,4
"33","063503115","TT","Resolved",2426,3
"34","063503118","MCL","Resolved",91,12
"35","063504107","TT","Resolved",2049,4
"36","063504118","TT","Resolved",2152,4
"37","063504119","MCL","Resolved",91,9
"38","063506111","TT","Resolved",2545,4
"39","063506114","TT","Resolved",2106,4
"40","063506193","TT","Resolved",309,2
"41","063506233","TT","Resolved",2192,23
"42","063507009","TT","Resolved",2713,14
"43","063507011","TT","Resolved",2192,16
"44","063508166","TT","Unaddressed",583,2
"45","063509008","TT","Resolved",2192,11
"46","063568423","TT","Resolved",2811,18
"47","070000004","TT","Resolved",1709,7
"48","070000008","TT","Resolved",2135,29
"49","070000017","MCL","Resolved",30,3
"50","080890002","TT","Resolved",1558,5
"51","083090003","TT","Resolved",2129,9
"52","083090004","TT","Resolved",1956,5
"53","083090005","TT","Addressed",1956,2
"54","083090007","TT","Resolved",1833,3
"55","083090008","TT","Resolved",2439,4
"56","083090009","TT","Resolved",2287,12
"57","083090012","TT","Addressed",1708,2
"58","083090014","TT","Resolved",1708,6
"59","083090016","TT","Resolved",2595,1
"60","083090023","MCL","Resolved",91,3
"61","083090027","MCL","Resolved",30,7
"62","083090032","MCL","Resolved",29,3
"63","083090033","MCL","Resolved",29,3
"64","083090034","TT","Resolved",2576,2
"65","083090037","TT","Resolved",1835,1
"66","083090041","MCL","Resolved",91,127
"67","083090044","TT","Resolved",1465,1
"68","083090050","TT","Resolved",90,1
"69","083090053","TT","Resolved",2610,1
"70","083090061","TT","Resolved",797,1
"71","083090063","TT","Resolved",2389,3
"72","083090067","TT","Resolved",2557,5
"73","083090075","TT","Resolved",2179,2
"74","083090091","TT","Resolved",2969,4
"75","083090094","TT","Resolved",1497,1
"76","083090098","TT","Addressed",1129,3
"77","083090301","TT","Resolved",1834,1
"78","083090309","TT","Resolved",2051,2
"79","083890002","MCL","Resolved",91,6
"80","083890003","MCL","Resolved",91,11
"81","083890015","MCL","Resolved",91,6
"82","083890017","MCL","Resolved",91,1
"83","083890023","MCL","Resolved",89,2
"84","083890030","MCL","Resolved",91,18
"85","083890036","TT","Resolved",1528,2
"86","083890037","TT","Resolved",1162,2
"87","084690020","TT","Resolved",2836,3
"88","084690029","MCL","Resolved",91,8
"89","084690440","TT","Resolved",302,1
"90","084690441","MCL","Resolved",90,1
"91","084690467","TT","Resolved",2974,2
"92","084690468","TT","Resolved",1674,1
"93","084690480","TT","Resolved",1283,1
"94","084690483","TT","Resolved",2197,1
"95","084690512","TT","Resolved",1273,1
"96","084690516","MCL","Resolved",29,1
"97","084990003","TT","Resolved",2033,3
"98","084990006","TT","Resolved",3002,7
"99","085690002","TT","Resolved",1832,8
"100","085690004","TT","Resolved",2508,1
"101","085690008","TT","Resolved",2509,3
"102","090400030","MCL","Resolved",90,1
"103","090400034","MCL","Resolved",91,3
"104","090400049","MCL","Resolved",29,1
"105","090400051","TT","Resolved",1192,5
"106","090400054","TT","Resolved",1499,1
"107","090400057","MCL","Resolved",91,7
"108","090400060","MCL","Resolved",30,1
"109","090400088","MCL","Resolved",91,11
"110","090400090","TT","Resolved",30,1
"111","090400101","TT","Resolved",1741,1
"112","090400106","MCL","Archived",91,32
"113","090400107","MCL","Resolved",91,59
"114","090400217","TT","Resolved",1343,1
"115","090400218","MCL","Resolved",91,3
"116","090400220","MCL","Resolved",30,1
"117","090400237","MCL","Archived",91,14
"118","090400259","MCL","Archived",91,32
"119","090400260","TT","Resolved",1680,61
"120","090400274","TT","Resolved",1312,4
"121","090400393","TT","Resolved",1764,3
"122","090400394","MCL","Resolved",91,59
"123","090400395","TT","Resolved",1696,7
"124","090400675","TT","Resolved",1344,1
"125","090400676","TT","Resolved",1732,6
"126","090400678","TT","Resolved",1436,3
"127","090400679","TT","Resolved",573,1
"128","090400710","MCL","Resolved",30,1
"129","090402057","MCL","Resolved",30,1
"130","090403010","MCL","Resolved",91,6
"131","090600038","TT","Resolved",248,1
"132","090600119","MCL","Resolved",89,1
"133","090600126","TT","Resolved",918,1
"134","090600135","TT","Resolved",1375,4
"135","090600139","TT","Resolved",2102,5
"136","090600144","TT","Resolved",1380,5
"137","090600145","TT","Resolved",2102,8
"138","090600150","TT","Resolved",609,5
"139","090600154","MCL","Resolved",91,6
"140","090600156","MCL","Resolved",91,5
"141","090600159","TT","Resolved",1388,13
"142","090600161","TT","Resolved",1862,11
"143","090600190","MCL","Resolved",29,1
"144","090605004","TT","Resolved",2470,154
"145","090605006","TT","Resolved",1862,6
"146","090605020","TT","Resolved",609,4
"147","090605045","TT","Resolved",432,4
"148","090605109","MCL","Resolved",91,8
"149","090605113","TT","Resolved",2166,6
"150","090605128","MCL","Resolved",30,1
"151","090605130","MCL","Resolved",90,1
"152","090605147","TT","Resolved",1438,5
"153","090605153","TT","Resolved",1380,12
"154","090605160","TT","Resolved",2115,7
"155","093200163","TT","Resolved",2068,7
"156","093200171","TT","Unaddressed",280,5
"157","093200173","MCL","Resolved",30,1
"158","093200177","MCL","Resolved",29,1
"159","093200360","TT","Resolved",952,2
"160","093200366","TT","Resolved",2292,4
"161","093200372","TT","Resolved",1344,2
"162","093200373","TT","Resolved",828,1
"163","093200376","MCL","Resolved",91,4
"164","093534003","MCL","Resolved",30,3
"165","093534007","TT","Resolved",2531,1
"166","093534014","MCL","Resolved",30,1
"167","101600005","TT","Resolved",1255,4
"168","101600015","TT","Resolved",2288,1
"169","101600016","TT","Resolved",1379,19
"170","101611105","MCL","Resolved",29,1
"171","101612108","TT","Addressed",2323,61
"172","101612113","TT","Resolved",1255,18
"173","104100002","TT","Resolved",1980,4
"174","104101100","TT","Unaddressed",1954,6
"175","104101132","TT","Resolved",1832,2
"176","104101133","TT","Resolved",2093,16
"177","104101247","TT","Resolved",1602,45
"178","104121114","MCL","Resolved",29,3
"179","105300008","TT","Resolved",1346,3
"180","105300010","TT","Resolved",1360,2
"181","105300011","TT","Resolved",2408,2
"182","105300012","MCL","Resolved",91,8
"183","105300017","TT","Resolved",1890,5
"184","105300025","TT","Resolved",415,4
"185","105300026","TT","Resolved",727,32
"186","105300028","TT","Resolved",3082,17
"187","105300047","TT","Resolved",1346,3
"188","105300073","TT","Resolved",1265,2
"189","105300084","TT","Unaddressed",452,4
"190","105300092","TT","Resolved",1679,2
"191","105300115","TT","Resolved",1648,3
"192","105300116","MCL","Resolved",29,1
"193","105300119","TT","Resolved",2157,2
"194","105300123","TT","Resolved",2456,2
"195","105300127","TT","Resolved",2872,12
"196","105300130","TT","Resolved",2408,1
"197","105300134","TT","Resolved",1664,3
"198","105300141","TT","Resolved",2555,8
"199","105300146","TT","Resolved",2053,7
"200","105300147","TT","Unaddressed",537,8
"201","105300156","TT","Unaddressed",2010,3
"202","105338102","MCL","Resolved",91,1
"203","105338112","TT","Resolved",1979,2
"204","105338113","TT","Resolved",1979,7
"205","105338121","TT","Resolved",1979,5
"206","105338122","TT","Resolved",1979,11
"207","AK2110449","TT","Resolved",1558,4
"208","AK2110520","TT","Resolved",2592,10
"209","AK2110562","TT","Resolved",30,4
"210","AK2110601","TT","Resolved",2592,5
"211","AK2110643","TT","Resolved",28,1
"212","AK2110855","TT","Resolved",30,13
"213","AK2111465","TT","Resolved",2623,1
"214","AK2111472","TT","Resolved",2623,1
"215","AK2111513","TT","Resolved",2623,5
"216","AK2111544","TT","Resolved",2500,2
"217","AK2111566","TT","Resolved",29,5
"218","AK2119205","MCL","Resolved",91,7
"219","AK2120012","MCL","Archived",91,47
"220","AK2120127","TT","Resolved",29,2
"221","AK2120135","TT","Resolved",30,2
"222","AK2120143","MCL","Resolved",91,9
"223","AK2120169","MCL","Resolved",91,53
"224","AK2120193","MCL","Resolved",91,10
"225","AK2120216","MCL","Resolved",91,79
"226","AK2120224","TT","Resolved",1682,118
"227","AK2120232","MCL","Resolved",91,8
"228","AK2120436","MCL","Resolved",91,25
"229","AK2120567","TT","Resolved",2583,1
"230","AK2120606","MCL","Resolved",91,24
"231","AK2121076","MCL","Archived",91,5
"232","AK2121093","TT","Resolved",2592,1
"233","AK2121463","TT","Resolved",2623,16
"234","AK2121467","TT","Resolved",2609,2
"235","AK2121501","TT","Unaddressed",1528,2
"236","AK2121522","TT","Resolved",1383,25
"237","AK2130017","MCL","Resolved",91,33
"238","AK2130075","TT","Resolved",30,4
"239","AK2130083","MCL","Resolved",91,42
"240","AK2130156","MCL","Resolved",91,16
"241","AK2130164","TT","Resolved",2291,4
"242","AK2130172","TT","Resolved",2847,14
"243","AK2130198","TT","Resolved",30,1
"244","AK2130237","TT","Resolved",2148,2
"245","AK2210320","MCL","Archived",91,28
"246","AK2210401","TT","Resolved",2105,2
"247","AK2210574","TT","Resolved",1120,2
"248","AK2210605","TT","Resolved",757,2
"249","AK2211059","TT","Resolved",1547,1
"250","AK2211114","TT","Resolved",1211,3
"251","AK2211130","TT","Resolved",1588,2
"252","AK2211473","TT","Resolved",1283,1
"253","AK2211677","MCL","Resolved",91,4
"254","AK2211708","TT","Resolved",1678,1
"255","AK2211897","TT","Resolved",1439,4
"256","AK2212518","TT","Resolved",794,2
"257","AK2212924","TT","Resolved",1547,2
"258","AK2212974","TT","Resolved",2842,2
"259","AK2213140","TT","Resolved",1161,2
"260","AK2213239","TT","Resolved",2013,1
"261","AK2213409","TT","Resolved",1216,3
"262","AK2214340","TT","Resolved",2323,2
"263","AK2215362","TT","Resolved",2243,1
"264","AK2215370","TT","Resolved",2243,1
"265","AK2216198","TT","Resolved",1211,1
"266","AK2216407","TT","Resolved",2622,1
"267","AK2216512","TT","Resolved",171,2
"268","AK2217233","TT","Resolved",2226,1
"269","AK2218593","TT","Resolved",1273,2
"270","AK2218642","TT","Resolved",1224,1
"271","AK2218653","TT","Resolved",908,2
"272","AK2218709","TT","Resolved",1824,1
"273","AK2218739","TT","Resolved",1621,1
"274","AK2218819","TT","Resolved",994,1
"275","AK2220026","TT","Resolved",1740,1
"276","AK2220033","TT","Resolved",1310,2
"277","AK2220037","TT","Resolved",2372,15
"278","AK2220085","TT","Resolved",1101,1
"279","AK2220096","TT","Resolved",2573,5
"280","AK2220101","MCL","Resolved",91,4
"281","AK2220146","MCL","Resolved",30,1
"282","AK2220154","MCL","Resolved",91,20
"283","AK2220160","TT","Resolved",2083,2
"284","AK2220169","TT","Resolved",2341,1
"285","AK2220183","TT","Resolved",1584,3
"286","AK2220185","TT","Resolved",1827,3
"287","AK2220215","TT","Resolved",2556,3
"288","AK2220251","TT","Resolved",2486,5
"289","AK2220304","TT","Resolved",827,2
"290","AK2220310","TT","Resolved",2920,6
"291","AK2220353","TT","Resolved",2248,1
"292","AK2220407","TT","Resolved",2994,8
"293","AK2220424","MCL","Resolved",30,4
"294","AK2220429","TT","Resolved",1617,7
"295","AK2220439","TT","Resolved",167,1
"296","AK2220465","TT","Resolved",2503,1
"297","AK2220466","TT","Resolved",875,1
"298","AK2220473","MCL","Resolved",91,10
"299","AK2220723","TT","Resolved",2278,4
"300","AK2221680","TT","Resolved",696,1
"301","AK2221834","TT","Resolved",2014,3
"302","AK2222084","TT","Resolved",2951,6
"303","AK2222343","TT","Resolved",2605,2
"304","AK2222783","TT","Resolved",1673,3
"305","AK2222806","TT","Resolved",2433,1
"306","AK2222848","TT","Resolved",1806,1
"307","AK2222995","TT","Resolved",1774,2
"308","AK2223145","TT","Resolved",1441,17
"309","AK2223315","TT","Resolved",2953,30
"310","AK2223593","TT","Resolved",2425,3
"311","AK2223616","TT","Resolved",2255,4
"312","AK2223624","MCL","Resolved",91,46
"313","AK2223721","TT","Resolved",2451,2
"314","AK2223933","TT","Archived",2622,1
"315","AK2223959","MCL","Resolved",90,1
"316","AK2224078","TT","Resolved",2470,5
"317","AK2224109","TT","Resolved",2366,2
"318","AK2224159","TT","Resolved",1085,1
"319","AK2224183","TT","Resolved",2434,4
"320","AK2224272","TT","Resolved",1959,2
"321","AK2224337","MCL","Resolved",91,3
"322","AK2224476","TT","Resolved",2496,19
"323","AK2224515","TT","Resolved",3051,2
"324","AK2224604","TT","Resolved",1952,4
"325","AK2224806","TT","Resolved",2334,2
"326","AK2224882","TT","Resolved",2255,2
"327","AK2224955","TT","Resolved",2238,2
"328","AK2225058","TT","Resolved",1210,2
"329","AK2225165","TT","Resolved",1942,4
"330","AK2225241","TT","Resolved",560,2
"331","AK2225261","TT","Resolved",1271,1
"332","AK2225313","TT","Resolved",2450,2
"333","AK2225398","TT","Resolved",2939,3
"334","AK2225572","TT","Resolved",2373,3
"335","AK2225653","TT","Resolved",3085,2
"336","AK2225697","TT","Resolved",2497,10
"337","AK2225728","TT","Resolved",972,1
"338","AK2225753","TT","Resolved",1676,5
"339","AK2225773","TT","Resolved",2714,1
"340","AK2225794","TT","Resolved",2507,6
"341","AK2225967","TT","Resolved",2278,3
"342","AK2225968","TT","Resolved",2393,2
"343","AK2226021","TT","Resolved",2785,4
"344","AK2226027","TT","Resolved",2499,4
"345","AK2226043","TT","Resolved",2444,1
"346","AK2226049","MCL","Resolved",91,15
"347","AK2226452","TT","Resolved",1938,3
"348","AK2226509","TT","Resolved",1018,1
"349","AK2226525","TT","Resolved",2438,3
"350","AK2226533","TT","Resolved",2509,8
"351","AK2226567","TT","Resolved",2946,6
"352","AK2227092","TT","Resolved",2393,5
"353","AK2227199","TT","Resolved",2765,7
"354","AK2227254","TT","Resolved",2416,2
"355","AK2227327","TT","Resolved",1966,2
"356","AK2227424","TT","Resolved",2842,3
"357","AK2227440","MCL","Resolved",91,1
"358","AK2240202","TT","Resolved",2238,1
"359","AK2240210","TT","Resolved",2238,1
"360","AK2240228","TT","Resolved",2238,1
"361","AK2240236","TT","Resolved",2238,1
"362","AK2240317","TT","Resolved",2238,1
"363","AK2240333","TT","Resolved",2238,1
"364","AK2240367","TT","Resolved",2238,1
"365","AK2240375","TT","Resolved",2238,1
"366","AK2240383","TT","Resolved",2238,1
"367","AK2240422","TT","Resolved",2238,2
"368","AK2240430","TT","Resolved",2238,1
"369","AK2240464","MCL","Resolved",30,11
"370","AK2240498","TT","Resolved",30,8
"371","AK2240529","TT","Resolved",2994,2
"372","AK2240781","TT","Resolved",30,2
"373","AK2240901","TT","Resolved",2653,4
"374","AK2240969","MCL","Resolved",91,4
"375","AK2241012","TT","Resolved",2980,67
"376","AK2241062","TT","Resolved",2769,1
"377","AK2241347","TT","Resolved",2147,1
"378","AK2241410","TT","Resolved",1848,2
"379","AK2241648","TT","Resolved",30,1
"380","AK2241703","TT","Resolved",2623,7
"381","AK2242084","TT","Resolved",2639,1
"382","AK2242246","TT","Resolved",2238,1
"383","AK2242343","TT","Resolved",2730,8
"384","AK2242424","TT","Resolved",1862,2
"385","AK2242482","TT","Resolved",2744,2
"386","AK2242856","TT","Resolved",2916,7
"387","AK2243080","TT","Resolved",2323,1
"388","AK2243137","TT","Resolved",2419,2
"389","AK2243161","TT","Resolved",2248,5
"390","AK2243446","TT","Resolved",2916,5
"391","AK2243658","MCL","Archived",91,65
"392","AK2244222","TT","Resolved",2425,3
"393","AK2244256","TT","Resolved",2958,8
"394","AK2244272","TT","Resolved",2820,2
"395","AK2244395","MCL","Resolved",91,9
"396","AK2244719","TT","Resolved",2322,5
"397","AK2244808","TT","Resolved",2244,5
"398","AK2244824","TT","Resolved",3077,3
"399","AK2244955","TT","Resolved",1316,2
"400","AK2244963","TT","Resolved",2157,8
"401","AK2244997","TT","Resolved",2724,3
"402","AK2245082","TT","Resolved",1128,1
"403","AK2245804","TT","Resolved",2769,1
"404","AK2245977","TT","Resolved",2951,5
"405","AK2247474","TT","Resolved",2882,7
"406","AK2247490","TT","Resolved",1318,1
"407","AK2247953","TT","Resolved",2071,1
"408","AK2248226","TT","Resolved",2916,4
"409","AK2248470","TT","Resolved",2513,2
"410","AK2248836","TT","Resolved",1400,1
"411","AK2248925","TT","Resolved",2623,1
"412","AK2249062","TT","Resolved",2238,2
"413","AK2249063","TT","Resolved",2238,1
"414","AK2249065","TT","Resolved",2238,1
"415","AK2249067","TT","Resolved",1953,1
"416","AK2249079","TT","Resolved",2702,1
"417","AK2249130","TT","Resolved",2238,1
"418","AK2249137","TT","Resolved",30,5
"419","AK2249142","TT","Resolved",2766,1
"420","AK2249145","TT","Resolved",1648,2
"421","AK2249226","TT","Resolved",1147,1
"422","AK2249256","TT","Resolved",2653,4
"423","AK2249303","TT","Resolved",2623,2
"424","AK2249882","TT","Resolved",2464,3
"425","AK2249966","TT","Resolved",1832,2
"426","AK2249977","TT","Resolved",2623,8
"427","AK2249978","TT","Resolved",2609,2
"428","AK2249994","TT","Resolved",2623,7
"429","AK2250037","TT","Resolved",30,2
"430","AK2250045","TT","Resolved",1772,6
"431","AK2250061","TT","Resolved",30,2
"432","AK2250315","TT","Archived",30,2
"433","AK2250396","TT","Resolved",1938,7
"434","AK2250582","TT","Resolved",1785,1
"435","AK2260032","TT","Resolved",1280,40
"436","AK2260058","TT","Resolved",30,6
"437","AK2260066","TT","Resolved",554,3
"438","AK2260090","TT","Resolved",1272,6
"439","AK2260139","TT","Unaddressed",1253,6
"440","AK2260163","TT","Resolved",1224,10
"441","AK2260197","TT","Unaddressed",1274,1
"442","AK2260202","TT","Resolved",2411,2
"443","AK2260228","TT","Resolved",30,17
"444","AK2260260","TT","Resolved",30,22
"445","AK2260286","TT","Resolved",1786,6
"446","AK2260294","TT","Resolved",1874,4
"447","AK2260367","TT","Resolved",1777,3
"448","AK2260511","MCL","Resolved",91,8
"449","AK2260634","TT","Unaddressed",1636,1
"450","AK2260676","MCL","Resolved",91,3
"451","AK2261096","TT","Resolved",2335,4
"452","AK2261143","TT","Resolved",1554,4
"453","AK2261216","TT","Resolved",1873,31
"454","AK2261240","TT","Resolved",1139,1
"455","AK2261478","TT","Resolved",30,5
"456","AK2261606","TT","Resolved",1482,5
"457","AK2261630","TT","Resolved",1653,2
"458","AK2261648","TT","Resolved",29,1
"459","AK2262282","TT","Resolved",1482,1
"460","AK2262319","TT","Resolved",1176,3
"461","AK2262351","MCL","Resolved",91,59
"462","AK2262505","TT","Resolved",29,1
"463","AK2262571","TT","Resolved",1307,13
"464","AK2262660","MCL","Resolved",91,2
"465","AK2262902","TT","Resolved",1218,2
"466","AK2263006","TT","Resolved",30,14
"467","AK2263045","TT","Resolved",1854,5
"468","AK2263069","TT","Resolved",1148,1
"469","AK2263070","TT","Resolved",2591,1
"470","AK2263080","MCL","Archived",91,8
"471","AK2270150","MCL","Resolved",30,1
"472","AK2270168","TT","Resolved",1964,1
"473","AK2270184","TT","Resolved",892,12
"474","AK2270223","TT","Resolved",1995,3
"475","AK2270299","TT","Resolved",1303,27
"476","AK2270346","TT","Resolved",1648,4
"477","AK2270362","TT","Resolved",787,4
"478","AK2270401","TT","Resolved",1299,3
"479","AK2270427","MCL","Resolved",30,1
"480","AK2270613","TT","Resolved",30,4
"481","AK2270697","TT","Resolved",2145,3
"482","AK2270728","MCL","Resolved",89,2
"483","AK2270736","TT","Resolved",30,1
"484","AK2270972","TT","Resolved",1212,12
"485","AK2270980","TT","Resolved",1254,3
"486","AK2271025","TT","Resolved",30,26
"487","AK2271033","TT","Resolved",1674,6
"488","AK2271041","TT","Resolved",30,5
"489","AK2271148","TT","Resolved",2319,6
"490","AK2271431","MCL","Archived",91,22
"491","AK2271721","TT","Resolved",1250,11
"492","AK2271732","TT","Resolved",1288,7
"493","AK2271874","TT","Resolved",2836,37
"494","AK2271999","TT","Resolved",1274,14
"495","AK2272003","TT","Resolved",1892,3
"496","AK2272007","TT","Resolved",440,10
"497","AK2272017","MCL","Resolved",91,37
"498","AK2272751","TT","Resolved",1295,4
"499","AK2280040","TT","Resolved",2391,7
"500","AK2280066","TT","Resolved",30,23
"501","AK2280155","MCL","Resolved",91,52
"502","AK2280302","TT","Resolved",1230,6
"503","AK2291130","TT","Resolved",2472,90
"504","AK2291300","TT","Resolved",2518,12
"505","AK2291342","TT","Resolved",2518,2
"506","AK2291499","TT","Resolved",2483,3
"507","AK2291813","TT","Resolved",1763,2
"508","AK2291952","TT","Resolved",2464,41
"509","AK2292291","TT","Resolved",2470,1
"510","AK2292705","TT","Resolved",2344,7
"511","AK2293164","TT","Resolved",30,1
"512","AK2298002","TT","Resolved",1832,1
"513","AK2299032","TT","Resolved",2390,2
"514","AK2300159","TT","Resolved",30,9
"515","AK2300183","MCL","Resolved",91,34
"516","AK2300206","TT","Resolved",30,8
"517","AK2300222","TT","Resolved",30,10
"518","AK2300272","TT","Resolved",30,4
"519","AK2300769","TT","Resolved",2288,8
"520","AK2310146","MCL","Archived",1095,1
"521","AK2310374","TT","Resolved",3053,4
"522","AK2310683","MCL","Resolved",91,34
"523","AK2310837","TT","Resolved",659,3
"524","AK2310879","TT","Resolved",2753,14
"525","AK2310895","TT","Resolved",2531,2
"526","AK2310926","TT","Resolved",883,3
"527","AK2313827","TT","Resolved",2533,5
"528","AK2315382","TT","Resolved",786,1
"529","AK2315400","MCL","Resolved",91,10
"530","AK2320426","MCL","Resolved",91,23
"531","AK2330052","TT","Resolved",1647,1
"532","AK2330076","MCL","Resolved",90,1
"533","AK2330106","TT","Resolved",917,1
"534","AK2330110","TT","Resolved",30,1
"535","AK2340060","MCL","Resolved",91,127
"536","AK2340109","TT","Resolved",30,2
"537","AK2340117","TT","Resolved",30,90
"538","AK2340125","MCL","Resolved",91,52
"539","AK2340141","MCL","Resolved",365,47
"540","AK2340167","TT","Resolved",30,14
"541","AK2340183","MCL","Resolved",90,4
"542","AK2340214","TT","Resolved",30,3
"543","AK2340222","MCL","Resolved",91,101
"544","AK2340230","TT","Resolved",2392,2
"545","AK2340248","MCL","Resolved",91,36
"546","AK2340337","TT","Resolved",29,1
"547","AK2340361","TT","Resolved",30,4
"548","AK2340379","TT","Resolved",30,38
"549","AK2340387","TT","Resolved",2226,57
"550","AK2340442","MCL","Resolved",91,31
"551","AK2340484","MCL","Resolved",91,57
"552","AK2340507","TT","Resolved",2531,5
"553","AK2340565","TT","Resolved",2685,44
"554","AK2340751","TT","Resolved",30,7
"555","AK2350146","TT","Resolved",30,1
"556","AK2350235","MCL","Resolved",30,1
"557","AK2360109","TT","Resolved",30,3
"558","AK2360141","TT","Resolved",30,4
"559","AK2360272","MCL","Resolved",91,113
"560","AK2360785","TT","Resolved",2197,4
"561","AK2370471","TT","Resolved",2114,6
"562","AK2372198","TT","Resolved",3097,5
"563","AK2372245","MCL","Resolved",30,1
"564","AK2372897","TT","Resolved",2134,5
"565","AK2380214","MCL","Resolved",91,29
"566","AK2380387","TT","Resolved",2227,2
"567","AK2380638","TT","Resolved",3074,8
"568","AK2380997","TT","Resolved",2927,2
"569","AK2381016","TT","Resolved",896,12
"570","AK2390269","TT","Unaddressed",1266,3
"571","AK2390358","TT","Resolved",2562,3
"572","AK2390586","TT","Unaddressed",496,1
"573","AK2390594","TT","Resolved",30,1
"574","AK2391249","TT","Resolved",30,1
"575","AK2391728","TT","Resolved",2319,4
"576","AK2391736","TT","Resolved",2878,4
"577","AK2391891","MCL","Resolved",30,1
"578","AK2391956","TT","Resolved",2319,11
"579","AK2392114","MCL","Resolved",30,1
"580","AL0000049","TT","Resolved",227,4
"581","AL0000076","TT","Resolved",2180,4
"582","AL0000123","TT","Resolved",369,4
"583","AL0000252","TT","Resolved",251,4
"584","AL0000262","MCL","Archived",91,12
"585","AL0000268","MCL","Resolved",91,14
"586","AL0000272","MCL","Resolved",30,3
"587","AL0000318","TT","Resolved",328,4
"588","AL0000359","TT","Resolved",871,5
"589","AL0000397","MCL","Resolved",90,4
"590","AL0000546","TT","Resolved",3076,1
"591","AL0000551","MCL","Resolved",89,4
"592","AL0000555","MCL","Resolved",90,4
"593","AL0000570","TT","Resolved",260,4
"594","AL0000582","MCL","Resolved",30,4
"595","AL0000598","MCL","Resolved",91,29
"596","AL0000771","MCL","Resolved",91,4
"597","AL0000773","MCL","Resolved",91,15
"598","AL0000828","MCL","Resolved",91,4
"599","AL0000865","MCL","Resolved",91,26
"600","AL0000867","MCL","Resolved",91,8
"601","AL0000870","MCL","Resolved",91,32
"602","AL0000899","MCL","Resolved",91,12
"603","AL0000918","MCL","Resolved",91,8
"604","AL0000930","MCL","Resolved",91,11
"605","AL0000951","TT","Resolved",363,4
"606","AL0001015","MCL","Resolved",30,4
"607","AL0001046","MCL","Resolved",90,4
"608","AL0001132","TT","Resolved",2958,4
"609","AL0001273","TT","Resolved",418,4
"610","AL0001313","MCL","Resolved",89,4
"611","AL0001362","MCL","Resolved",89,4
"612","AL0001371","MCL","Resolved",91,14
"613","AL0001410","MCL","Resolved",91,34
"614","AL0001412","MCL","Resolved",90,8
"615","AL0001490","MCL","Resolved",91,16
"616","AL0001507","MCL","Resolved",91,20
"617","AL0001513","MCL","Archived",91,12
"618","AL0001702","TT","Resolved",325,4
"619","AL0001716","MCL","Archived",91,5
"620","AL0001764","MCL","Resolved",91,46
"621","AL0001771","MCL","Resolved",91,20
"622","AL0001790","MCL","Resolved",91,4
"623","AL0001796","MCL","Resolved",91,41
"624","AL0001811","MRDL","Resolved",30,8
"625","AR0000001","MCL","Resolved",29,3
"626","AR0000003","MCL","Resolved",30,3
"627","AR0000007","MCL","Resolved",29,4
"628","AR0000010","TT","Resolved",1009,64
"629","AR0000012","MCL","Resolved",29,4
"630","AR0000014","MCL","Resolved",91,43
"631","AR0000016","MCL","Resolved",91,14
"632","AR0000018","MCL","Archived",91,9
"633","AR0000019","TT","Resolved",2074,21
"634","AR0000020","MCL","Resolved",91,27
"635","AR0000021","MCL","Resolved",91,42
"636","AR0000031","MCL","Resolved",29,3
"637","AR0000033","MCL","Resolved",29,3
"638","AR0000037","MCL","Resolved",90,4
"639","AR0000040","MCL","Resolved",91,52
"640","AR0000043","TT","Resolved",2044,110
"641","AR0000048","MCL","Resolved",91,17
"642","AR0000049","MCL","Resolved",90,14
"643","AR0000056","TT","Resolved",30,3
"644","AR0000061","TT","Resolved",1375,59
"645","AR0000067","MCL","Resolved",30,6
"646","AR0000074","MCL","Archived",29,2
"647","AR0000077","MCL","Resolved",29,3
"648","AR0000088","TT","Resolved",30,5
"649","AR0000097","TT","Resolved",2836,51
"650","AR0000109","MCL","Resolved",91,37
"651","AR0000119","MCL","Resolved",29,3
"652","AR0000135","MCL","Resolved",91,38
"653","AR0000136","MCL","Resolved",91,22
"654","AR0000143","MCL","Resolved",91,23
"655","AR0000150","TT","Resolved",1528,7
"656","AR0000156","MCL","Resolved",30,3
"657","AR0000159","TT","Resolved",2409,3
