pwsid,total_samples,detection_share,concentration_avg,concentration_max,pfas_count
OH5002303,61,.032786883,5.360000133514404,26.80000114440918,2
OH5054712,12,0,0,0,0
OH5100414,111,0,0,0,0
OH5200112,12,0,0,0,0
OH5200514,57,0,0,0,0
OH5201712,12,0,0,0,0
OH5201903,86,.011627907,7.75,15.5,1
OH5260712,58,0,0,0,0
OH5300612,12,0,0,0,0
OH5400011,24,0,0,0,0
OH5400112,29,0,0,0,0
OH5501211,24,0,0,0,0
OH5501612,70,0,0,0,0
OH5502203,12,0,0,0,0
OH5502503,58,0,0,0,0
OH5553612,70,0,0,0,0
OH5700812,12,0,0,0,0
OH5701012,58,0,0,0,0
OH5701212,16,0,0,0,0
OH5701315,82,.13414635,25.51666736602783,78.10000133514404,5
OH5701503,82,.012195121,10.16666698455811,61,1
OH5701812,54,0,0,0,0
OH5702403,116,.017241379,1.625,3.299999952316284,1
OH5702812,70,0,0,0,0
OH5703012,58,.10344828,15.45000028610229,16.90000033378601,3
OH5703512,167,.1017964,8.720192134380341,31.80000019073486,5
OH5703612,70,0,0,0,0
OH5750615,116,.13793103,23.99999988079071,31.79999971389771,5
OH5800112,5,.2,10,10,1
OH5800912,5,.2,13.80000019073486,13.80000019073486,1
OH6000412,46,.021739131,1.100000023841858,4.400000095367432,1
OH6000503,12,0,0,0,0
OH6001411,116,.0086206896,1,4,1
OH6002712,70,.028571429,10.82499927282333,23.19999861717224,2
OH6203211,116,0,0,0,0
OH6205011,140,.028571429,5.799999952316284,18.40000009536743,3
OH6300411,116,.0086206896,1.299999952316284,5.199999809265137,1
OH6401603,58,0,0,0,0
OH6402403,58,0,0,0,0
OH6500412,70,0,0,0,0
OH6500812,70,0,0,0,0
OH6501712,54,0,0,0,0
OH6602412,16,0,0,0,0
OH6700003,24,0,0,0,0
OH6700512,29,0,0,0,0
OH6701812,12,0,0,0,0
OH6703211,140,.0071428572,1.774999976158142,7.099999904632568,1
OH6703503,30,0,0,0,0
OH6705003,12,0,0,0,0
OH6900112,58,0,0,0,0
OH7000012,12,0,0,0,0
OH7001412,5,.2,13.60000038146973,13.60000038146973,1
OH7002012,18,0,0,0,0
OH7002112,5,.2,11.10000038146973,11.10000038146973,1
OH7002212,58,0,0,0,0
OH7002512,5,.60000002,28.63000011444092,28.63000011444092,3
OH7002914,86,0,0,0,0
OH7003512,58,0,0,0,0
OH7004511,116,.0086206896,2.025000095367432,8.100000381469727,1
OH7005912,5,.2,31.39999961853027,31.39999961853027,1
OH7100112,70,.014285714,.75,3,1
OH7101212,70,0,0,0,0
OH7101412,12,0,0,0,0
OH7200211,24,0,0,0,0
OH7200311,24,0,0,0,0
OH7300003,12,0,0,0,0
OH7300111,140,.014285714,1.112500011920929,8.900000095367432,2
OH7300212,41,0,0,0,0
OH7300303,70,0,0,0,0
OH7400011,24,0,0,0,0
OH7400411,115,0,0,0,0
OH7400614,82,0,0,0,0
OH7430612,5,.2,7.829999923706055,7.829999923706055,1
OH7501214,111,0,0,0,0
OH7600011,53,0,0,0,0
OH7604312,41,0,0,0,0
OH7604512,70,.028571429,3.050000071525574,6.100000143051147,2
OH7607303,58,0,0,0,0
OH7608112,12,0,0,0,0
OH7700011,140,.014285714,2.162500023841858,12.30000019073486,2
OH7700411,24,0,0,0,0
OH7701012,70,0,0,0,0
OH7701612,58,0,0,0,0
OH7702703,58,0,0,0,0
OH7704503,24,0,0,0,0
OH7704703,53,0,0,0,0
OH7778012,29,0,0,0,0
OH7800512,58,0,0,0,0
OH7801103,86,.08139535,13.08333331346512,42.19999885559082,5
OH7801415,116,.0086206896,1.375,5.5,1
OH7801811,5,.40000001,16.44999980926514,16.44999980926514,2
OH7802003,116,.094827585,27.47500079870224,38.29999971389771,4
OH7802403,24,0,0,0,0
OH7803811,82,.012195121,4.900000095367432,9.800000190734863,1
OH7804303,24,0,0,0,0
OH7804403,29,.10344828,25.79999971389771,25.79999971389771,3
OH7900412,41,0,0,0,0
OH7900812,70,0,0,0,0
OH7900912,58,0,0,0,0
OH7901711,58,0,0,0,0
OH8000314,57,0,0,0,0
OH8100611,24,0,0,0,0
OH8300412,70,.014285714,1.024999976158142,4.099999904632568,1
OH8300512,100,.039999999,7.133333683013916,14.10000038146973,1
OH8301312,116,0,0,0,0
OH8301412,12,0,0,0,0
OH8301512,70,0,0,0,0
OH8301603,12,0,0,0,0
OH8302012,58,0,0,0,0
OH8304112,24,0,0,0,0
OH8304203,24,0,0,0,0
OH8400212,70,0,0,0,0
OH8400412,12,0,0,0,0
OH8400712,58,.068965517,18.5,20.39999961853027,2
OH8401112,70,.028571429,2.424999952316284,6.099999904632568,1
OH8402703,58,.05172414,16.25,26.30000019073486,2
OH8503012,58,0,0,0,0
OH8504512,70,.085714288,14.4750000834465,40.10000014305115,6
OH8561712,12,0,0,0,0
OH8600012,70,0,0,0,0
OH8601812,12,0,0,0,0
OH8700311,111,.036036037,8.204761922359467,26.50000023841858,4
OH8701803,24,0,0,0,0
OH8704103,116,.043103449,7.900000095367432,25.40000009536743,3
OH8704203,116,.0086206896,.7750000357627869,3.100000143051147,1
OH8800012,29,0,0,0,0
OH8800312,12,0,0,0,0
OK1010203,116,0,0,0,0
OK1010314,116,0,0,0,0
OK1010318,87,0,0,0,0
OK1010601,86,0,0,0,0
OK1010806,29,0,0,0,0
OK1010808,29,0,0,0,0
OK1010809,88,.125,11.60714274644852,16.70000028610229,4
OK1010814,140,0,0,0,0
OK1010821,24,0,0,0,0
OK1010830,24,0,0,0,0
OK1010848,30,0,0,0,0
OK1011303,82,0,0,0,0
OK1011401,91,.043956045,12.19999980926514,15.5,2
OK1011501,24,0,0,0,0
OK1011502,116,.017241379,3,6.300000190734863,1
OK1020101,171,.01754386,3.214285612106323,8.800000190734863,1
OK1020210,82,0,0,0,0
OK1020404,140,0,0,0,0
OK1020418,140,0,0,0,0
OK1020420,111,0,0,0,0
OK1020504,111,.036036037,7.833333015441895,11.09999942779541,2
OK1020514,116,.017241379,3.650000095367432,8.5,1
OK1020529,116,.034482758,4.450000047683716,9.699999570846558,2
OK1020609,24,0,0,0,0
OK1020708,111,0,0,0,0
OK1020723,60,0,0,0,0
OK1020801,174,.028735632,3.066666662693024,9.699999809265137,2
OK1020805,111,0,0,0,0
OK1020806,140,0,0,0,0
OK1020902,84,.011904762,2.349999904632568,4.699999809265137,1
OK1020910,53,.018867925,7.899999618530273,7.899999618530273,1
OK1021101,140,0,0,0,0
OK1021202,53,.075471699,7.420000076293945,23.5,4
OK1021206,62,.032258064,7.699999809265137,8.399999618530273,1
OK1021220,53,.094339624,12.90000021457672,27.30000019073486,5
OK1021301,29,0,0,0,0
OK1021313,91,.010989011,2.633333206176758,7.899999618530273,1
OK1021401,140,.014285714,3.225000023841858,12.90000009536743,2
OK1021418,24,0,0,0,0
OK1021503,115,.043478262,8.424999952316284,22.69999980926514,4
OK1021507,24,0,0,0,0
OK1021508,140,.085714288,19.02500021457672,90.79999876022339,6
OK1021509,66,.060606062,7.800000071525574,12.5,3
OK1021512,140,0,0,0,0
OK1021527,116,0,0,0,0
OK1021528,62,.096774191,37.04999995231628,74.09999990463257,6
OK1021529,111,.13513513,27.0285712480545,58.29999899864197,5
OK1021607,24,0,0,0,0
OK1021612,116,0,0,0,0
OK1021614,82,0,0,0,0
OK1021649,24,0,0,0,0
OK1021666,116,0,0,0,0
OK1021696,24,0,0,0,0
OK1021697,24,0,0,0,0
OK1021701,150,.053333335,4.456363618373871,14.30000019073486,3
OK2000501,70,0,0,0,0
OK2000508,29,0,0,0,0
OK2000602,58,0,0,0,0
OK2000812,58,0,0,0,0
OK2000902,24,0,0,0,0
OK2000909,120,.058333334,4.956666827201843,12.79999995231628,3
OK2000910,41,0,0,0,0
OK2000922,140,0,0,0,0
OK2001411,89,.02247191,2.579999923706055,7.099999904632568,1
OK2001412,125,0,0,0,0
OK2001901,12,0,0,0,0
OK2001910,116,0,0,0,0
OK2002001,12,0,0,0,0
OK2002002,58,0,0,0,0
OK2002202,58,0,0,0,0
OK2002412,41,0,0,0,0
OK2003505,12,0,0,0,0
OK2004207,41,0,0,0,0
OK2004701,45,0,0,0,0
OK2004704,116,.0086206896,1.299999952316284,5.199999809265137,1
OK2005012,58,0,0,0,0
OK2005506,58,0,0,0,0
OK2005508,148,.0067567569,.3714285492897034,5.199999809265137,1
OK2005519,24,.16666667,46.25,103,2
OK2005522,12,0,0,0,0
OK2005801,58,0,0,0,0
OK2005813,18,0,0,0,0
OK2006201,41,0,0,0,0
OK2006907,83,0,0,0,0
OK2007003,88,0,0,0,0
OK2007701,12,0,0,0,0
OK3000303,24,0,0,0,0
OK3001414,24,0,0,0,0
OK3001601,24,0,0,0,0
OK3001676,24,0,0,0,0
OK3001902,24,0,0,0,0
OK3002503,30,.06666667,6.449999809265137,6.5,1
OK3002603,58,0,0,0,0
OK3003303,116,.0086206896,1.475000023841858,5.900000095367432,1
OK3003906,24,0,0,0,0
OK3004007,116,.0086206896,1.324999928474426,5.299999713897705,1
OK3004009,24,0,0,0,0
OK3004015,24,0,0,0,0
OK3005401,116,.0086206896,1.375,5.5,1
OK3005607,24,0,0,0,0
OK3006106,116,.0086206896,1.5,6,1
OK3006112,24,0,0,0,0
OK3006606,116,.0086206896,3.5,14,1
OK3006650,28,0,0,0,0
OK3007218,140,0,0,0,0
OK3007243,111,0,0,0,0
OK3007402,143,.034965035,5.885714530944824,11,1
OR4100003,140,0,0,0,0
OR4100004,24,.041666668,18.60000038146973,18.60000038146973,1
OR4100012,146,0,0,0,0
OR4100029,48,.083333336,29.20000076293945,29.59999942779541,2
OR4100041,24,0,0,0,0
OR4100047,115,0,0,0,0
OR4100065,58,0,0,0,0
OR4100067,24,0,0,0,0
OR4100073,24,0,0,0,0
OR4100081,111,0,0,0,0
OR4100086,24,0,0,0,0
OR4100091,54,0,0,0,0
OR4100100,232,.02586207,3.577678501605988,25.49999904632568,4
OR4100113,82,0,0,0,0
OR4100129,24,0,0,0,0
OR4100130,12,0,0,0,0
OR4100140,48,0,0,0,0
OR4100152,24,0,0,0,0
OR4100153,24,0,0,0,0
OR4100157,111,0,0,0,0
OR4100178,24,0,0,0,0
OR4100184,24,0,0,0,0
OR4100187,53,0,0,0,0
OR4100205,24,0,0,0,0
OR4100213,116,0,0,0,0
OR4100218,24,0,0,0,0
OR4100223,24,0,0,0,0
OR4100225,24,0,0,0,0
OR4100226,12,0,0,0,0
OR4100236,29,0,0,0,0
OR4100237,24,0,0,0,0
OR4100238,24,0,0,0,0
OR4100240,24,0,0,0,0
OR4100246,140,0,0,0,0
OR4100248,132,0,0,0,0
OR4100262,60,.033333335,2.400000095367432,5.400000095367432,1
OR4100273,24,0,0,0,0
OR4100287,140,0,0,0,0
OR4100296,24,0,0,0,0
OR4100305,111,0,0,0,0
OR4100307,24,0,0,0,0
OR4100311,24,.041666668,12,12,1
OR4100320,24,0,0,0,0
OR4100321,47,0,0,0,0
OR4100324,116,0,0,0,0
OR4100333,24,0,0,0,0
OR4100342,24,0,0,0,0
OR4100357,24,0,0,0,0
OR4100366,82,0,0,0,0
OR4100372,94,.08510638,8.149999737739563,34.29999899864197,5
OR4100389,24,0,0,0,0
OR4100391,24,0,0,0,0
OR4100392,24,0,0,0,0
OR4100399,83,.036144577,2.424999952316284,3.400000095367432,1
OR4100403,24,0,0,0,0
OR4100406,24,0,0,0,0
OR4100408,24,0,0,0,0
OR4100410,24,0,0,0,0
OR4100411,24,0,0,0,0
OR4100414,24,0,0,0,0
OR4100418,24,0,0,0,0
OR4100423,24,0,0,0,0
OR4100425,24,0,0,0,0
OR4100443,12,0,0,0,0
OR4100450,24,0,0,0,0
OR4100452,24,0,0,0,0
OR4100453,70,0,0,0,0
OR4100457,82,0,0,0,0
OR4100461,24,0,0,0,0
OR4100473,111,0,0,0,0
OR4100476,24,0,0,0,0
OR4100483,140,0,0,0,0
OR4100492,24,0,0,0,0
OR4100497,24,0,0,0,0
OR4100498,24,0,0,0,0
OR4100500,36,0,0,0,0
OR4100501,12,0,0,0,0
OR4100508,87,.057471264,5.196666717529297,14.20000028610229,2
OR4100510,24,0,0,0,0
OR4100513,169,0,0,0,0
OR4100522,24,0,0,0,0
OR4100525,24,0,0,0,0
OR4100528,12,0,0,0,0
OR4100534,116,.0086206896,2.825000047683716,11.30000019073486,1
OR4100537,116,0,0,0,0
OR4100547,24,0,0,0,0
OR4100548,24,0,0,0,0
OR4100549,115,0,0,0,0
OR4100550,140,0,0,0,0
OR4100557,12,0,0,0,0
OR4100565,24,0,0,0,0
OR4100566,116,0,0,0,0
OR4100586,24,0,0,0,0
OR4100587,24,0,0,0,0
OR4100594,53,0,0,0,0
OR4100613,60,0,0,0,0
OR4100617,24,0,0,0,0
OR4100624,116,0,0,0,0
OR4100626,12,0,0,0,0
OR4100635,36,0,0,0,0
OR4100657,65,0,0,0,0
OR4100660,82,0,0,0,0
OR4100665,78,0,0,0,0
OR4100667,24,0,0,0,0
OR4100668,24,0,0,0,0
OR4100682,107,0,0,0,0
OR4100689,24,0,0,0,0
OR4100693,88,0,0,0,0
OR4100702,24,0,0,0,0
OR4100706,24,0,0,0,0
OR4100712,24,0,0,0,0
OR4100717,24,0,0,0,0
OR4100720,24,0,0,0,0
OR4100724,24,0,0,0,0
OR4100727,24,0,0,0,0
OR4100731,169,0,0,0,0
OR4100744,24,0,0,0,0
OR4100762,24,0,0,0,0
OR4100768,140,0,0,0,0
OR4100776,24,0,0,0,0
OR4100792,140,0,0,0,0
OR4100811,24,0,0,0,0
OR4100816,24,0,0,0,0
OR4100823,87,0,0,0,0
OR4100837,30,0,0,0,0
OR4100844,24,0,0,0,0
OR4100846,87,0,0,0,0
OR4100857,112,0,0,0,0
OR4100869,152,0,0,0,0
OR4100878,24,0,0,0,0
OR4100887,24,0,0,0,0
OR4100893,24,0,0,0,0
OR4100899,116,0,0,0,0
OR4100901,65,0,0,0,0
OR4100904,24,0,0,0,0
OR4100906,73,0,0,0,0
OR4100914,112,0,0,0,0
OR4100932,112,0,0,0,0
OR4100935,24,0,0,0,0
OR4100941,24,0,0,0,0
OR4100944,82,0,0,0,0
OR4100954,24,0,0,0,0
OR4100957,140,0,0,0,0
OR4100959,12,0,0,0,0
OR4100960,24,0,0,0,0
OR4100977,24,0,0,0,0
OR4100984,24,0,0,0,0
OR4100995,24,0,0,0,0
OR4100996,24,0,0,0,0
OR4101002,24,0,0,0,0
OR4101003,25,.079999998,13.60000038146973,14,1
OR4101043,24,0,0,0,0
OR4101044,24,0,0,0,0
OR4101045,24,0,0,0,0
OR4101053,18,0,0,0,0
OR4101063,24,0,0,0,0
OR4101067,24,0,0,0,0
OR4101087,24,0,0,0,0
OR4101097,24,.125,67.60000038146973,67.60000038146973,3
OR4101105,24,0,0,0,0
OR4101222,24,0,0,0,0
OR4101260,24,0,0,0,0
OR4101264,24,0,0,0,0
OR4101310,24,0,0,0,0
OR4101350,24,0,0,0,0
OR4101375,24,0,0,0,0
OR4101378,24,0,0,0,0
OR4101419,24,0,0,0,0
OR4101429,24,0,0,0,0
OR4101511,53,0,0,0,0
OR4101512,111,0,0,0,0
OR4101513,107,0,0,0,0
OR4101514,24,0,0,0,0
OR4105086,24,0,0,0,0
OR4105246,24,0,0,0,0
OR4105879,24,0,0,0,0
OR4106024,24,0,0,0,0
OR4190004,24,0,0,0,0
OR4190178,24,0,0,0,0
OR4190234,24,0,0,0,0
OR4190416,24,0,0,0,0
OR4190670,24,0,0,0,0
OR4191660,24,0,0,0,0
OR4191700,24,0,0,0,0
OR4191810,24,0,0,0,0
OR4191826,24,0,0,0,0
OR4192152,24,0,0,0,0
OR4192813,24,0,0,0,0
OR4193909,24,0,0,0,0
OR4193921,24,0,0,0,0
OR4193970,24,0,0,0,0
OR4193995,24,0,0,0,0
OR4193997,87,0,0,0,0
OR4194108,24,0,0,0,0
OR4194219,24,0,0,0,0
OR4194279,24,0,0,0,0
OR4194300,24,0,0,0,0
OR4194418,24,0,0,0,0
OR4194431,12,0,0,0,0
OR4194451,48,0,0,0,0
OR4194453,24,0,0,0,0
OR4194555,24,0,0,0,0
OR4194562,24,0,0,0,0
OR4194601,24,0,0,0,0
OR4194604,24,0,0,0,0
OR4194669,24,0,0,0,0
OR4194704,24,0,0,0,0
OR4194765,24,0,0,0,0
OR4194800,24,0,0,0,0
OR4194873,24,0,0,0,0
OR4194926,24,0,0,0,0
OR4194992,24,0,0,0,0
OR4195003,24,0,0,0,0
OR4195124,24,0,0,0,0
OR4195433,24,0,0,0,0
OR4195565,24,0,0,0,0
OR4195566,24,0,0,0,0
PA1090001,84,.023809524,5.75,26,1
PA1090017,18,.055555556,9.800000190734863,9.800000190734863,1
PA1090022,111,.0090090092,1,3,1
PA1090026,115,0,0,0,0
PA1090037,24,0,0,0,0
PA1090043,65,.18461539,15.89523768424988,42.09999847412109,6
PA1090046,30,0,0,0,0
PA1090063,181,.13812155,24.27272772789001,83.40000104904175,8
PA1090069,185,.25405404,309.8477931022644,1943.700000762939,6
PA1090070,35,.31428573,197.1288080215454,1062.460029602051,4
PA1090074,123,.08130081,8.188888967037201,24.5,5
PA1090078,75,0,0,0,0
PA1090079,60,.11666667,12.43333357572556,39,7
PA1090081,18,.3888889,52.70000028610229,52.70000028610229,7
PA1090082,44,.18181819,17.62619066238403,55.29999923706055,3
PA1090089,36,0,0,0,0
PA1090093,18,.11111111,9.200000047683716,9.200000047683716,2
PA1090107,36,0,0,0,0
PA1090125,18,0,0,0,0
PA1090127,24,0,0,0,0
PA1090128,69,.14492753,60.17488950490952,333.1599912643433,5
PA1090131,18,.16666667,20.80000019073486,20.80000019073486,3
PA1090144,18,.16666667,14.80000019073486,14.80000019073486,3
PA1090147,12,0,0,0,0
PA1090158,24,0,0,0,0
PA1090308,18,.055555556,4,4,1
PA1090321,20,.15000001,6.800000071525574,9.200000047683716,2
PA1090324,18,0,0,0,0
PA1090775,24,0,0,0,0
PA1090862,18,.16666667,27.19999980926514,27.19999980926514,3
PA1090928,18,.055555556,3.599999904632568,3.599999904632568,1
PA1090931,18,.055555556,6,6,1
PA1090945,18,.055555556,6.199999809265137,6.199999809265137,1
PA1090962,76,.052631579,7.633333444595337,10.69999980926514,2
PA1090993,18,.22222222,44.29999923706055,44.29999923706055,4
PA1091156,18,0,0,0,0
PA1091210,18,.055555556,5.199999809265137,5.199999809265137,1
PA1150015,24,.45833334,79.50000143051147,125.3999996185303,6
PA1150026,18,.16666667,11.09999990463257,11.09999990463257,3
PA1150035,90,.22222222,13.63626265525818,33.79999971389771,5
PA1150069,18,.055555556,5,5,1
PA1150077,53,.03773585,31.00000071525574,31.00000071525574,2
PA1150089,12,0,0,0,0
PA1150098,88,.056818184,8.471428632736206,13.5,3
PA1150106,24,0,0,0,0
PA1150108,188,.16489361,34.21111071109772,96.8999981880188,8
PA1150127,18,.27777779,14.79999995231628,14.79999995231628,5
PA1150166,81,.11111111,6.83232319355011,23.00000023841858,5
PA1150189,18,.33333334,91.29999971389771,91.29999971389771,6
PA1150318,18,.055555556,4,4,1
PA1150334,18,.055555556,4.5,4.5,1
PA1150612,18,.22222222,23.70000028610229,23.70000028610229,4
PA1150625,18,.22222222,34.99999976158142,34.99999976158142,4
PA1150629,18,.22222222,21.40000009536743,21.40000009536743,4
PA1150872,18,.22222222,18.5,18.5,4
PA1230004,53,.075471699,8.799999952316284,16,4
PA1460012,18,.27777779,39.19999933242798,39.19999933242798,5
PA1460020,26,.07692308,8.200000286102295,41,2
PA1460022,235,.37446809,59.07595837116241,301.6000003814697,8
PA1460023,46,.086956523,6.466666638851166,25.79999971389771,4
PA1460028,97,.16494845,25.84999990463257,90.60000038146973,8
PA1460033,195,.18461539,199.2193286418915,2142.000004768372,8
PA1460034,62,.32258064,25.50416696071625,81.5,7
PA1460036,18,.16666667,9.599999904632568,9.599999904632568,3
PA1460037,24,0,0,0,0
PA1460039,18,.33333334,68.10000061988831,68.10000061988831,6
PA1460042,95,.14736842,9.47857141494751,19,3
PA1460046,71,.028169014,2.899999976158142,9.400000095367432,2
PA1460048,42,0,0,0,0
PA1460050,18,.22222222,137.1999988555908,137.1999988555908,4
PA1460055,24,.29166666,29.29999971389771,54.59999942779541,6
PA1460056,18,.22222222,29.50000047683716,29.50000047683716,4
PA1460059,30,0,0,0,0
PA1460062,18,.16666667,23.79999971389771,23.79999971389771,3
PA1460073,331,.2205438,21.13428568840027,78.5,9
PA1460086,18,.22222222,28.50000095367432,28.50000095367432,4
PA1460340,18,.3888889,61.59999990463257,61.59999990463257,7
PA1460492,56,.089285716,14.40000009536743,20.60000014305115,5
PA1461065,24,0,0,0,0
PA1510001,80,.1125,8.560714066028595,27.19999980926514,5
PA1510800,18,.16666667,22.09999990463257,22.09999990463257,3
PA2080015,18,0,0,0,0
PA2080028,41,0,0,0,0
PA2080033,18,0,0,0,0
PA2080347,18,0,0,0,0
PA2350012,18,0,0,0,0
PA2350326,18,0,0,0,0
PA2350470,18,0,0,0,0
PA2350603,18,0,0,0,0
PA2350872,18,0,0,0,0
PA2350897,18,0,0,0,0
PA2359001,82,0,0,0,0
PA2359008,90,0,0,0,0
PA2400055,18,0,0,0,0
PA2400076,129,.13178295,9.013993442058563,23.29999971389771,5
PA2400115,58,.068965517,8.900000095367432,9.799999952316284,2
PA2400394,18,0,0,0,0
PA2400806,19,.052631579,3.150000095367432,6.300000190734863,1
PA2400919,18,.11111111,13,13,2
PA2408001,24,0,0,0,0
PA2408007,18,0,0,0,0
PA2409002,111,0,0,0,0
PA2409003,116,.0086206896,3.150000095367432,12.60000038146973,1
PA2409010,24,0,0,0,0
PA2409011,140,0,0,0,0
PA2409013,82,0,0,0,0
PA2450005,18,0,0,0,0
PA2450020,141,0,0,0,0
PA2450022,19,.10526316,2.25,2.299999952316284,1
PA2450023,48,0,0,0,0
PA2450028,18,.055555556,2.5,2.5,1
PA2450034,30,0,0,0,0
PA2450049,36,0,0,0,0
PA2450053,18,.11111111,16.60000038146973,16.60000038146973,2
PA2450063,42,.047619049,1.680000007152557,8.399999856948853,2
PA2450065,91,0,0,0,0
PA2450068,18,0,0,0,0
PA2450084,18,0,0,0,0
PA2450105,18,0,0,0,0
PA2450106,18,0,0,0,0
PA2450107,18,.055555556,2.099999904632568,2.099999904632568,1
PA2450129,18,.055555556,2.599999904632568,2.599999904632568,1
PA2450133,18,0,0,0,0
PA2450134,12,0,0,0,0
PA2450378,18,0,0,0,0
PA2450405,18,0,0,0,0
PA2450409,18,0,0,0,0
PA2450473,18,0,0,0,0
PA2450672,12,0,0,0,0
PA2450837,18,0,0,0,0
PA2450948,18,0,0,0,0
PA2451345,18,.055555556,5.300000190734863,5.300000190734863,1
PA2451385,18,0,0,0,0
PA2451413,18,.11111111,8.400000095367432,8.400000095367432,2
PA2520033,58,0,0,0,0
PA2520044,12,0,0,0,0
PA2520062,116,0,0,0,0
PA2520107,18,0,0,0,0
PA2520981,18,0,0,0,0
PA2570005,18,0,0,0,0
PA2580022,18,0,0,0,0
PA2580024,134,0,0,0,0
PA2580046,18,0,0,0,0
PA2580312,12,0,0,0,0
PA2590018,18,0,0,0,0
PA2590048,18,0,0,0,0
PA2640012,18,0,0,0,0
PA2640018,133,0,0,0,0
PA2640020,12,0,0,0,0
PA2640025,145,0,0,0,0
PA2640300,18,0,0,0,0
PA2660014,115,.060869563,6.193333387374878,21.30000019073486,4
PA2660015,12,0,0,0,0
PA2660024,18,.22222222,24.00000023841858,24.00000023841858,4
PA2660036,18,0,0,0,0
PA2660039,18,.16666667,8.899999856948853,8.899999856948853,3
PA2660380,18,0,0,0,0
PA2660385,18,.11111111,12.90000033378601,12.90000033378601,2
PA3060004,18,.22222222,71.79999995231628,71.79999995231628,4
PA3060010,24,0,0,0,0
PA3060012,30,0,0,0,0
PA3060029,58,0,0,0,0
PA3060038,55,.36363637,13.25833332538605,44.20000004768372,7
PA3060047,18,0,0,0,0
PA3060048,18,.055555556,6.800000190734863,6.800000190734863,1
PA3060058,18,0,0,0,0
PA3060059,53,.075471699,9.879999876022339,18.99999952316284,4
PA3060066,24,0,0,0,0
PA3060067,122,.090163931,4.344230651855469,7.599999904632568,2
PA3060069,54,.018518519,.2857142984867096,2,1
PA3060080,76,0,0,0,0
PA3060083,87,.11494253,19.69999957084656,38.6999990940094,5
PA3060088,114,.13157895,6.560000002384186,34.00000047683716,6
PA3060092,18,0,0,0,0
PA3060127,18,0,0,0,0
PA3060129,12,0,0,0,0
PA3060134,18,0,0,0,0
PA3060141,18,.33333334,188.1999998092651,188.1999998092651,6
PA3060677,18,0,0,0,0
PA3060678,18,.3888889,107.4000020027161,107.4000020027161,7
PA3060681,18,0,0,0,0
PA3060704,18,0,0,0,0
PA3060803,18,0,0,0,0
PA3060809,18,0,0,0,0
PA3060838,29,.48275861,20.56666624546051,34.39999985694885,7
PA3060923,18,0,0,0,0
PA3060927,36,0,0,0,0
PA3061062,12,0,0,0,0
PA3061067,58,.05172414,15.5,17.80000019073486,2
PA3061076,18,0,0,0,0
PA3061189,18,0,0,0,0
PA3061192,18,0,0,0,0
PA3061250,18,0,0,0,0
PA3061254,18,.055555556,4.599999904632568,4.599999904632568,1
PA3130026,18,0,0,0,0
PA3130052,18,0,0,0,0
PA3130945,12,0,0,0,0
PA3390024,162,.086419754,7.015873119235039,21.79999971389771,6
PA3390031,18,0,0,0,0
PA3390032,42,.21428572,40.6399998664856,125.1999998092651,8
PA3390044,58,.05172414,5.399999976158142,7.299999952316284,2
PA3390055,116,.0086206896,.75,3,1
PA3390065,42,0,0,0,0
PA3390073,337,.044510387,3.342378661036491,20.00000023841858,5
PA3390077,171,.0058479533,.9571428298950195,6.699999809265137,1
PA3390081,18,0,0,0,0
PA3390097,24,0,0,0,0
PA3391032,58,0,0,0,0
PA3480032,18,0,0,0,0
PA3480038,24,0,0,0,0
PA3480044,18,0,0,0,0
PA3480046,71,0,0,0,0
PA3480050,115,0,0,0,0
PA3480052,18,0,0,0,0
PA3480055,42,0,0,0,0
PA3480057,24,0,0,0,0
PA3480059,12,0,0,0,0
PA3480066,19,.052631579,2.5,5,1
PA3480816,58,.017241379,1.5,3,1
PA3540026,18,0,0,0,0
PA3540032,18,.44444445,72.30000007152557,72.30000007152557,8
PA3540035,116,0,0,0,0
PA3540038,170,0,0,0,0
PA3540044,116,.0086206896,1.850000023841858,7.400000095367432,1
PA3540045,18,0,0,0,0
PA3540047,58,0,0,0,0
PA3540054,18,0,0,0,0
PA3540468,18,0,0,0,0
PA3540898,18,0,0,0,0
PA3540923,18,0,0,0,0
PA3540957,18,0,0,0,0
PA3540973,18,0,0,0,0
PA3540977,18,0,0,0,0
PA4050002,18,0,0,0,0
PA4050003,18,0,0,0,0
PA4050021,18,0,0,0,0
PA4050027,18,0,0,0,0
PA4050028,18,0,0,0,0
PA4050038,18,0,0,0,0
PA4070017,116,0,0,0,0
PA4070019,18,.055555556,5.300000190734863,5.300000190734863,1
PA4070021,116,0,0,0,0
PA4070023,48,0,0,0,0
PA4070030,18,.27777779,43.89999985694885,43.89999985694885,5
PA4110003,18,0,0,0,0
PA4110014,30,0,0,0,0
PA4110017,129,0,0,0,0
PA4110023,116,.0086206896,5.224999904632568,20.89999961853027,1
PA4110027,76,0,0,0,0
PA4110034,116,0,0,0,0
PA4140075,18,.055555556,1.700000047683716,1.700000047683716,1
PA4140077,58,0,0,0,0
PA4140082,61,.049180329,3.041666507720947,7.699999809265137,2
PA4140083,18,0,0,0,0
PA4140087,53,0,0,0,0
PA4140095,30,0,0,0,0
PA4140096,158,0,0,0,0
PA4140098,29,0,0,0,0
PA4140118,112,.035714287,4,4.199999809265137,1
PA4140131,18,0,0,0,0
PA4140133,18,0,0,0,0
