pwsid,haa5,tthm,tthm_alt,haa5_alt,combined_dbp
AK2247490,.79500002,10,,.79500002,10.795
AK2247953,,,,,
AK2248690,2.72,45.689999,45.689999,2.72,48.41
AK2248878,,,,,
AK2249011,5.48,3.2,3.2,5.48,8.6800003
AK2249028,,,,,
AK2249042,0,.69499999,.69499999,,.69499999
AK2249099,,,,,
AK2249137,,.83999997,.83999997,,.83999997
AK2249203,,1.9299999,1.9299999,,1.9299999
AK2249209,21.5,11.24,11.24,19.9,32.739998
AK2249229,,5.2620001,5.2620001,,5.2620001
AK2250011,44.333332,49.900002,24.702,18.678667,94.233337
AK2250037,,5.8000002,19.945,,5.8000002
AK2250045,18.785,30.200001,20.200001,18.785,48.985001
AK2250053,11.59,53.950001,,39.549999,65.540001
AK2250061,3.9466667,4.4000001,4.4000001,3.9466667,8.3466663
AK2250087,4.0500002,4.0100002,4.0100002,4.0500002,8.0600004
AK2250126,12.8,25.777143,19.377214,12.871666,38.577145
AK2250134,6.5,3.21,3.21,1.1,9.71
AK2250231,2,2.45,,2,4.4499998
AK2250427,,,,,
AK2260058,24.573334,36.720001,36.720001,,61.293335
AK2260139,,,,,
AK2260163,,,,,
AK2260171,,7.5,4.3600001,,7.5
AK2260197,,2.7,2.7,,2.7
AK2260228,0,2.5266669,2.5266669,,2.5266669
AK2260244,.32249999,1.9449999,1.9449999,,2.2674999
AK2260252,15.1,18,3.0899999,15.1,33.099998
AK2260260,0,,,,0
AK2260286,12,69,35.849998,12.21,81
AK2260294,22.266666,31.425714,19.552074,25.432917,53.692383
AK2260309,13.995,14.294286,13.441471,13.380695,28.289286
AK2260325,0,2.6600001,2.6600001,,2.6600001
AK2260359,5.25,10.1,10.1,5.25,15.35
AK2260414,,23.5,25.6,,23.5
AK2260422,,,,,
AK2260503,10.75,1.13,1.13,10.75,11.88
AK2260511,11.215,76.885712,73.046165,18.825001,88.100708
AK2260595,14.7,32.650002,29.580002,21,47.350002
AK2260804,15.690001,36.044998,36.044998,15.690001,51.735001
AK2260812,10.8,20.799999,,9.8000002,31.599998
AK2260820,,,,,
AK2261185,12.6,,,,12.6
AK2261193,5.2313333,8.3999996,8.9099998,5.2313333,13.631332
AK2261282,4.3649998,8.1999998,,4.3649998,12.565
AK2261371,0,0,,,0
AK2261444,,1.6600001,1.6600001,,1.6600001
AK2262199,1.4,15.596666,15.596666,1.4,16.996666
AK2262319,,0,,,0
AK2262351,113,39.400002,58.580002,65,152.39999
AK2262505,23.438,12,5.5149999,18.938667,35.438
AK2263006,1.6233333,15.8,,,17.423334
AK2263014,34.866665,32.799999,49.153336,17.700001,67.666664
AK2270150,,,,,
AK2270176,13.1,20.606001,14.091964,14.285999,33.706001
AK2270184,3,7.4700003,7.4700003,3,10.47
AK2270207,20,101.3,94.832504,13.245501,121.3
AK2270215,0,0,,,0
AK2270223,,1.66,1.66,,1.66
AK2270257,31.200001,60.75,7.2199998,31.200001,91.949997
AK2270273,,,,,
AK2270281,.80000001,29.4,32,.80000001,30.199999
AK2270299,18.25,70.82,78.724998,35.614002,89.07
AK2270312,8.8299999,46,21.389999,18.183334,54.830002
AK2270320,,0,,,0
AK2270338,5.4749999,104.355,140.62,5.4749999,109.83
AK2270346,30.450001,46.169998,.38499999,17.956667,76.619995
AK2270362,36.003334,104.1,112.77,16.360001,140.10333
AK2270469,,,,,
AK2270493,,0,,,0
AK2270613,,,,,
AK2270621,,,,,
AK2270697,,0,,,0
AK2270728,7.9499998,20.65,27.370001,7.9499998,28.599998
AK2270736,33.900002,38.033333,34.98,13.666667,71.933334
AK2270744,17.700001,0,,,17.700001
AK2270914,,2.29,2.29,,2.29
AK2270948,,0,,,0
AK2270956,21,.95666671,.95666671,21,21.956667
AK2270964,12.8,9.6899996,10.809999,7.3999996,22.49
AK2270972,6.5,20.025,33.003334,2.4549999,26.525
AK2270980,2.95,31,15.705,2.95,33.950001
AK2271017,1.1,.60000002,,1.1,1.7
AK2271025,22.799999,12.95,4.02,22.799999,35.75
AK2271033,2.5999999,,,2.5999999,2.5999999
AK2271041,9.0725002,12.14,19.167999,9.0725002,21.212502
AK2271083,102,7.0299997,7.0299997,38.700001,109.03
AK2271091,,,,,
AK2271106,,,,,
AK2271148,,,,,
AK2271211,9.5600004,,,,9.5600004
AK2271245,52.650002,15,13.512501,10.47,67.650002
AK2271253,,.67000002,.67000002,,.67000002
AK2271334,0,,,,0
AK2271431,.60500002,42.170002,42.170002,.60500002,42.775002
AK2271562,34.75,13.759999,13.759999,24.299999,48.509998
AK2271700,11.5,,,,11.5
AK2271874,2.4400001,5.5999999,2.9066668,,8.04
AK2271952,5.6300001,,,5.6300001,5.6300001
AK2271981,4.6500001,5.1799998,5.1799998,,9.8299999
AK2271983,,0,,,0
AK2271999,25.700001,56.060001,56.060001,31.34,81.760002
AK2272004,41.034523,146.31667,70.928001,41.034523,187.3512
AK2272005,,1.1,1.1,,1.1
AK2272007,2.8299999,1.88,1.88,,4.71
AK2272012,,,,,
AK2272016,,2.21,2.21,,2.21
AK2272017,33.5,23.450001,23.450001,2.9000001,56.950001
AK2272747,15.713333,2.7449999,2.7449999,5.5,18.458332
AK2272750,,,,,
AK2272752,3.3499999,1.3,1.3,3.3499999,4.6499996
AK2280066,38.700001,0,,4.1900001,38.700001
AK2280074,,0,,,0
AK2280155,64.6875,93.985001,69.928001,56.177856,158.6725
AK2280163,9.3999996,17.049999,15,4.3099999,26.449999
AK2280171,15.7,,,,15.7
AK2280294,103,81.599998,80.25,59,184.60001
AK2280302,,,,,
AK2291130,56.452499,56.099998,54.93,56.452499,112.5525
AK2291211,,,,,
AK2291229,,0,,,0
AK2291944,0,3.3133333,3.3133333,,3.3133333
AK2291952,,23.466667,4.8649998,,23.466667
AK2293164,,.85000002,.85000002,,.85000002
AK2293205,13.02,13.28,22.330032,32.447498,26.299999
AK2298103,,0,,,0
AK2299037,,0,,,0
AK2300159,0,,,,0
AK2300183,68.174286,94.400002,266.94,138.76001,162.57428
AK2300191,36.599998,27.200001,21.799999,21.900002,63.799999
AK2300206,7.6900001,18.475,27.936666,7.6900001,26.165001
AK2300214,,14.3,26,,14.3
AK2300222,.60500002,6.2550001,4.6266665,.60500002,6.8600001
AK2300248,0,2.71,2.71,,2.71
AK2300272,8.9750004,16.071667,16.071667,15.703334,25.046667
AK2300769,10.2,21.075001,21.075001,.69499999,31.275002
AK2300816,7.4899998,19.799999,19.799999,,27.289999
AK2310251,,,,,
AK2310625,,,,,
AK2310675,,0,,,0
AK2310683,11.9515,67.842857,74.768486,16.057632,79.794357
AK2310730,23.241667,45.253334,48.851818,23.103333,68.495003
AK2310900,23.17,51.400002,58.438889,19.433332,74.57
AK2310918,17.610001,48.5,41.835239,18.778,66.110001
AK2314093,,.69999999,.69999999,,.69999999
AK2314653,13,3.3,3.3,13,16.299999
AK2315586,,2.6500001,2.6500001,,2.6500001
AK2320036,,0,,,0
AK2320052,,10.915,10.915,,10.915
AK2320078,2.8919168,11.43,10.111033,2.8919168,14.321917
AK2320086,9.4036665,5.25,23.856945,9.4036665,14.653666
AK2320094,1.95,4.0450001,4.0450001,1.95,5.9949999
AK2320230,,6.9000001,,,6.9000001
AK2320248,11.7,13.2,18.076666,.57999998,24.9
AK2320256,10.51,12.3225,12.3225,7.2999997,22.8325
AK2320264,.79000002,6.48,5.3400002,.79000002,7.27
AK2320426,5.8000002,34.842857,11.1725,38.228001,40.642857
AK2320751,2.415,7.3699999,7.3699999,2.415,9.7849998
AK2330004,4.25,4.0100002,4.0100002,4.25,8.2600002
AK2330021,3.7,4.8000002,4.8000002,3.7,8.5
AK2330024,,,,,
AK2330031,23.066668,45.838333,35.37851,34.442497,68.904999
AK2330042,8.1000004,,,8.1000004,8.1000004
AK2330043,,,,,
AK2330054,.5,2.26,2.26,,2.76
AK2330055,11.033333,22.5,19.009998,11.033333,33.533333
AK2330066,2.7,3.9000001,3.9000001,2.7,6.6000004
AK2330070,.20999999,5.3699999,5.3699999,.20999999,5.5799999
AK2330071,,,,,
AK2330076,11.25,12,140.10001,1.2,23.25
AK2330079,37,,,17,37
AK2330119,,21.9,21.9,,21.9
AK2331011,17.360001,85,47.169426,20.291666,102.36
AK2331079,7.71,13.35,23.443333,7.71,21.060001
AK2331100,,,,,
AK2331142,16,21.4,21.4,20.5,37.400002
AK2331184,10.05,18.17,32.841667,6.8299999,28.220001
AK2332033,3.4000001,6.5,6.5,3.4000001,9.8999996
AK2333013,.75599998,1.0503571,1.0503571,,1.8063571
AK2333039,5.0999999,54,48.956669,5.7049999,59.099998
AK2333241,15.413333,34.8475,42.439999,7.7853332,50.260834
AK2333364,31.299999,38.950001,34.484997,31.299999,70.25
AK2333411,,,,,
AK2333460,5.1866665,5.2183332,5.2183332,5.1866665,10.405
AK2333487,22.6,41.349998,1.165,22.6,63.949997
AK2334166,,34,,,34
AK2340010,0,.89499998,.89499998,,.89499998
AK2340060,74.275002,92.25,99.614998,50.714764,166.52499
AK2340109,21.139999,61.700001,37.705002,32.246666,82.839996
AK2340117,34.450001,60.674999,37.52,13.78,95.125
AK2340125,71.485718,135.25999,115.65333,71.892288,206.74571
AK2340141,1.67,16.200001,.99000001,1.67,17.870001
AK2340159,.60000002,1.7825,1.7825,.60000002,2.3825002
AK2340167,1.0599999,5.5749998,5.5749998,1.0599999,6.6349998
AK2340183,22.799999,69.379997,56.211666,10.734333,92.179993
AK2340191,69.333336,85,85,112.99,154.33334
AK2340214,33.400002,136.2,168.5925,76.287498,169.60001
AK2340222,41.900002,162,103.015,63.697498,203.89999
AK2340230,10.4,6.5699997,6.5699997,10.4,16.969999
AK2340248,45.900002,77.425003,91.889992,42.449997,123.325
AK2340337,19.700001,56,12.58,30.799999,75.699997
AK2340345,0,13.6,6.2049999,,13.6
AK2340361,24.6,29.299999,,,53.900002
AK2340379,7.0075002,130.43333,63.737083,8.1750002,137.44084
AK2340387,111.7,25.299999,31.445,58.296669,137
AK2340418,1.1799999,2.875,2.875,1.1799999,4.0549998
AK2340442,30.325001,64.199997,53.097504,24.907335,94.524994
AK2340484,50.16,110.05466,110.05466,30.424833,160.21466
AK2340492,14.066667,19.025,19.338001,7.0513334,33.091667
AK2340507,8,10.8,6.9200001,3.76,18.799999
AK2340565,6.77,,,6.77,6.77
AK2340599,,,,,
AK2340638,,2.2399998,2.2399998,,2.2399998
AK2340646,0,.50999999,.50999999,,.50999999
AK2340654,27,34.700001,20,22.566666,61.700001
AK2340670,17.65,22.15,21.040001,9.1400003,39.799999
AK2340735,3.2,,,,3.2
AK2340751,91.751427,38.5,38.185001,67.254585,130.25143
AK2350023,1.1,10.2,7.0933332,1.1,11.3
AK2350235,.5,,,.5,.5
AK2360109,18.639999,40.5,7.2806664,30.445002,59.139999
AK2360141,9.4549999,21.4,9.1350002,9.4549999,30.855
AK2360159,0,2.3966668,2.3966668,,2.3966668
AK2360214,16.5,24.73,24.73,,41.23
AK2360230,9.2200003,0,,1.76,9.2200003
AK2360256,23.950001,26.049999,29.352665,11.522778,50
AK2360272,74.720001,103.67142,.87666667,61.457497,178.39142
AK2360442,,,,,
AK2360785,,,,,
AK2360816,4.1999998,,,4.1999998,4.1999998
AK2360866,0,.815,.815,,.815
AK2370625,8.0950003,25.0625,36.875668,14.107143,33.157501
AK2370716,.40000001,.82333332,.82333332,.40000001,1.2233334
AK2370780,0,11.7,.625,,11.7
AK2370798,,6.8499999,6.8499999,,6.8499999
AK2372627,22.59,.73000002,.73000002,2.3699999,23.32
AK2372643,9.1499996,7.4575,7.4575,9.0500002,16.6075
AK2372685,.64999998,2.8799999,2.8799999,.64999998,3.5299997
AK2380214,123.225,121.68,121.23899,99.876663,244.905
AK2380638,,,,,
AK2381422,10.55,35.5,1.835,16.225,46.049999
AK2390065,2.46,2.95,2.95,2.46,5.4099998
AK2390586,0,.5,.5,,.5
AK2390594,14,2.5,2.5,14,16.5
AK2390756,0,,,,0
AK2391710,0,,,,0
AL0000001,,0,,,0
AL0000002,,.34666666,,,.34666666
AL0000003,2.4300001,.63499999,.63499999,,3.0650001
AL0000013,6.1900001,5.3166666,,,11.506666
AL0000017,3.7550001,7.5346665,6.4851389,,11.289667
AL0000021,,1.5700001,,,1.5700001
AL0000023,0,8.8900003,.29153848,,8.8900003
AL0000025,,1.25,,,1.25
AL0000028,0,1.016,,,1.016
AL0000029,.1505,.142,.142,,.29250002
AL0000033,,,,,
AL0000035,1.8266667,.285,.285,,2.1116667
AL0000036,0,2.2811766,,,2.2811766
AL0000038,0,.49666667,.49666667,,.49666667
AL0000048,0,0,,,0
AL0000051,0,0,,,0
AL0000053,4.4974999,10.301111,5.6899996,,14.798611
AL0000061,,24.5,.40000001,,24.5
AL0000065,0,1.6,,,1.6
AL0000068,27.012794,31.823999,3.2350001,,58.836792
AL0000073,1.8045,,,,1.8045
AL0000076,0,.9375,,,.9375
AL0000079,1.625,8.666667,4.2925,,10.291667
AL0000081,,12.345,,,12.345
AL0000082,.62,17.85,3.02,,18.470001
AL0000083,2.4949999,.79000002,.79000002,,3.2849998
AL0000085,1.1383333,11.122222,.38999999,,12.260555
AL0000087,1.51,6.4949999,,,8.0050001
AL0000088,,15.2,9.2299995,,15.2
AL0000089,1.37,10.503333,,,11.873333
AL0000091,0,3.73,,,3.73
AL0000092,5.2849998,.226,.226,,5.5109997
AL0000093,0,0,,,0
AL0000094,,3.78,,,3.78
AL0000095,7.9233332,.38666666,,,8.3099995
AL0000097,0,0,,,0
AL0000098,14.7,3.5,3.5,,18.200001
AL0000100,0,2.05,2.05,,2.05
AL0000101,3.2692308,11.752941,4.9000001,,15.022172
AL0000102,2.317143,6.4000001,,,8.7171431
AL0000103,15.44054,28.382,6.2880955,,43.82254
AL0000104,29.446875,40.662498,,,70.109375
AL0000108,1.03,14,,,15.03
AL0000110,0,0,,,0
AL0000116,,6.1500001,.23666666,,6.1500001
AL0000117,0,0,,,0
AL0000118,,1.25,,,1.25
AL0000121,,2.6400001,2.6400001,,2.6400001
AL0000122,1.1305,6.3640909,3.0666666,,7.4945908
AL0000123,3.9449999,24.716667,,,28.661667
AL0000125,5.8966665,23.34,3.1399999,,29.236668
AL0000128,0,5.7325001,,,5.7325001
AL0000131,.39750001,.72499996,.72499996,,1.1224999
AL0000133,3.3103449,7.7920337,1.325,,11.102379
AL0000143,0,.54761904,.54761904,,.54761904
AL0000149,2.1066666,1.6611111,,,3.7677777
AL0000154,1.6190476,.33333334,.33333334,,1.952381
AL0000161,7.0574999,,,,7.0574999
AL0000162,1.4095,1.1790477,1.1790477,,2.5885477
AL0000164,17.005882,14.418181,7.73,,31.424065
AL0000168,0,.55000001,,,.55000001
AL0000174,34.203335,42.366665,,,76.57
AL0000177,37.15625,49.076923,,,86.23317
AL0000178,36.789444,46.843479,2.5,,83.632919
AL0000179,34.319046,33.613808,,,67.932854
AL0000180,41.413334,48.523811,,,89.937149
AL0000181,7.0799999,4.4200001,,,11.5
AL0000184,21.552856,28.454546,10.93,,50.007401
AL0000187,7.2785716,18.484615,,,25.763187
AL0000188,36.038681,36.665001,,,72.703682
AL0000189,.28,.38499999,,,.66499996
AL0000213,20.797916,41.675999,26,,62.473915
AL0000219,.125,1.2454545,,,1.3704545
AL0000221,14.9,4.6440001,,,19.543999
AL0000229,.34999999,.55000001,,,.89999998
AL0000232,10.11,43.174999,16.539999,,53.285
AL0000233,10.41375,53.5,,,63.91375
AL0000234,2.8831251,.14749999,.14749999,,3.0306251
AL0000237,5.5353847,45.458126,10.2175,,50.993511
AL0000243,1.76,7.7666669,,,9.5266666
AL0000244,10.606,58.628571,3.4000001,,69.234573
AL0000245,21.133158,55.433334,,,76.56649
AL0000250,7.9707694,10.352222,,,18.322992
AL0000252,4.7399998,7.6500001,2.25,,12.389999
AL0000254,,6.1999998,1.55,,6.1999998
AL0000255,0,.52999997,.52999997,,.52999997
AL0000256,6.6285,26.545517,11.57,,33.174019
AL0000257,11.304643,31.362963,,,42.667606
AL0000258,9.4664707,22.759333,,,32.225803
AL0000259,3.7333333,0,,,3.7333333
AL0000260,19.054445,54.344444,,,73.398888
AL0000262,33.861538,48.375,2.99,,82.236542
AL0000264,43.142307,51.406895,,,94.549202
AL0000266,40.700001,66.540001,3.6500001,,107.24001
AL0000268,47.715,55.244999,,,102.96
AL0000270,48.982353,57.341667,,,106.32402
AL0000273,,.5,.5,,.5
AL0000277,33.604706,54.5625,,,88.167206
AL0000279,26.435484,30.064783,,,56.500267
AL0000283,11.604615,28.289474,,,39.894089
AL0000292,0,3.78,,,3.78
AL0000295,0,.66549999,.66549999,,.66549999
AL0000296,0,.079999998,.079999998,,.079999998
AL0000297,0,0,,,0
AL0000298,0,,,,0
AL0000299,6.0300002,31.9,,,37.93
AL0000302,,.70499998,.70499998,,.70499998
AL0000303,1.01,,,,1.01
AL0000308,27.233334,58.111111,,,85.344444
AL0000311,30.790001,42.733334,,,73.523331
AL0000314,23.870537,37.048485,2.4300001,,60.919022
AL0000316,2.4751666,12.13,5.1999998,,14.605166
AL0000318,,5.75,,,5.75
AL0000319,1,,,,1
AL0000320,26.010345,44.93,,,70.940346
AL0000321,20.709524,34.142757,,,54.85228
AL0000327,21.525927,48.799999,1.245,,70.325928
AL0000329,30.413479,65.032143,,,95.445618
AL0000331,10.724167,16.022667,6.833333,,26.746834
AL0000337,1.12,1.47,,,2.5900002
AL0000338,0,5.4099998,,,5.4099998
AL0000339,19.540001,7.5,,,27.040001
AL0000341,3.046,,,,3.046
AL0000344,.22475,1.0242857,,,1.2490357
AL0000351,21.245295,62.91,,,84.155296
AL0000352,22.792856,48.276924,,,71.069778
AL0000353,32.27647,46.622726,,,78.8992
AL0000354,3.4662499,6.59375,,,10.059999
AL0000356,3.4205883,19.568666,6.7108335,,22.989254
AL0000358,,3.0599999,,,3.0599999
AL0000361,2.4148147,16.021429,4.0875001,,18.436243
AL0000363,.38999999,2.5550001,,,2.9450002
AL0000364,,15.7,,,15.7
AL0000366,16.411764,40.400002,,,56.811768
AL0000368,1.53,,,,1.53
AL0000372,3.1500001,9.5299997,,,12.68
AL0000375,0,.76666665,,,.76666665
AL0000378,4.2666669,8.4700003,.58999997,,12.736668
AL0000379,3.2,20.1,3.5799999,,23.300001
AL0000384,3.9200001,21.299999,,,25.219999
AL0000385,4.4699998,13.75,,,18.219999
AL0000387,1.02,2.8533332,2.8533332,,3.8733332
AL0000388,4.5500002,8.4399996,,,12.99
AL0000390,,,,,
AL0000392,.67750001,18.25,.40599999,,18.9275
AL0000393,7.8249998,9.7666664,,,17.591667
AL0000394,36.791668,52.80238,,,89.594048
AL0000397,,34.299999,4.1051626,,34.299999
AL0000398,22.008333,19.158333,,,41.166664
AL0000402,32.654613,41.049999,,,73.704613
AL0000404,31.846428,39.618462,,,71.46489
AL0000406,9.1511106,22.26,,,31.41111
AL0000408,34.319046,47.369999,,,81.689041
AL0000409,26.076923,49.114285,,,75.191208
AL0000413,34.889729,48.609287,,,83.499016
AL0000414,33.566666,56.32,,,89.886665
AL0000415,0,1.5989286,1.5989286,,1.5989286
AL0000416,0,0,,,0
AL0000420,2.8299999,1.01,1.01,,3.8399999
AL0000436,0,.81333333,.81333333,,.81333333
AL0000438,,.98000002,.98000002,,.98000002
AL0000439,0,1.27,,,1.27
AL0000441,2.2177999,10.507714,4.4925456,,12.725514
AL0000443,1.23,7.6300001,7.6300001,,8.8600006
AL0000456,0,.60000002,.60000002,,.60000002
AL0000463,1.66,6.9450002,.20333333,,8.6050005
AL0000482,0,0,,,0
AL0000484,.43333334,14.266666,,,14.7
AL0000490,1.7392857,6.7928572,.34666666,,8.5321426
AL0000491,0,14.22,,,14.22
AL0000500,2.1099999,11.1,1.35,,13.21
AL0000502,31.428572,31.0875,4.5349998,,62.516071
AL0000506,21.548889,34.394001,,,55.94289
AL0000508,32.383686,61.375881,39.619999,,93.759567
AL0000509,14.010858,37.828789,,,51.839645
AL0000515,31.799999,50.966667,,,82.766663
AL0000520,26.427273,43.045456,,,69.472733
AL0000523,0,3.5,,,3.5
AL0000531,,,,,
AL0000533,34.482353,64.909088,,,99.391441
AL0000535,6.3368001,10.635926,.14399999,,16.972727
AL0000537,31.575001,56.016666,,,87.591667
AL0000539,28.668888,47.066666,,,75.73555
AL0000540,18.949545,50.17857,,,69.128113
AL0000546,4.9499998,7.9099998,7.9949999,,12.86
AL0000547,28.02564,37.419487,19.275,,65.445129
AL0000548,19.69175,35.813572,10.36,,55.505322
AL0000549,12.428974,30.230444,,,42.659416
AL0000551,26.737059,41.678947,,,68.416008
AL0000553,.072857141,.61478674,.61478674,,.68764389
AL0000555,0,5.3704762,5.3704762,,5.3704762
AL0000556,0,6.2933335,,,6.2933335
AL0000557,1.6156666,0,,,1.6156666
AL0000558,0,,,,0
AL0000559,0,0,,,0
AL0000561,,0,,,0
AL0000563,3.3299999,5.8400002,,,9.1700001
AL0000566,,.70916665,.70916665,,.70916665
AL0000570,1.2933333,3.0875001,,,4.3808336
AL0000571,1.15,3.6500001,,,4.8000002
AL0000572,14.91,12.346666,1.86,,27.256666
AL0000573,22.974545,53.957142,,,76.931686
AL0000575,0,.66500002,,,.66500002
AL0000577,13.142553,34.445599,23.690001,,47.58815
AL0000578,0,2.25,,,2.25
AL0000580,32.317856,58.789474,,,91.10733
AL0000581,.55500001,.62,,,1.175
AL0000582,5.1869998,9.405714,,,14.592714
AL0000583,36.387691,46.150002,,,82.537689
AL0000587,29.9,55.131248,,,85.03125
AL0000588,23.012777,40.172726,,,63.185501
AL0000589,22.932728,52.782307,,,75.715034
AL0000591,.16380952,.3047826,,,.46859211
AL0000592,1,6.9099998,,,7.9099998
AL0000594,30.010477,58.757141,,,88.767616
AL0000595,21.766001,30.663637,,,52.429638
AL0000596,37.161289,58.805264,18.940001,,95.966553
AL0000597,18.130302,34.589657,18.4,,52.719959
AL0000598,15.025,64.020592,,,79.045593
AL0000604,.81999999,.31999999,,,1.14
AL0000605,34.533333,35.599998,,,70.133331
AL0000606,28.372223,38.849998,,,67.222221
AL0000607,4.1441665,.57999998,.57999998,,4.7241664
AL0000609,32.521427,31.486666,,,64.008095
AL0000610,29.158333,42.647999,14.3,,71.806335
AL0000612,11.676364,7.4000001,,,19.076365
AL0000615,,3.1099999,3.1099999,,3.1099999
AL0000618,1.465,.31999999,.31999999,,1.7850001
AL0000622,5.2350001,43.466667,8.9538889,,48.701668
AL0000624,.31999999,.3175,.3175,,.63749999
AL0000626,1.25,1.5625,,,2.8125
AL0000628,2.145,24.666666,.81,,26.811666
AL0000629,1.21,12.65,.47333333,,13.86
AL0000633,,.60000002,.60000002,,.60000002
AL0000636,0,6.1433334,.91000003,,6.1433334
AL0000638,0,,,,0
AL0000642,1.42,1.035,1.035,,2.4549999
AL0000643,2.2925,17.93,,,20.2225
AL0000645,,3.01,,,3.01
AL0000651,0,4.0599999,,,4.0599999
AL0000657,,.31,.31,,.31
AL0000663,2.4400001,2.2533333,2.2533333,,4.6933336
AL0000664,0,3.3299999,,,3.3299999
AL0000666,0,.77999997,.77999997,,.77999997
AL0000669,1.085,,,,1.085
AL0000671,0,.86500001,.86500001,,.86500001
AL0000676,.53333336,1,,,1.5333333
AL0000677,0,11,.98000002,,11
AL0000678,9.3999996,.39500001,.39500001,,9.7950001
AL0000681,0,4.8477192,4.8477192,,4.8477192
AL0000685,.95999998,6.6999998,6.6999998,,7.6599998
AL0000689,.93000001,6.8600001,,,7.79
AL0000693,0,6.875,,,6.875
AL0000702,0,,,,0
AL0000708,,.14749999,.14749999,,.14749999
AL0000713,18.427999,33.305,22.25,,51.733002
AL0000717,47.884617,56.340908,,,104.22552
AL0000723,20.950001,50.314285,,,71.264282
AL0000725,22.508572,65.349998,,,87.858566
AL0000726,4.3850002,3.2966666,3.2966666,,7.6816669
AL0000728,15.140909,30.449444,22.186668,,45.590355
AL0000729,20.143171,36.323586,29.709999,,56.466759
AL0000732,7.4844446,10.904,1.64,,18.388445
AL0000737,22.09375,39.932259,,,62.026009
AL0000738,27.426519,36.347187,23.777012,,63.773705
AL0000741,24.237917,52.674999,,,76.912918
AL0000748,25.951303,38.875359,,,64.82666
AL0000751,,13.8,.86285716,,13.8
AL0000753,.5,.20833334,.20833334,,.70833337
AL0000755,27.747307,54.816521,,,82.563828
AL0000761,.66727275,.60000002,.60000002,,1.2672727
AL0000763,18.120869,31.138214,9.3039999,,49.259083
AL0000765,24.450001,48.279999,,,72.729996
AL0000767,,.8125,.8125,,.8125
AL0000769,,.60000002,.60000002,,.60000002
AL0000770,2.8,13,1.3049999,,15.8
AL0000771,23.634001,32.125,,,55.759003
AL0000772,,0,,,0
AL0000773,6.5623999,0,,,6.5623999
AL0000777,21.950001,43.49091,,,65.44091
AL0000783,21.792173,32.284573,8.7691669,,54.076744
AL0000788,1.4811112,2.1341176,,,3.6152287
AL0000789,,.103,.103,,.103
AL0000794,25.330606,42.332001,,,67.662605
AL0000795,30.809092,61.889999,,,92.699089
AL0000798,23.525,34.74276,,,58.267761
AL0000800,22.544285,53.194443,,,75.738724
AL0000801,32.86322,43.896957,,,76.760178
AL0000804,29.283428,52.525265,12.724,,81.808693
AL0000805,.25812501,.27000001,,,.52812505
AL0000814,32.982143,54.183998,,,87.166138
AL0000816,30.727419,46.529343,52.336666,,77.25676
AL0000820,25.877777,50.548649,12.8,,76.426422
AL0000823,31.275,96.01667,,,127.29167
AL0000824,24.741199,40.651283,12.459999,,65.392487
AL0000828,40.654545,55.511765,,,96.166306
AL0000831,0,0,,,0
AL0000833,28.731411,30.797127,18.829166,,59.528538
AL0000846,5.4666667,30.1,,,35.566666
AL0000847,0,.54500002,.54500002,,.54500002
AL0000852,0,.73500001,.73500001,,.73500001
