"pwsid","tthm","haa5","combined_dbp"
"AL0001797",2.535,0.498461538461538,3.03346153846154
"NC0319136",0,NA,NA
"NC0392101",10.1428571428571,NA,NA
"NC0279598",0,NA,NA
"NC0113214",1.75,1,2.75
"NC0149131",0,0,0
"NC0241106",0,0,0
"NC0383010",6.79666666666667,0.58,7.37666666666667
"NC0368465",0.46,0,0.46
"NC4392406",0,NA,NA
"NC0160230",0,3,3
"NC0106015",0.571428571428571,0,0.571428571428571
"NC0392118",0.157142857142857,2.55,2.70714285714286
"NC0286414",0,2.6,2.6
"NC0188115",0.533333333333333,0,0.533333333333333
"NC0241410",4.71666666666667,NA,NA
"NC0428414",31.8566363636364,136.5,168.356636363636
"NC0160196",17.9666666666667,14,31.9666666666667
"NC0392127",0,0,0
"NC0106010",0,0,0
"NC0392126",15,0,15
"NC0195136",0,0,0
"NC0106107",6.35161290322581,3.1,9.45161290322581
"NC0424463",2.85714285714286,3.33333333333333,6.19047619047619
"NC0122101",0,NA,NA
"NC0392348",1.71428571428571,0,1.71428571428571
"NC4392432",1.98,3.03333333333333,5.01333333333333
"NC0276025",0.9,0,0.9
"NC0241198",0,0,0
"NC0241216",0,0,0
"NC0160147",6.25,0,6.25
"NC0161015",0.222222222222222,0,0.222222222222222
"NC0195122",5.22857142857143,2.86,8.08857142857143
"NC0392297",0,0,0
"NC0465138",0.5,5,5.5
"NC0103438",0,0,0
"NC0105109",1.48,1.3,2.78
"NC0392179",0,3,3
"NC0201205",0,0,0
"NC0353122",0,0,0
"NC0363030",3.57857142857143,9.23333333333333,12.8119047619048
"NC0239122",0,0,0
"NC0431060",10.3933333333333,5,15.3933333333333
"NC0392395",9.5,0,9.5
"NC0100458",1.2,NA,NA
"NC0180110",0,0,0
"NC0136167",0,0,0
"NC4392141",0.75,0.333333333333333,1.08333333333333
"NC0241588",2.425,0.85,3.275
"AR0000109",38.751724137931,29.3717948717949,68.1235190097259
"AR0000131",0,0,0
"AR0000354",0,0,0
"AR0000639",1.51666666666667,0.44,1.95666666666667
"AR0000678",34.3823529411765,22.76,57.1423529411765
"AR0000685",0,0,0
"AR0000748",0,NA,NA
"AR0000780",0,NA,NA
"AR0000799",0,0,0
"AR0000856",26.2111111111111,14.5083333333333,40.7194444444444
"AR0000890",0,NA,NA
"AR0000087",3.74,2.08,5.82
"AR0000090",10.61,1.26666666666667,11.8766666666667
"AR0000092",8.54,25.15,33.69
"ID1090131",0.273333333333333,0,0.273333333333333
"ID1280010",0,NA,NA
"ID1280087",0,NA,NA
"ID1280177",0,NA,NA
"ID2350015",7.71421052631579,0.0635294117647059,7.7777399380805
"ID4010085",1.75857142857143,0.490909090909091,2.24948051948052
"ID4010088",1.26666666666667,NA,NA
"ID4200010",1.0875,0,1.0875
"ID6030038",0.1225,0,0.1225
"ID6040022",0,0,0
"ID6150017",0.0616666666666667,0.132105263157895,0.193771929824561
"ID7410033",0,0,0
"ID4010222",0.2975,0,0.2975
"CT0090011",43.862962962963,5.26060606060606,49.123569023569
"CT0975033",8.91,1.16666666666667,10.0766666666667
"CT1030011",32.9374269005848,20.5157142857143,53.4531411862991
"LA1073058",85.1516666666667,19.1037931034483,104.255459770115
"LA2095041",67.1160714285714,17.6896428571429,84.8057142857143
"ME0008179",15,0,15
"ME0090949",0,0,0
"ME0000361",0,0,0
"ME0095610",0,NA,NA
"NM3539307",2.02,NA,NA
"NM3524932",1.7325,NA,NA
"NM3505126",24.0131404958678,NA,NA
"NM3500228",0,NA,NA
"NM3546223",0,NA,NA
"NM3509523",0,NA,NA
"NM3501029",0,NA,NA
"NY4500175",36.5634408602151,21.8758064516129,58.439247311828
"NY5301427",0.44,0.87,1.31
"NY5230014",0.363333333333333,2.56666666666667,2.93
"OR4100951",0.466666666666667,0,0.466666666666667
"OK1020420",42.3838053097345,16.5525675675676,58.9363728773021
"OK2005811",0.933333333333333,0,0.933333333333333
"SC3810004",1.06714285714286,2.18480714285714,3.25195
"SC4030801",0,0,0
"SC4650053",0.888888888888889,0,0.888888888888889
"SC4650061",0.5,0,0.5
"SC4660064",0,0,0
"SC0220002",0.416666666666667,0.24,0.656666666666667
"SC0220008",0,0,0
"SC0610004",0,0,0
"SC1320004",0.35927,0,0.35927
"SC2510001",1.34491666666667,0.747066666666667,2.09198333333333
"SC3250073",0.266,0.188333333333333,0.454333333333333
"SC3320001",36.8085661016949,9.67367346938775,46.4822395710827
"UTAH18024",1.18888888888889,0,1.18888888888889
"UTAH29011",18.9666666666667,13.8648936170213,32.8315602836879
"WV9948024",2.225,2.38033333333333,4.60533333333333
"WV3300229",0,0,0
"WV3302448",0.856666666666667,11.755,12.6116666666667
"WV3302804",54.3494736842105,53.7033333333333,108.052807017544
"WY5600059",42.8263157894737,40.7764705882353,83.602786377709
"WY5600015",0,0,0
"WY5600009",10.0928491620112,6.366953125,16.4598022870112
"WY5600061",13.145,0.6225,13.7675
"055293502",2.83333333333333,0,2.83333333333333
"055294301",33.8941176470588,30.875,64.7691176470588
"055293505",0.84,NA,NA
"055295508",2.7575,2.225,4.9825
"FL1170703",0.752409090909091,0.37125,1.12365909090909
"FL1200797",7.97390243902439,1.80375,9.77765243902439
"FL1300083",1.97181818181818,0.66,2.63181818181818
"FL1570042",0.32125,0,0.32125
"FL1670647",16.46,15.94,32.4
"FL4060282",0.202971014492754,0.65672131147541,0.859692325968163
"FL4060486",44.2309565217391,29.548717948718,73.7796744704571
"FL4061127",6.61137931034483,5.03636363636364,11.6477429467085
"FL4064326",15.7954237288136,15.4542553191489,31.2496790479625
"FL4130645",26.7970666666667,12.8532075471698,39.6502742138365
"FL4505006",1.68333333333333,6.35,8.03333333333333
"FL6090312",1.94540540540541,1.01761904761905,2.96302445302445
"FL6277060",9.16722222222222,3.29090909090909,12.4581313131313
"FL6290482",17.554,5.26,22.814
"FL2164620",16.515,21.115,37.63
"FL2241264",26.0666666666667,28.6,54.6666666666667
"FL2544281",6.69666666666667,3.02,9.71666666666667
"FL3054170",110.199090909091,10.325,120.524090909091
"FL3350942",1.79673333333333,3.082,4.87873333333333
"FL3420870",12.99,1.39,14.38
"FL3421098",0.5325,1.0775,1.61
"FL3424031",1.202,4.55666666666667,5.75866666666667
"FL3424622",0,1.86666666666667,1.86666666666667
"FL6291581",42.6473333333333,51.3514,93.9987333333333
"FL6291761",1.18166666666667,17.18,18.3616666666667
"FL6424630",6.66826923076923,1.94380952380952,8.61207875457876
"FL6510424",12.2081578947368,4.796,17.0041578947368
"FL6510620",24.8846153846154,29.786,54.6706153846154
"FL6510778",23.145,14.74,37.885
"FL6514946",2.6175,0.135,2.7525
"FL6588099",0,NA,NA
"SD4600037",4.134,0,4.134
"SD4600082",0,1.38333333333333,1.38333333333333
"SD4600376",0.065,0.214,0.279
"PA6430064",0,0,0
"PA4070023",19.7013302752294,7.61744,27.3187702752294
"PA4550005",2.941,2.03285714285714,4.97385714285714
"PA7670073",18.7453125,13.2209677419355,31.9662802419355
"TN0000116",39.9288732394366,31.5225806451613,71.4514538845979
"ARN000228",0,NA,NA
"WV3305529",3.55,NA,NA
"FL6296319",7.92964285714286,5.14764705882353,13.0772899159664
"NY0115883",1,1.1,2.1
"FL1670756",0.733333333333333,0,0.733333333333333
"FL6534771",7.762,13.725,21.487
"FL3425000",0,NA,NA
"SD4602084",1.605,0,1.605
"NY5214752",0,0.366666666666667,0.366666666666667
"NY1330272",0,0,0
"NY5230115",0,NA,NA
"SC4650012",0,0.433333333333333,0.433333333333333
"FL2381456",4.395,11,15.395
"SC4650047",0,0,0
"FL2041417",0.28,NA,NA
"ID1280220",0,NA,NA
"UTAH18043",3.98,NA,NA
"FL1394010",0,3.8,3.8
"FL2214191",0,5.26,5.26
"FL6296005",9.938,12.8025,22.7405
"NC0392195",0,0,0
"FL2124400",0,1.4,1.4
"FL6295994",57.546,44.4214285714286,101.967428571429
"FL6512537",13.0866666666667,5.1,18.1866666666667
"ID4010232",0,NA,NA
"NM3520032",0,NA,NA
"NC0188128",0,0,0
"NC1075002",0,0,0
"ARN000126",0,0,0
"ID3370014",0,8.7,8.7
"NM3500930",10.29,NA,NA
"FL5284101",26.45125,1.068,27.51925
"NY1302135",0.92,0.333333333333333,1.25333333333333
"WV3303609",17.8585714285714,1.33333333333333,19.1919047619048
"NC0120448",2.18333333333333,4.4,6.58333333333333
"AR0000932",0,0.333333333333333,0.333333333333333
"ID1400010",0,0,0
"NM3523202",0,NA,NA
"NY4501768",0.345,0,0.345
"SC4660073",0,0,0
"FL4501683",168.1575,25.5,193.6575
"FL6294894",11.5175,13.935,25.4525
"SD4602263",1.52,0,1.52
"ID1110023",20.955,26.0333333333333,46.9883333333333
"ID3140024",0,NA,NA
"AL0000121",1.726,0.784444444444444,2.51044444444444
"NC0113173",0,NA,NA
"SD4600041",2.485,0,2.485
"NC0180656",4.86666666666667,3.2,8.06666666666667
"FL2124375",1.221,2.18871428571429,3.40971428571429
"AL0000092",2.69181818181818,2.194,4.88581818181818
"AL0000237",34.1467857142857,7.01296296296296,41.1597486772487
"AL0000392",8.66571428571429,2.16666666666667,10.832380952381
"AL0000508",49.7039534883721,25.7444444444444,75.4483979328165
"AL0000540",48.1646666666667,26.0148148148148,74.1794814814815
"AL0000553",1.00786666666667,0.203428571428571,1.21129523809524
"AL0000612",10.208,10.2337931034483,20.4417931034483
"AL0000676",1.38555555555556,0.47,1.85555555555556
"AL0000789",0.324454545454545,0.14125,0.465704545454545
"AL0000847",2.63538461538462,1.04,3.67538461538462
"AL0000908",14.3516666666667,4.12268656716418,18.4743532338308
"AL0000914",2.50636363636364,1.06166666666667,3.5680303030303
"AL0000919",44.0139215686275,3.268,47.2819215686275
"AL0000925",25.8053703703704,7.20657142857143,33.0119417989418
"AL0000929",3.49117647058824,3,6.49117647058824
"AL0000943",30.181214953271,19.0162376237624,49.1974525770334
"AL0000971",26.5336,0.7875,27.3211
"AL0001046",0,0,0
"AL0001102",4.78928571428571,2.80777777777778,7.59706349206349
"AL0001106",2.52666666666667,1.30894736842105,3.83561403508772
"AL0001130",23.59,5.72,29.31
"AL0001336",23.8387168141593,13.4347321428571,37.2734489570164
"AL0001361",7.46583333333333,3.77,11.2358333333333
"AL0001437",0.193333333333333,0.9885,1.18183333333333
"NC0285015",13.4969696969697,4.55714285714286,18.0541125541126
"NC0111161",0,0.7,0.7
"NC0286143",0,0,0
"NC0392388",5.725,0,5.725
"NC0136385",10,0,10
