pwsid,total_samples,total_samples_2020,detection_share,detection_share_2020,pfoa_and_pfos,pfoa_and_pfos_2020,concentration_avg,concentration_avg_2020,concentration_max,concentration_max_2020,pfas_count,pfas_count_2020
CO0119802,84,24,.071428575,.25,.32499999,1.9499999,1.75833336263895,5.049999952316284,10.09999990463257,10.09999990463257,6,6
CO0120010,18,18,0,0,0,0,0,0,0,0,0,0
CO0120153,18,18,0,0,0,0,0,0,0,0,0,0
CO0120184,18,18,0,0,0,0,0,0,0,0,0,0
CO0120244,18,18,0,0,0,0,0,0,0,0,0,0
CO0120300,18,18,0,0,0,0,0,0,0,0,0,0
CO0120717,18,18,0,0,0,0,0,0,0,0,0,0
CO0121060,18,18,0,0,0,0,0,0,0,0,0,0
CO0121075,18,18,0,0,0,0,0,0,0,0,0,0
CO0121080,18,18,0,0,0,0,0,0,0,0,0,0
CO0121125,51,39,.11764706,.15384616,.37,.61666667,2.836666703224182,3.883333325386047,6.150000035762787,6.150000035762787,3,3
CO0121140,18,18,.11111111,.11111111,1.2,1.2,2.300000071525574,2.300000071525574,2.300000071525574,2.300000071525574,2,2
CO0121150,36,0,0,,0,0,0,0,0,0,0,0
CO0121175,47,47,0,0,0,0,0,0,0,0,0,0
CO0121200,30,30,.60000002,.60000002,3.1566665,3.1566665,7.869999974966049,7.869999974966049,8.999999940395355,8.999999940395355,7,7
CO0121220,18,18,.055555556,.055555556,0,0,.5199999809265137,.5199999809265137,.5199999809265137,.5199999809265137,1,1
CO0121240,18,18,.055555556,.055555556,.95999998,.95999998,.9599999785423279,.9599999785423279,.9599999785423279,.9599999785423279,1,1
CO0121275,37,0,.48648649,,50.222221,0,115.0436496734619,0,350,0,4,0
CO0121360,19,19,.052631579,.052631579,0,0,.2349999994039536,.2349999994039536,.4699999988079071,.4699999988079071,1,1
CO0121410,18,18,0,0,0,0,0,0,0,0,0,0
CO0121450,91,91,0,0,0,0,0,0,0,0,0,0
CO0121455,18,18,0,0,0,0,0,0,0,0,0,0
CO0121475,19,19,.052631579,.052631579,.39500001,.39500001,.3950000107288361,.3950000107288361,.7900000214576721,.7900000214576721,1,1
CO0121525,18,18,0,0,0,0,0,0,0,0,0,0
CO0121575,24,0,0,,0,0,0,0,0,0,0,0
CO0121600,18,18,0,0,0,0,0,0,0,0,0,0
CO0121610,18,18,0,0,0,0,0,0,0,0,0,0
CO0121625,18,18,0,0,0,0,0,0,0,0,0,0
CO0121675,18,18,0,0,0,0,0,0,0,0,0,0
CO0121700,18,18,0,0,0,0,0,0,0,0,0,0
CO0121745,18,18,0,0,0,0,0,0,0,0,0,0
CO0121775,177,24,.72316384,.54166669,260.32141,686,702.4894798398018,1276.400000095367,2343.900000095367,1626.900000095367,7,7
CO0121800,25,25,.56,.56,78,78,342.9649984836578,342.9649984836578,605.7099999785423,605.7099999785423,7,7
CO0121841,18,18,0,0,0,0,0,0,0,0,0,0
CO0121845,140,116,0,0,0,0,0,0,0,0,0,0
CO0121850,30,18,0,0,0,0,0,0,0,0,0,0
CO0121900,311,225,.30546623,.2711111,39.666435,8.4444447,202.5334501266479,110.7442362308502,925.499990940094,368.1999897956848,9,8
CO0121930,18,18,0,0,0,0,0,0,0,0,0,0
CO0121950,30,0,0,,0,0,0,0,0,0,0,0
CO0122100,129,105,0,0,0,0,0,0,0,0,0,0
CO0122500,42,18,0,0,0,0,0,0,0,0,0,0
CO0122600,18,18,0,0,0,0,0,0,0,0,0,0
CO0122700,18,18,0,0,0,0,0,0,0,0,0,0
CO0123010,18,18,0,0,0,0,0,0,0,0,0,0
CO0123123,18,18,.16666667,.16666667,0,0,5.809999823570251,5.809999823570251,5.809999823570251,5.809999823570251,3,3
CO0123133,18,18,.055555556,.055555556,0,0,.8100000023841858,.8100000023841858,.8100000023841858,.8100000023841858,1,1
CO0123167,19,19,.052631579,.052631579,0,0,.2849999964237213,.2849999964237213,.5699999928474426,.5699999928474426,1,1
CO0123314,154,130,0,0,0,0,0,0,0,0,0,0
CO0123345,18,18,0,0,0,0,0,0,0,0,0,0
CO0123443,18,18,0,0,0,0,0,0,0,0,0,0
CO0123566,18,18,0,0,0,0,0,0,0,0,0,0
CO0123595,18,18,0,0,0,0,0,0,0,0,0,0
CO0123601,23,23,.34782609,.34782609,2.1500001,2.1500001,6.60999995470047,6.60999995470047,9.920000076293945,9.920000076293945,6,6
CO0123602,18,18,0,0,0,0,0,0,0,0,0,0
CO0123605,18,18,0,0,0,0,0,0,0,0,0,0
CO0123667,18,18,0,0,0,0,0,0,0,0,0,0
CO0123676,134,134,.014925373,.014925373,0,0,.2619999945163727,.2619999945163727,1.309999972581863,1.309999972581863,2,2
CO0123677,18,18,0,0,0,0,0,0,0,0,0,0
CO0123679,18,18,0,0,0,0,0,0,0,0,0,0
CO0123710,18,18,.11111111,.11111111,0,0,1.219999998807907,1.219999998807907,1.219999998807907,1.219999998807907,2,2
CO0123838,18,18,.16666667,.16666667,.54000002,.54000002,2.240000009536743,2.240000009536743,2.240000009536743,2.240000009536743,3,3
CO0123860,18,18,.055555556,.055555556,0,0,.4799999892711639,.4799999892711639,.4799999892711639,.4799999892711639,1,1
CO0124147,53,29,0,0,0,0,0,0,0,0,0,0
CO0124171,91,91,0,0,0,0,0,0,0,0,0,0
CO0125148,18,18,0,0,0,0,0,0,0,0,0,0
CO0125288,74,74,.75675678,.75675678,4.0720239,4.0720239,11.18769037723541,11.18769037723541,30.50000047683716,30.50000047683716,7,7
CO0125322,18,18,.33333334,.33333334,3.4000001,3.4000001,8.200000166893005,8.200000166893005,8.200000166893005,8.200000166893005,6,6
CO0125323,4,4,0,0,,,0,0,0,0,0,0
CO0125352,18,18,.22222222,.22222222,1.13,1.13,2.519999980926514,2.519999980926514,2.519999980926514,2.519999980926514,4,4
CO0125709,18,18,0,0,0,0,0,0,0,0,0,0
CO0125720,18,18,0,0,0,0,0,0,0,0,0,0
CO0125843,18,18,0,0,0,0,0,0,0,0,0,0
CO0126121,18,18,0,0,0,0,0,0,0,0,0,0
CO0126158,18,18,0,0,0,0,0,0,0,0,0,0
CO0126189,18,18,0,0,0,0,0,0,0,0,0,0
CO0126190,18,18,0,0,0,0,0,0,0,0,0,0
CO0126220,18,18,0,0,0,0,0,0,0,0,0,0
CO0126325,40,40,.55000001,.55000001,1.882,1.882,4.784166663885117,4.784166663885117,9.559999883174896,9.559999883174896,6,6
CO0126466,18,18,0,0,0,0,0,0,0,0,0,0
CO0126505,18,18,0,0,0,0,0,0,0,0,0,0
CO0126580,12,0,0,,0,0,0,0,0,0,0,0
CO0126618,18,18,0,0,0,0,0,0,0,0,0,0
CO0127467,18,18,0,0,0,0,0,0,0,0,0,0
CO0128100,18,18,0,0,0,0,0,0,0,0,0,0
CO0128500,18,18,0,0,0,0,0,0,0,0,0,0
CO0128650,18,18,0,0,0,0,0,0,0,0,0,0
CO0128900,18,18,0,0,0,0,0,0,0,0,0,0
CO0129233,18,18,.16666667,.16666667,.62,.62,2.660000026226044,2.660000026226044,2.660000026226044,2.660000026226044,3,3
CO0129834,18,18,.16666667,.16666667,.88,.88,4.089999943971634,4.089999943971634,4.089999943971634,4.089999943971634,3,3
CO0130001,222,192,0,0,0,0,0,0,0,0,0,0
CO0130020,123,105,.073170729,.085714288,.37142858,.64999998,4.057380899786949,5.194166675209999,16.0100000500679,16.0100000500679,7,7
CO0130030,129,105,0,0,0,0,0,0,0,0,0,0
CO0130033,18,18,.33333334,.33333334,12.3,12.3,48.29999947547913,48.29999947547913,48.29999947547913,48.29999947547913,6,6
CO0130035,18,18,.11111111,.11111111,.47999999,.47999999,1.580000013113022,1.580000013113022,1.580000013113022,1.580000013113022,2,2
CO0130040,140,116,0,0,0,0,0,0,0,0,0,0
CO0130050,33,33,.45454547,.45454547,2.9258332,2.9258332,7.001666784286499,7.001666784286499,14.16000002622604,14.16000002622604,6,6
CO0130055,29,29,.48275861,.48275861,1.6400001,1.6400001,3.823333397507668,3.823333397507668,5.449999898672104,5.449999898672104,6,6
CO0130065,70,70,.78571427,.78571427,9.4875002,9.4875002,20.95363914966583,20.95363914966583,60.24000057578087,60.24000057578087,8,8
CO0130085,116,116,.043103449,.043103449,0,0,4.200000047683716,4.200000047683716,7.099999904632568,7.099999904632568,2,2
CO0130095,25,25,.56,.56,4.8499999,4.8499999,19.56999957561493,19.56999957561493,23.29000020027161,23.29000020027161,7,7
CO0130105,29,29,0,0,0,0,0,0,0,0,0,0
CO0130145,87,87,0,0,0,0,0,0,0,0,0,0
CO0130184,18,18,.33333334,.33333334,2.1800001,2.1800001,13.23000007867813,13.23000007867813,13.23000007867813,13.23000007867813,6,6
CO0130187,18,18,.16666667,.16666667,1.2,1.2,2.760000050067902,2.760000050067902,2.760000050067902,2.760000050067902,3,3
CO0131400,26,26,.30769232,.30769232,0,0,.5464285761117935,.5464285761117935,.9200000166893005,.9200000166893005,3,3
CO0132005,18,18,0,0,0,0,0,0,0,0,0,0
CO0133100,18,18,0,0,0,0,0,0,0,0,0,0
CO0133150,23,23,.43478259,.43478259,1.025,1.025,6.964999973773956,6.964999973773956,8.930000007152557,8.930000007152557,5,5
CO0133600,18,18,.16666667,.16666667,.50999999,.50999999,2.159999966621399,2.159999966621399,2.159999966621399,2.159999966621399,3,3
CO0133700,145,145,0,0,0,0,0,0,0,0,0,0
CO0134020,21,21,.14285715,.14285715,.85000002,.85000002,1.950000047683716,1.950000047683716,3.900000095367432,3.900000095367432,3,3
CO0134030,18,18,0,0,0,0,0,0,0,0,0,0
CO0134065,20,20,.1,.1,0,0,.1700000017881393,.1700000017881393,.2599999904632568,.2599999904632568,1,1
CO0134150,158,134,0,0,0,0,0,0,0,0,0,0
CO0134200,18,18,0,0,0,0,0,0,0,0,0,0
CO0134210,18,18,.055555556,.055555556,0,0,.6000000238418579,.6000000238418579,.6000000238418579,.6000000238418579,1,1
CO0134240,18,18,0,0,0,0,0,0,0,0,0,0
CO0134270,18,18,0,0,0,0,0,0,0,0,0,0
CO0134300,18,18,0,0,0,0,0,0,0,0,0,0
CO0134330,19,19,.052631579,.052631579,0,0,1.200000047683716,1.200000047683716,2.400000095367432,2.400000095367432,1,1
CO0134338,18,18,.33333334,.33333334,5.8999996,5.8999996,19.09999990463257,19.09999990463257,19.09999990463257,19.09999990463257,6,6
CO0134450,18,18,0,0,0,0,0,0,0,0,0,0
CO0134480,18,18,.055555556,.055555556,0,0,.5400000214576721,.5400000214576721,.5400000214576721,.5400000214576721,1,1
CO0134500,18,18,0,0,0,0,0,0,0,0,0,0
CO0134530,18,18,.055555556,.055555556,0,0,.5600000023841858,.5600000023841858,.5600000023841858,.5600000023841858,1,1
CO0134580,18,18,0,0,0,0,0,0,0,0,0,0
CO0134840,18,18,.11111111,.11111111,0,0,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,2,2
CO0135138,91,91,0,0,0,0,0,0,0,0,0,0
CO0135143,18,18,0,0,0,0,0,0,0,0,0,0
CO0135233,82,58,0,0,0,0,0,0,0,0,0,0
CO0135237,18,18,0,0,0,0,0,0,0,0,0,0
CO0135257,150,120,0,0,0,0,0,0,0,0,0,0
CO0135291,42,18,.023809524,.055555556,.112,.56,.1120000034570694,.5600000023841858,.5600000023841858,.5600000023841858,1,1
CO0135292,24,0,0,,0,0,0,0,0,0,0,0
CO0135315,18,18,0,0,0,0,0,0,0,0,0,0
CO0135476,18,18,0,0,0,0,0,0,0,0,0,0
CO0135477,82,58,0,0,0,0,0,0,0,0,0,0
CO0135485,42,18,0,0,0,0,0,0,0,0,0,0
CO0135538,18,18,0,0,0,0,0,0,0,0,0,0
CO0135554,54,54,0,0,0,0,0,0,0,0,0,0
CO0135726,18,18,0,0,0,0,0,0,0,0,0,0
CO0135838,71,47,0,0,0,0,0,0,0,0,0,0
CO0135883,18,18,.055555556,.055555556,0,0,.2700000107288361,.2700000107288361,.2700000107288361,.2700000107288361,1,1
CO0136100,18,18,0,0,0,0,0,0,0,0,0,0
CO0136800,42,18,0,0,0,0,0,0,0,0,0,0
CO0137010,30,30,.40000001,.40000001,.90666664,.90666664,1.826666638255119,1.826666638255119,3.149999976158142,3.149999976158142,5,5
CO0137012,18,18,0,0,0,0,0,0,0,0,0,0
CO0137015,76,76,0,0,0,0,0,0,0,0,0,0
CO0138005,18,18,0,0,0,0,0,0,0,0,0,0
CO0138015,18,18,0,0,0,0,0,0,0,0,0,0
CO0138030,19,19,.052631579,.052631579,0,0,.4149999916553497,.4149999916553497,.8299999833106995,.8299999833106995,1,1
CO0138045,108,84,.62037039,.79761904,6.9978571,9.4336672,17.86912974715233,23.2475006878376,50.77999970316887,50.77999970316887,8,8
CO0138725,18,18,0,0,0,0,0,0,0,0,0,0
CO0139180,159,135,.006289308,.0074074073,0,0,.0920000001788139,.1533333361148834,.9200000166893005,.9200000166893005,1,1
CO0139185,18,18,0,0,0,0,0,0,0,0,0,0
CO0139321,42,18,0,0,0,0,0,0,0,0,0,0
CO0139505,18,18,0,0,0,0,0,0,0,0,0,0
CO0139600,18,18,0,0,0,0,0,0,0,0,0,0
CO0139791,158,134,0,0,0,0,0,0,0,0,0,0
CO0140500,18,18,0,0,0,0,0,0,0,0,0,0
CO0141188,130,130,0,0,0,0,0,0,0,0,0,0
CO0141210,18,18,0,0,0,0,0,0,0,0,0,0
CO0142200,59,59,0,0,0,0,0,0,0,0,0,0
CO0142400,116,116,0,0,0,0,0,0,0,0,0,0
CO0142600,18,18,0,0,0,0,0,0,0,0,0,0
CO0142750,18,18,0,0,0,0,0,0,0,0,0,0
CO0142900,42,18,0,0,0,0,0,0,0,0,0,0
CO0143176,116,116,.0086206896,.0086206896,0,0,7.375,7.375,29.5,29.5,1,1
CO0143506,116,116,0,0,0,0,0,0,0,0,0,0
CO0143515,116,116,.017241379,.017241379,0,0,3.775000095367432,3.775000095367432,8,8,1,1
CO0143518,24,0,0,,0,0,0,0,0,0,0,0
CO0143533,18,18,0,0,0,0,0,0,0,0,0,0
CO0143621,18,18,0,0,0,0,0,0,0,0,0,0
CO0143755,140,116,0,0,0,0,0,0,0,0,0,0
CO0144001,18,18,.055555556,.055555556,0,0,.699999988079071,.699999988079071,.699999988079071,.699999988079071,1,1
CO0144005,158,134,0,0,0,0,0,0,0,0,0,0
CO0144020,87,87,0,0,0,0,0,0,0,0,0,0
CO0144025,18,18,.16666667,.16666667,1.5,1.5,5.49999988079071,5.49999988079071,5.49999988079071,5.49999988079071,3,3
CO0145030,18,18,0,0,0,0,0,0,0,0,0,0
CO0145210,18,18,.33333334,.33333334,5,5,22.42000019550323,22.42000019550323,22.42000019550323,22.42000019550323,6,6
CO0145420,81,81,.83950615,.83950615,7.2991667,7.2991667,24.26406306028366,24.26406306028366,34.75000029802322,34.75000029802322,7,7
CO0145600,42,42,.64285713,.64285713,6.8474998,6.8474998,22.1658328473568,22.1658328473568,39.06000018119812,39.06000018119812,7,7
CO0145630,18,18,0,0,0,0,0,0,0,0,0,0
CO0145690,18,18,0,0,0,0,0,0,0,0,0,0
CO0146485,18,18,0,0,0,0,0,0,0,0,0,0
CO0146592,23,23,.2173913,.2173913,.43000001,.43000001,.8900000154972076,.8900000154972076,1.680000007152557,1.680000007152557,3,3
CO0146676,18,18,0,0,0,0,0,0,0,0,0,0
CO0147001,18,18,0,0,0,0,0,0,0,0,0,0
CO0147030,18,18,0,0,0,0,0,0,0,0,0,0
CO0147040,18,18,0,0,0,0,0,0,0,0,0,0
CO0147090,18,18,.33333334,.33333334,2.72,2.72,8.420000016689301,8.420000016689301,8.420000016689301,8.420000016689301,6,6
CO0149122,48,18,0,0,0,0,0,0,0,0,0,0
CO0149621,18,18,0,0,0,0,0,0,0,0,0,0
CO0149842,25,25,.28,.28,0,0,.5999999940395355,.5999999940395355,.8100000023841858,.8100000023841858,2,2
CO0150400,19,19,.052631579,.052631579,.44499999,.44499999,.4449999928474426,.4449999928474426,.8899999856948853,.8899999856948853,1,1
CO0150600,18,18,0,0,0,0,0,0,0,0,0,0
CO0150800,18,18,0,0,0,0,0,0,0,0,0,0
CO0150900,18,18,0,0,0,0,0,0,0,0,0,0
CO0151050,18,18,.33333334,.33333334,7.1999998,7.1999998,28,28,28,28,6,6
CO0151150,18,18,0,0,0,0,0,0,0,0,0,0
CO0151400,18,18,.22222222,.22222222,7.3000002,7.3000002,23.10000014305115,23.10000014305115,23.10000014305115,23.10000014305115,4,4
CO0151500,42,18,.023809524,.055555556,0,0,.4399999976158142,.4399999976158142,.4399999976158142,.4399999976158142,1,1
CO0151650,190,166,.015789473,.018072288,0,0,.1434523835778236,.1830357164144516,.929999977350235,.929999977350235,2,2
CO0151750,42,18,.047619049,.11111111,0,0,.6680000051856041,1.100000023841858,1.100000023841858,1.100000023841858,2,2
CO0152505,18,18,0,0,0,0,0,0,0,0,0,0
CO0152666,18,18,0,0,0,0,0,0,0,0,0,0
CO0153200,18,18,.16666667,.16666667,1.6,1.6,2.120000019669533,2.120000019669533,2.120000019669533,2.120000019669533,3,3
CO0153600,76,76,0,0,0,0,0,0,0,0,0,0
CO0154117,18,18,0,0,0,0,0,0,0,0,0,0
CO0154205,18,18,0,0,0,0,0,0,0,0,0,0
CO0154333,18,18,0,0,0,0,0,0,0,0,0,0
CO0154466,18,18,0,0,0,0,0,0,0,0,0,0
CO0154518,18,18,0,0,0,0,0,0,0,0,0,0
CO0154524,48,18,0,0,0,0,0,0,0,0,0,0
CO0154566,18,18,0,0,0,0,0,0,0,0,0,0
CO0154609,18,18,0,0,0,0,0,0,0,0,0,0
CO0154715,18,18,.22222222,.22222222,1.7,1.7,3.629999995231628,3.629999995231628,3.629999995231628,3.629999995231628,4,4
CO0154755,18,18,.16666667,.16666667,2,2,11.26000016927719,11.26000016927719,11.26000016927719,11.26000016927719,3,3
CO0154842,18,18,.27777779,.27777779,1.98,1.98,6.339999973773956,6.339999973773956,6.339999973773956,6.339999973773956,5,5
CO0154900,18,18,0,0,0,0,0,0,0,0,0,0
CO0155188,18,18,0,0,0,0,0,0,0,0,0,0
CO0155200,30,18,0,0,0,0,0,0,0,0,0,0
CO0157011,21,21,.14285715,.14285715,0,0,.3133333399891853,.3133333399891853,.5899999886751175,.5899999886751175,2,2
CO0157250,18,18,.055555556,.055555556,0,0,1.299999952316284,1.299999952316284,1.299999952316284,1.299999952316284,1,1
CO0157300,18,18,0,0,0,0,0,0,0,0,0,0
CO0157400,26,26,.30769232,.30769232,2.0433333,2.0433333,3.218333274126053,3.218333274126053,4.99999988079071,4.99999988079071,3,3
CO0157500,18,18,0,0,0,0,0,0,0,0,0,0
CO0157800,19,19,.052631579,.052631579,0,0,.3700000047683716,.3700000047683716,.7400000095367432,.7400000095367432,1,1
CO0157900,18,18,0,0,0,0,0,0,0,0,0,0
CO0157950,18,18,0,0,0,0,0,0,0,0,0,0
CO0158001,18,18,.16666667,.16666667,.95999998,.95999998,5.959999978542328,5.959999978542328,5.959999978542328,5.959999978542328,3,3
CO0159005,18,18,.11111111,.11111111,0,0,1.789999961853027,1.789999961853027,1.789999961853027,1.789999961853027,2,2
CO0159020,129,105,0,0,0,0,0,0,0,0,0,0
CO0159025,18,18,.33333334,.33333334,2.7,2.7,8.180000066757202,8.180000066757202,8.180000066757202,8.180000066757202,6,6
CO0159030,82,82,.073170729,.073170729,.27500001,.27500001,1.458666682243347,1.458666682243347,6.200000047683716,6.200000047683716,3,3
CO0159035,18,18,.16666667,.16666667,.61000001,.61000001,2.960000038146973,2.960000038146973,2.960000038146973,2.960000038146973,3,3
CO0159040,18,18,.22222222,.22222222,.54000002,.54000002,3.730000078678131,3.730000078678131,3.730000078678131,3.730000078678131,4,4
CO0159045,18,18,.11111111,.11111111,0,0,1.810000002384186,1.810000002384186,1.810000002384186,1.810000002384186,2,2
CO0159050,24,24,.375,.375,6.0250001,6.0250001,14.78000020980835,14.78000020980835,26.40000009536743,26.40000009536743,6,6
CO0159055,26,26,.30769232,.30769232,8.6000004,8.6000004,32.46666640043259,32.46666640043259,75.39999997615814,75.39999997615814,7,7
CO0159063,18,18,0,0,0,0,0,0,0,0,0,0
CO0159065,22,22,.18181819,.18181819,0,0,.5483333319425583,.5483333319425583,1.03999999165535,1.03999999165535,3,3
CO0159070,18,18,.33333334,.33333334,2.8,2.8,8.999999761581421,8.999999761581421,8.999999761581421,8.999999761581421,6,6
CO0159095,36,36,.6111111,.6111111,2.7950001,2.7950001,8.23500007390976,8.23500007390976,14.29000002145767,14.29000002145767,7,7
CO0159105,92,92,.13043478,.13043478,10.583333,10.583333,26.08333325386047,26.08333325386047,65.5,65.5,7,7
CO0159120,18,18,.33333334,.33333334,6,6,19.79999971389771,19.79999971389771,19.79999971389771,19.79999971389771,6,6
CO0159725,18,18,0,0,0,0,0,0,0,0,0,0
CO0160100,18,18,0,0,0,0,0,0,0,0,0,0
CO0160200,18,18,.33333334,.33333334,8.8999996,8.8999996,24.89999985694885,24.89999985694885,24.89999985694885,24.89999985694885,6,6
CO0160275,18,18,0,0,0,0,0,0,0,0,0,0
CO0160450,18,18,.33333334,.33333334,8.1000004,8.1000004,14.93999999761581,14.93999999761581,14.93999999761581,14.93999999761581,6,6
CO0160550,45,45,.68888891,.68888891,4.5419998,4.5419998,17.21700012683868,17.21700012683868,27.80000054836273,27.80000054836273,6,6
CO0160700,18,18,0,0,0,0,0,0,0,0,0,0
CO0161001,30,18,0,0,0,0,0,0,0,0,0,0
CO0161010,18,18,0,0,0,0,0,0,0,0,0,0
CO0162155,18,18,0,0,0,0,0,0,0,0,0,0
CO0162233,24,0,0,,0,0,0,0,0,0,0,0
CO0162255,42,18,0,0,0,0,0,0,0,0,0,0
CO0162260,82,58,0,0,0,0,0,0,0,0,0,0
CO0162285,18,18,0,0,0,0,0,0,0,0,0,0
CO0162291,18,18,0,0,0,0,0,0,0,0,0,0
CO0162321,222,192,0,0,0,0,0,0,0,0,0,0
CO0162418,116,116,0,0,0,0,0,0,0,0,0,0
CO0162438,25,25,.56,.56,11.25,11.25,27.76499956846237,27.76499956846237,31.61000007390976,31.61000007390976,7,7
CO0162476,116,116,0,0,0,0,0,0,0,0,0,0
CO0162486,91,91,.29670331,.29670331,13.26,13.26,51.1260012537241,51.1260012537241,161.2200000882149,161.2200000882149,9,9
CO0162511,18,18,.055555556,.055555556,.56,.56,.5600000023841858,.5600000023841858,.5600000023841858,.5600000023841858,1,1
CO0162553,82,58,0,0,0,0,0,0,0,0,0,0
CO0162666,18,18,0,0,0,0,0,0,0,0,0,0
CO0162710,18,18,0,0,0,0,0,0,0,0,0,0
CO0162833,18,18,.33333334,.33333334,5.4000001,5.4000001,13.49999988079071,13.49999988079071,13.49999988079071,13.49999988079071,6,6
CO0162843,61,37,0,0,0,0,0,0,0,0,0,0
CO0163001,18,18,0,0,0,0,0,0,0,0,0,0
CO0163020,18,18,0,0,0,0,0,0,0,0,0,0
CO0201291,18,18,0,0,0,0,0,0,0,0,0,0
CO0201417,18,18,.3888889,.3888889,27.299999,27.299999,63.80000019073486,63.80000019073486,63.80000019073486,63.80000019073486,7,7
CO0202701,18,18,0,0,0,0,0,0,0,0,0,0
CO0203002,163,109,.15337424,.22935779,2.1651785,5.3457146,14.37728634476662,22.02488100528717,52.89999938011169,52.89999938011169,8,8
CO0203012,195,159,.015384615,.018867925,0,0,.1046428568661213,.1362499967217445,.800000011920929,.800000011920929,2,2
CO0203015,18,18,0,0,0,0,0,0,0,0,0,0
CO0207192,18,18,.3888889,.3888889,10.1,10.1,14.54000008106232,14.54000008106232,14.54000008106232,14.54000008106232,7,7
CO0207466,18,18,0,0,0,0,0,0,0,0,0,0
CO0210009,18,18,0,0,0,0,0,0,0,0,0,0
CO0210017,18,18,0,0,0,0,0,0,0,0,0,0
CO0210100,18,18,0,0,0,0,0,0,0,0,0,0
CO0212800,18,18,.11111111,.11111111,4.3000002,4.3000002,16.30000019073486,16.30000019073486,16.30000019073486,16.30000019073486,2,2
CO0214142,18,18,0,0,0,0,0,0,0,0,0,0
CO0218015,60,48,.016666668,.020833334,0,0,.1866666674613953,.1866666674613953,.5600000023841858,.5600000023841858,1,1
CO0218099,58,58,0,0,0,0,0,0,0,0,0,0
CO0219800,116,116,0,0,0,0,0,0,0,0,0,0
CO0220725,18,18,0,0,0,0,0,0,0,0,0,0
CO0221060,18,18,.33333334,.33333334,5.1999998,5.1999998,15.20000016689301,15.20000016689301,15.20000016689301,15.20000016689301,6,6
CO0221138,18,18,0,0,0,0,0,0,0,0,0,0
CO0221205,24,0,0,,0,0,0,0,0,0,0,0
CO0221300,18,18,0,0,0,0,0,0,0,0,0,0
CO0221445,29,29,0,0,0,0,0,0,0,0,0,0
CO0221620,18,18,0,0,0,0,0,0,0,0,0,0
CO0221690,47,47,0,0,0,0,0,0,0,0,0,0
CO0221810,18,18,0,0,0,0,0,0,0,0,0,0
CO0221980,18,18,.22222222,.22222222,1.62,1.62,3.250000029802322,3.250000029802322,3.250000029802322,3.250000029802322,4,4
CO0222518,18,18,0,0,0,0,0,0,0,0,0,0
CO0223833,18,18,.055555556,.055555556,0,0,1.200000047683716,1.200000047683716,1.200000047683716,1.200000047683716,1,1
CO0226500,20,20,.1,.1,0,0,.2033333331346512,.2033333331346512,.3199999928474426,.3199999928474426,1,1
CO0226712,18,18,0,0,0,0,0,0,0,0,0,0
CO0227700,18,18,0,0,0,0,0,0,0,0,0,0
CO0230013,18,18,.055555556,.055555556,.77999997,.77999997,.7799999713897705,.7799999713897705,.7799999713897705,.7799999713897705,1,1
CO0230043,18,18,.11111111,.11111111,0,0,1.879999965429306,1.879999965429306,1.879999965429306,1.879999965429306,2,2
CO0230045,18,18,.22222222,.22222222,2.7,2.7,5.070000052452087,5.070000052452087,5.070000052452087,5.070000052452087,4,4
CO0230192,32,32,.5625,.5625,11.1,11.1,37.81666612625122,37.81666612625122,80.09999990463257,80.09999990463257,7,7
CO0230225,18,18,.27777779,.27777779,3.2,3.2,13.79999995231628,13.79999995231628,13.79999995231628,13.79999995231628,5,5
CO0230290,18,18,.11111111,.11111111,0,0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,2,2
CO0230300,18,18,.3888889,.3888889,16.9,16.9,30.92999982833862,30.92999982833862,30.92999982833862,30.92999982833862,7,7
CO0230355,18,18,.11111111,.11111111,.87,.87,1.620000004768372,1.620000004768372,1.620000004768372,1.620000004768372,2,2
CO0230514,18,18,.27777779,.27777779,3.7,3.7,6.220000028610229,6.220000028610229,6.220000028610229,6.220000028610229,5,5
CO0234301,18,18,0,0,0,0,0,0,0,0,0,0
CO0234388,18,18,0,0,0,0,0,0,0,0,0,0
CO0234750,18,18,0,0,0,0,0,0,0,0,0,0
CO0235182,116,116,.0086206896,.0086206896,0,0,1.475000023841858,1.475000023841858,5.900000095367432,5.900000095367432,1,1
CO0235184,24,0,0,,0,0,0,0,0,0,0,0
CO0235668,18,18,0,0,0,0,0,0,0,0,0,0
CO0238104,18,18,0,0,0,0,0,0,0,0,0,0
CO0246201,18,18,0,0,0,0,0,0,0,0,0,0
CO0247004,18,18,.3888889,.3888889,12.3,12.3,36.29999977350235,36.29999977350235,36.29999977350235,36.29999977350235,7,7
CO0247011,46,46,.67391306,.67391306,5.5050001,5.5050001,27.85433349013329,27.85433349013329,49.72000020742416,49.72000020742416,8,8
CO0247205,18,18,.11111111,.11111111,0,0,5.799999952316284,5.799999952316284,5.799999952316284,5.799999952316284,2,2
CO0247326,18,18,.33333334,.33333334,12.8,12.8,38.30000019073486,38.30000019073486,38.30000019073486,38.30000019073486,6,6
CO0251700,18,18,0,0,0,0,0,0,0,0,0,0
CO0251743,18,18,0,0,0,0,0,0,0,0,0,0
CO0252838,18,18,0,0,0,0,0,0,0,0,0,0
