pwsid,nitrate
CT1460274 ,3.891666666666667
CT1460334,.1875
CT1460334 ,0
CT1460493,2.5725
CT1460493 ,2.433333333333334
CT1463011,2.055
CT1463011 ,2.308333333333333
CT1463014,0
CT1470011,3.326363636363636
CT1470011 ,3.418333333333333
CT1470014,.005
CT1470014 ,.0316666666666667
CT1470024,2.7724
CT1470024 ,1.051666666666667
CT1470034,1.46125
CT1470034 ,1.478333333333333
CT1470044,.4512571428571427
CT1470044 ,.2477777777777778
CT1470054,.2846875
CT1470054 ,.2316666666666667
CT1470064,.38125
CT1470064 ,.345
CT1470074,2.5425
CT1470074 ,3.133333333333333
CT1470084 ,1.516666666666667
CT1470094,2.2925
CT1470094 ,1.763333333333334
CT1470104 ,.0733333333333333
CT1470114 ,.1
CT1470144 ,.1
CT1470154,.433
CT1470154 ,.2399999999999999
CT1470174 ,.3616666666666666
CT1470184,.0244444444444444
CT1470184 ,.0183333333333333
CT1470194,1.74125
CT1470194 ,1.39
CT1479013,.47
CT1479013 ,.3583333333333334
CT1479021,.2303625
CT1479021 ,.175
CT1480011,1.448875
CT1480011 ,1.541111111111111
CT1480014,1.19625
CT1480014 ,.8583333333333334
CT1480152 ,5.42125
CT1488011,1.33
CT1488011 ,1.271666666666667
CT1489013,.4433333333333334
CT1489013 ,.8357142857142856
CT1489053 ,3.24
CT1490011,.675
CT1490011 ,.5166666666666667
CT1490021,2.468181818181818
CT1490021 ,2.525624999999999
CT1490023 ,.25
CT1490024,.9181818181818183
CT1490024 ,.75
CT1490084 ,.3833333333333333
CT1490102,.06875
CT1490102 ,.4105
CT1490134,.375
CT1490134 ,0
CT1490174,.05
CT1490174 ,.0833333333333333
CT1495024 ,0
CT1500011,0
CT1500011 ,.4714285714285714
CT1500021,.220625
CT1500021 ,.4166666666666667
CT1500024,.6749999999999999
CT1500024 ,1.642857142857143
CT1500031,1.111111111111111
CT1500031 ,1
CT1500051,.4166666666666667
CT1500051 ,.4333333333333333
CT1500052,.0544444444444444
CT1500052 ,.1428571428571428
CT1500064,.5
CT1500064 ,0
CT1500074,1.2
CT1500074 ,.8333333333333334
CT1500091,2.486375
CT1500091 ,2.316666666666666
CT1500094 ,1.3
CT1500102,.195
CT1500102 ,.25
CT1500124 ,4.249999999999999
CT1500164 ,2.84
CT1500182,.225
CT1500182 ,1.16625
CT1500184,0
CT1500184 ,0
CT1500224,1.121111111111111
CT1500224 ,.7300000000000001
CT1500244,.0625
CT1500244 ,0
CT1500254,0
CT1500264,.00625
CT1500264 ,.1142857142857143
CT1500274,1.733333333333333
CT1500274 ,1.766666666666667
CT1500312,2.7625
CT1500312 ,3.21
CT1500314,.1255555555555555
CT1500314 ,.15
CT1500321,3.1
CT1500321 ,3.166666666666667
CT1500341,1.408625
CT1500341 ,1.583333333333333
CT1500343,1.044444444444444
CT1500343 ,.4166666666666667
CT1501013,.0666666666666667
CT1501013 ,.0714285714285714
CT1501111,1.9625
CT1501111 ,1.16125
CT1501143,.0625
CT1501143 ,.5499999999999999
CT1501144,0
CT1501164,0
CT1510011,.025375
CT1510011 ,.0338928571428572
CT1510104 ,.2
CT1510114 ,.2571428571428571
CT1520054,2.498888888888889
CT1520054 ,1.541666666666667
CT1520061,1.004444444444444
CT1520061 ,.9716666666666666
CT1521004,.02055
CT1521004 ,.7
CT1530011,.39096
CT1530011 ,.378625
CT1530024,.05
CT1530024 ,.0833333333333333
CT1530054,1.05875
CT1530054 ,.4257142857142857
CT1530064,.15
CT1530064 ,.0666666666666667
CT1530074,.05
CT1530074 ,.5166666666666667
CT1530094,4.56875
CT1530094 ,5.836956521739131
CT1539023,.09375
CT1539023 ,.16
CT1539024,.9175
CT1539024 ,0
CT1540074,.125
CT1540074 ,.9166666666666666
CT1548011,.15375
CT1548011 ,.025
CT1549003,.2258333333333333
CT1549003 ,.015
CT1549013,4.129062500000001
CT1549013 ,5.056999999999999
CT1549023,1.75125
CT1549023 ,2.385
CT1570011,.5862499999999999
CT1570011 ,.2383333333333334
CT1570024,.045
CT1570024 ,.1285714285714286
CT1570032,2.425
CT1570032 ,1.903333333333333
CT1570042,0
CT1570042 ,0
CT1570064,0
CT1570064 ,0
CT1570074,3.375
CT1570074 ,1.683333333333334
CT1570084,0
CT1570084 ,.3666666666666667
CT1570092,.29875
CT1570092 ,.0916666666666667
CT1570102 ,.4
CT1570112,2.5125
CT1570112 ,1.55
CT1570132,.7699999999999999
CT1570132 ,.46
CT1570152,3.538461538461538
CT1570152 ,3.608333333333334
CT1579174,.06875
CT1579174 ,0
CT1579184,.08
CT1579184 ,.4
CT1590024,2.835625
CT1590024 ,3.68125
CT1600011 ,.8620000000000001
CT1600021 ,.6375
CT1600031,3.425556521739131
CT1600031 ,2.716666666666667
CT1600041,0
CT1600041 ,0
CT1600044,.175
CT1600044 ,0
CT1600051,.481475
CT1600051 ,.1783333333333333
CT1600061,.1525
CT1600061 ,.02
CT1600064,.0359
CT1600064 ,.055
CT1600071,.4400000000000001
CT1600071 ,2.083333333333333
CT1600074,0
CT1600074 ,.08
CT1600081,.2062333333333333
CT1600081 ,.4458333333333333
CT1600094,.0075
CT1600094 ,.1383333333333333
CT1600101,.0077777777777778
CT1600101 ,.01
CT1600114,.17
CT1600114 ,2.475
CT1600124,.2354545454545454
CT1600124 ,.1423809523809524
CT1600134,.25935
CT1600134 ,.43
CT1600164,.08805
CT1600164 ,.185
CT1600204,.00125
CT1600204 ,.0583333333333333
CT1600214,.03
CT1600214 ,.0716666666666667
CT1600224,.3285714285714286
CT1600234,.08625
CT1600234 ,0
CT1600353 ,.03
CT1600363 ,.7866666666666666
CT1600503,.045
CT1600503 ,.02
CT1600513,0
CT1600513 ,0
CT1600523,0
CT1600523 ,.0133333333333333
CT1601021 ,0
CT1606111,.0455555555555556
CT1606111 ,.1833333333333333
CT1606211,.0822222222222222
CT1606211 ,.0533333333333333
CT1609111 ,0
CT1609124,.00625
CT1609124 ,.14
CT1609133,0
CT1609133 ,0
CT1609134,.095
CT1609134 ,.3075
CT1609141,.14
CT1609141 ,.108
CT1609144,0
CT1609144 ,0
CT1609154,0
CT1609164,0
CT1610034,2.12
CT1610034 ,1.753333333333334
CT1610044 ,3.04
CT1610054,2.0875
CT1610054 ,3.2
CT1610062 ,2.1
CT1610064,.1375
CT1610064 ,0
CT1610094,1.17875
CT1610094 ,1.195
CT1610104 ,0
CT1610134,3.3625
CT1610134 ,3.181666666666666
CT1610144,.1375
CT1610144 ,0
CT1610174,0
CT1610174 ,0
CT1610202,.7787500000000001
CT1610202 ,.8883333333333333
CT1610214,0
CT1610214 ,.1714285714285714
CT1610224 ,.0116666666666667
CT1610263,0
CT1610263 ,.8400000000000001
CT1615063,0
CT1615083,.395
CT1615083 ,.3333333333333333
CT1615113,0
CT1615113 ,0
CT1615144,2.3125
CT1615144 ,1.15
CT1615154,2.844311111111112
CT1615154 ,1.833333333333333
CT1615184,1.52
CT1620011,.0016666666666667
CT1620011 ,.0142857142857143
CT1620034,.3674999999999999
CT1620034 ,.0557142857142857
CT1620074,.0125
CT1620074 ,0
CT1620104,2.8896
CT1620104 ,3.339999999999999
CT1620162 ,.3066666666666666
CT1620214 ,.6414285714285715
CT1620223,.6788888888888889
CT1620223 ,.4855555555555556
CT1620233,.4228571428571429
CT1620233 ,.19
CT1630011,.1533333333333334
CT1630011 ,.1716666666666667
CT1630021,0
CT1630021 ,.06
CT1630024,.85125
CT1630024 ,1.716666666666667
CT1630074,3.45
CT1630074 ,2.35
CT1630104,.1111111111111111
CT1630104 ,.0616666666666667
CT1630114,1.106666666666667
CT1630114 ,.7741666666666666
CT1630144,0
CT1630144 ,0
CT1630154,3.45
CT1630154 ,2.866666666666667
CT1630392,.2025125
CT1630392 ,.3483333333333333
CT1630412 ,2.733333333333334
CT1631031,.053
CT1631031 ,.0266666666666667
CT1631152,.8025
CT1631152 ,1.043333333333333
CT1631182,.8967624999999999
CT1631182 ,1.031666666666667
CT1631214,0
CT1631214 ,.096
CT1640024,.65
CT1640024 ,0
CT1640034 ,0
CT1640054 ,0
CT1650034,1.725
CT1650034 ,1.971428571428572
CT1650084 ,6.347058823529412
CT1660011,.5653846153846154
CT1660011 ,.2566666666666667
CT1660014,.5037499999999999
CT1660014 ,.175
CT1660022,1.07
CT1660022 ,.5700000000000001
CT1660044,.345
CT1660044 ,.17375
CT1660084,1.191333333333334
CT1660084 ,.9666666666666667
CT1660094,.6399999999999999
CT1660094 ,.6933333333333334
CT1660114,.5377777777777778
CT1660114 ,.2177777777777778
CT1660124 ,.1485714285714286
CT1660134,1.549166666666667
CT1660134 ,.185
CT1660154,1.68
CT1660154 ,1.425
CT1660164,1.365555555555556
CT1660164 ,.6383333333333333
CT1660194,2.64875
CT1660194 ,2.901666666666666
CT1660214,3.456874999999999
CT1660214 ,4.853684210526317
CT1660224 ,4.31
CT1660234,.625
CT1660234 ,.5337500000000001
CT1660262,3.297878787878787
CT1660262 ,3.412692307692308
CT1660264,4.045
CT1660264 ,3.07
CT1660274,1.351888888888889
CT1660274 ,.4414285714285714
CT1660284 ,0
CT1660304,3.673076923076924
CT1660304 ,3.043333333333333
CT1660314,.6
CT1660314 ,.1657142857142857
CT1660324 ,1.665
CT1660334 ,3.980000000000001
CT1660374,0
CT1660374 ,.125
CT1660384,.9112500000000001
CT1660384 ,.9614285714285714
CT1660394,.7475000000000001
CT1660394 ,.0766666666666667
CT1660404,4.309375000000001
CT1660404 ,6.92125
CT1660424,.1325
CT1660424 ,.0555
CT1660474 ,2.935
CT1660494,1.4
CT1660494 ,1.30625
CT1660544,3.00448275862069
CT1660544 ,3.086666666666666
CT1660564,1.04
CT1660564 ,.9766666666666666
CT1660584,2.47125
CT1660584 ,2.23
CT1660594,.9924999999999999
CT1660594 ,2.14625
CT1660604,2.38
CT1661172,0
CT1661172 ,0
CT1661262,1.294545454545455
CT1661262 ,.655
CT1661282,1.793636363636364
CT1661282 ,2.401666666666667
CT1661292,1.85
CT1661292 ,1.996666666666667
CT1661443 ,8.445
CT1661473,2.058888888888889
CT1661473 ,1.91
CT1662051,2.15625
CT1662051 ,1.9
CT1666011,1.360222222222222
CT1666011 ,1.266666666666667
CT1669011,1.955555555555556
CT1669011 ,1.641818181818182
CT1669043,.4318181818181818
CT1669043 ,.2875
CT1669061 ,.3226923076923077
CT1669074 ,3.346666666666666
CT1669094 ,4.13
CT1669104,.406
CT1669114,.711111111111111
CT1669114 ,.2566666666666667
CT1669124 ,4.1
CT1669134,1.685714285714285
CT1669144,.8574999999999999
CT1669144 ,.5
CT1670044,.9857142857142857
CT1670044 ,1.6
CT1670064,.83125
CT1670064 ,1.028333333333333
CT1670114,.0864
CT1670173,.52
CT1670173 ,1.057142857142857
CT1670174 ,9.287777777777778
CT1670184 ,0
CT1670194,.0375
CT1670194 ,.45
CT1670204,2.5
CT1680011,1.880555555555556
CT1680011 ,2.099285714285714
CT1680014,.3572727272727272
CT1680014 ,.24875
CT1680021,.2063636363636364
CT1680021 ,.3511111111111111
CT1680031,.666
CT1680031 ,.96
CT1680034,2.8075
CT1680034 ,1.845
CT1680041,3.1
CT1680041 ,2.51
CT1680044,2.3725
CT1680044 ,2.346666666666667
CT1680051,.4625
CT1680051 ,.4375
CT1680061,1.8375
CT1680061 ,.7714285714285715
CT1680071,1.9375
CT1680071 ,2.066666666666667
CT1680074 ,.2333333333333333
CT1680094 ,.6233333333333334
CT1680104,.15
CT1680112,1.4875
CT1680112 ,2.758571428571428
CT1680124,.316
CT1680124 ,.2966666666666667
CT1680144,3.999375
CT1680144 ,3.952631578947368
CT1680154,3.809354838709679
CT1680154 ,4.4964
CT1686091,0
CT1686091 ,.14125
CT1686093 ,1.9
CT1686094 ,1.25
CT1686101 ,2.63
CT1690021,.005
CT1690021 ,1.1075
CT1690024,0
CT1690024 ,0
CT1690031,1.48
CT1690031 ,2.033333333333333
CT1690034,0
CT1690034 ,0
CT1690044,0
CT1690044 ,0
CT1690054,.1453125
CT1690054 ,.0375
CT1690064,0
CT1690064 ,0
CT1690084,2.0623625
CT1690084 ,3.766666666666667
CT1690094,0
CT1690094 ,0
CT1690104,.1970375
CT1690104 ,.04
CT1690124,0
CT1690124 ,0
CT1690134,.010375
CT1690134 ,0
CT1690184,.6482800000000001
CT1690184 ,.61
CT1690214,1.449071428571429
CT1690214 ,1.866666666666667
CT1690224 ,0
CT1690262,0
CT1690262 ,.015
CT1690264 ,.1377777777777778
CT1690284,2.462666666666666
CT1690284 ,3.125
CT1690314,1.275
CT1690314 ,3.05
CT1690324 ,.0333333333333333
CT1690334 ,0
CT1690432,1.7228625
CT1690432 ,2.2
CT1690442,.0357375
CT1690442 ,.0328571428571429
CT1690444,.0249125
CT1690444 ,0
CT1691112,2.09
CT1691112 ,2.3
CT1691153,2.072475
CT1691153 ,2.133333333333333
CT1691163,.86
CT1691163 ,1.8
CT1691171,.005
CT1691171 ,0
CT1691173 ,0
CT1693011,0
CT1693011 ,0
CT1696282,0
CT1696282 ,0
CT1698011,1.86375
CT1698011 ,2.2
CT1698041,2.10425
CT1698041 ,2.128571428571429
CT1698051,.8275000000000001
CT1698051 ,.8228571428571428
CT1699011,.7075
CT1699011 ,.5714285714285714
CT1699023,0
CT1699023 ,.0090909090909091
CT1699043,.0044444444444444
CT1699043 ,0
CT1699053,.0088888888888889
CT1699053 ,0
CT1699061,.0041666666666667
CT1699061 ,0
CT1699071 ,.505
CT1699074,0
CT1699074 ,0
CT1699081,1.555454545454545
CT1699081 ,1.445
CT1699084,0
CT1699104,.2028666666666667
CT1699114,.1197
DC0000001,1.506857142857143
DE0000001,8.263949999999999
DE0000004,4.981021138211382
DE0000007,0
DE0000008,0
DE0000011,.0042666666666667
DE0000013,0
DE0000015,2.0597
DE0000019,3.03016
DE0000023,.0666666666666667
DE0000045,.3466875
DE0000057,0
DE0000063,2.049331818181818
DE0000065,0
DE0000067,0
DE0000068,0
DE0000074,0
DE0000084,0
DE0000085,0
DE0000086,0
DE0000087,.775
DE0000093,0
DE0000100,.35
DE0000101,.0375
DE0000102,1.220611111111111
DE0000104,0
DE0000107,2.11031
DE0000109,1.3629875
DE0000112,3.038323529411765
DE0000115,0
DE0000118,0
DE0000121,0
DE0000124,0
DE0000125,0
DE0000126,0
DE0000129,0
DE0000130,0
DE0000133,0
DE0000134,0
DE0000136,0
DE0000140,0
DE0000141,0
DE0000145,4.6185125
DE0000155,5.353111111111112
DE0000157,0
DE0000163,0
DE0000167,4.462549999999999
DE0000172,3.092883168316833
DE0000174,0
DE0000183,0
DE0000196,0
DE0000200,1.570184615384616
DE0000205,0
DE0000206,0
DE0000213,1.280672727272727
DE0000217,0
DE0000220,5.9101375
DE0000221,2.864943902439025
DE0000223,0
DE0000225,.3
DE0000226,0
DE0000227,4.8578625
DE0000230,.1333333333333333
DE0000238,1.27098
DE0000242,0
DE0000246,7.72698267973856
DE0000248,4.806364566929132
DE0000251,1.390196875
DE0000252,7.396684
DE0000253,0
DE0000254,4.003405263157894
DE0000259,2.7233875
DE0000260,3.83298679245283
DE0000262,.0375
DE0000263,7.428381914893619
DE0000264,5.910137500000001
DE0000265,5.700312500000001
DE0000267,0
DE0000269,0
DE0000270,5.9060875
DE0000271,4.773519672131149
DE0000272,5.7095625
DE0000273,1.783333333333333
DE0000275,0
DE0000276,3.43795294117647
DE0000282,0
DE0000285,0
DE0000288,0
DE0000291,.81435
DE0000296,5.07525
DE0000298,3.6655375
DE0000301,.1714285714285714
DE0000304,4.994216666666667
DE0000306,0
DE0000309,0
DE0000324,5.430171428571429
DE0000336,2.0055
DE0000342,0
DE0000360,.0625
DE0000363,6.655801204819279
DE0000365,1.164102564102564
DE0000399,2.4458
DE0000402,2.447116666666667
DE0000413,0
DE0000416,3.026415094339623
DE0000419,9.166666666666666
DE0000423,6.245771428571429
DE0000429,6.904237500000001
DE0000430,5.8841625
DE0000433,1.65035
DE0000436,0
DE0000438,0
DE0000439,.4647545454545455
DE0000442,6.891366666666666
DE0000461,0
DE0000465,0
DE0000468,0
DE0000470,0
DE0000472,2.1448375
DE0000473,.4090777777777778
DE0000477,0
DE0000481,8.657675000000001
DE0000484,0
DE0000492,0
DE0000495,5.048437499999999
DE0000501,0
DE0000503,.882688888888889
DE0000504,5.676510000000001
DE0000511,0
DE0000517,0
DE0000521,9.364838636363636
DE0000523,0
DE0000528,.0375
DE0000537,1.3823875
DE0000543,3.02970412371134
DE0000544,0
DE0000545,0
DE0000547,0
DE0000548,0
DE0000549,2.689473684210526
DE0000552,4.266476608187134
DE0000553,.0157625
DE0000556,.0071222222222222
DE0000557,3.75853125
DE0000558,6.374119266055041
DE0000559,2.270143973941369
DE0000560,0
DE0000561,0
DE0000563,.0370852941176471
DE0000564,2.3760875
DE0000565,0
DE0000566,0
DE0000567,3.136682499999998
DE0000568,2.91261875
DE0000569,.8959625
DE0000571,.294970515970516
DE0000572,5.983637499999999
DE0000573,0
DE0000574,0
DE0000579,0
DE0000580,0
DE0000583,0
DE0000587,0
DE0000590,9.334313
DE0000592,2.762071774193548
DE0000595,3.079685185185186
DE0000596,0
DE0000597,3.844470399999999
DE0000599,3.712887499999999
DE0000600,0
DE0000602,5.610209
DE0000603,2.289066666666666
DE0000604,2.456516666666667
DE0000606,7.884732432432432
DE0000608,7.379640000000002
DE0000609,2.0078
DE0000610,.0175182481751825
DE0000611,.7038461538461539
DE0000613,0
DE0000614,0
DE0000615,0
DE0000616,0
DE0000617,.8195615384615385
DE0000622,1.103126829268293
DE0000623,1.677777777777778
DE0000625,2.822711428571429
DE0000628,4.220146601941747
DE0000629,4.637568888888889
DE0000630,4.021775
DE0000634,2.745990476190475
DE0000638,0
DE0000641,3.76617
DE0000644,7.792192500000001
DE0000645,2.569884
DE0000650,2.537183333333333
DE0000651,0
DE0000654,0
DE0000657,3.887213684210525
DE0000660,1.677177777777778
DE0000661,0
DE0000663,2.34185
DE0000667,4.716071428571429
DE0000709,0
DE0000711,0
DE0000712,2.0239125
DE0000713,5.199999999999999
DE0000715,.34011
DE0000716,6.887
DE0000719,2.002085714285714
DE0000723,5.99646724637681
DE0000804,4.057472727272729
DE0000807,3.497388888888889
DE0000812,1.549025
DE0000813,0
DE0000814,1.8668625
DE0000817,0
DE0000818,0
DE0000826,0
DE0000827,3.370616666666665
DE0000833,1.6874875
DE0000835,1.60735
DE0000840,3.88381
DE0000841,5.64358947368421
DE0000852,0
DE0000857,3.033332380952382
DE0000860,.01312
DE0000862,0
DE0000865,4.509293181818182
DE0000866,0
DE0000870,0
DE0000873,0
DE0000874,0
DE0000876,1.1136375
DE0000877,6.672725
DE0000878,5.238077777777779
DE0000880,0
DE0000885,2.839020192307693
DE0000888,0
DE0000895,0
DE0000901,4.613233333333332
DE0000914,0
DE0000916,.1222222222222222
DE0000918,0
DE0000924,0
DE0000939,0
DE0000949,0
DE0000954,0
DE0000955,0
DE0000958,.05
DE0000959,7.733333333333334
DE0000960,0
DE0000964,7.07036170212766
DE0000973,0
DE0000982,6.7999875
DE0000983,0
DE0000984,1.423524489795919
DE0000987,.0375
DE0000991,3.011630909090909
DE0000999,3.464943564356437
DE0001036,1.18295
DE0001096,3.161702127659574
DE0001254,6.045239999999999
DE0001303,.6724636363636364
DE0001305,.1467888888888889
DE0001313,0
DE0001315,8.622543750000002
DE0001316,8.240409433962265
DE0001459,0
DE0001493,0
DE0001525,0
DE0001570,0
DE0001581,7.545156249999999
DE0001589,0
DE0001605,8.952124747474748
DE0001646,5.767418181818182
DE0001652,2.509663414634146
DE0001801,7.612172222222219
DE0001816,2.95705
DE0001942,1.6276125
DE0002002,9.401537499999998
DE0002023,0
DE0002096,0
DE0002275,.1
DE0002315,4.639812500000001
DE0002318,.1375
DE0002319,0
DE0002459,2.811111111111111
DE0002570,0
DE0002581,7.495979347826085
DE0002605,6.186523076923077
DE0002618,.0266666666666667
DE0002639,2.739228571428572
DE0002652,5.004040000000001
DE0002801,2.66642
DE0002816,0
DE0002942,.625
DE0003002,9.019674999999999
DE0003305,1.229488888888889
DE0003318,.09
DE0003319,0
DE0003525,2.781911111111111
DE0003570,0
DE0003581,5.690365517241379
DE0003593,0
DE0003605,6.225213333333335
DE0003646,5.758936363636364
DE0003801,7.377219318181814
DE0004318,2.8039375
DE0004319,0
DE0004570,0
DE0004605,1.843675
DE0004646,4.613227272727272
DE0005318,.3875
DE0005319,0
DE0005570,0
DE0020000,.0490375
DE0020003,2.91272
DE0020005,2.911243298969071
DE0020006,1.531339175257732
DE0020007,0
DE0020008,5.823952941176471
DE0020012,7.19635
DE0020013,0
DE0020015,0
DE0020016,0
DE0020017,0
DE0020019,.6870545454545455
DE0020020,3.719699999999999
DE0020021,.7661244444444445
DE0020022,0
DE0020023,3.43139191919192
DE0020024,0
DE0020025,4.42
DE0020030,1.374939583333334
DE0020033,0
DE0020035,0
DE0020036,2.362475
DE0020037,0
DE0020038,0
DE0020039,7.561461386138613
DE0020044,0
DE0020045,.5304
DE0020047,0
DE0020049,0
DE0020050,.5777777777777777
DE0020051,8.355231428571427
DE0020052,.9075
DE0020053,1.0067375
DE0020054,.9170084337349395
DE0020056,0
DE0020058,0
DE0020059,7.592516071428572
DE0020060,0
DE0020062,.5955857142857143
DE0020063,0
DE0020064,0
DE0020065,0
DE0020066,0
DE0020067,5.648533333333333
DE0020068,1.191571428571429
DE0020069,6.694169387755102
DE0020071,0
DE0020072,0
DE0020073,1.911079032258064
DE0020074,6.166668749999999
DE0020075,0
DE0020076,0
DE0020077,7.022830000000001
DE0020078,4.0953675
DE0020079,.11934
DE0020080,9.420834615384617
DE0020082,0
DE0020086,0
DE0020087,9.115089285714285
DE0020088,0
DE0020089,0
DE0020090,0
DE0020091,5.61015
DE0020092,3.989333333333333
DE0020093,5.849611764705882
DE0020094,8.346450000000001
DE0020095,0
DE0020097,2.722815789473684
DE0020098,0
DE0020099,4.835
DE0020100,0
DE0020102,0
DE0020104,0
DE0020105,0
DE0020108,13.4
DE00A0159,2.661175
DE00A0169,.15093
DE00A0175,7.277115789473686
DE00A0188,3.598950000000001
DE00A0212,0
DE00A0232,0
DE00A0233,8.020435000000001
DE00A0234,0
DE00A0279,0
DE00A0312,0
DE00A0321,5.739807216494843
DE00A0323,.0241894736842105
DE00A0326,.0997875
DE00A0327,0
DE00A0329,1.23955
DE00A0334,.4216291666666667
DE00A0335,7.166381081081084
DE00A0341,10.48069259259259
DE00A0347,0
DE00A0348,0
DE00A0349,.0032352941176471
DE00A0350,6.06454827586207
DE00A0353,0
DE00A0354,1.748611111111111
DE00A0355,0
DE00A0369,2.0096125
DE00A0376,0
DE00A0377,7.404425000000001
DE00A0379,0
DE00A0382,3.9103
DE00A0394,5.63125
DE00A0400,6.376350000000001
DE00A0401,0
DE00A0404,0
DE00A0407,0
DE00A0411,0
DE00A0415,.8882474226804123
DE00A0417,0
DE00A0420,2.0844375
DE00A0424,0
DE00A0426,0
DE00A0427,8.478221052631579
DE00A0428,0
DE00A0498,2.1775625
DE00A0516,0
DE00A0522,4.3137
DE00A0527,7.605865625000003
DE00A0534,5.666967924528302
DE00A0575,.5037221153846152
DE00A0582,4.771963636363636
DE00A0624,0
DE00A0648,.3508444444444445
DE00A0670,.2026
DE00A0673,.1071875
DE00A0679,9.062844736842104
DE00A0680,1.3046125
DE00A0681,1.193925
DE00A0682,0
DE00A0683,.4578947368421052
DE00A0685,0
DE00A0686,2.79815
DE00A0689,0
DE00A0690,0
DE00A0693,0
DE00A0694,0
DE00A0696,0
DE00A0697,1.364344444444444
DE00A0699,.2266666666666667
DE00A0700,5.088933333333332
DE00A0705,0
DE00A0710,2.131125
DE00A0733,1.7899
DE00A0734,0
DE00A0740,3.0725
DE00A0743,0
DE00A0746,4.00713
DE00A0749,0
DE00A0751,0
DE00A0752,0
DE00A0753,1.1193875
DE00A0754,0
DE00A0756,3.843317647058823
DE00A0757,2.026075
DE00A0761,4.2
DE00A0767,0
DE00A0769,2.16
DE00A0770,1.505357575757576
DE00A0772,.1125
DE00A0774,0
DE00A0775,.9526625
DE00A0778,1.88085
DE00A0779,2.6014
DE00A0781,8.146152941176471
DE00A0783,0
DE00A0785,1.784875
DE00A0787,0
DE00A0788,8.836666666666666
DE00A0790,5.945782828282828
DE00A0792,0
DE00A0794,.6918113402061857
DE00A0808,0
DE00A0809,7.399999999999999
DE00A0837,2.964588235294118
DE00A0843,0
DE00A0847,2.432857142857142
DE00A0848,2.235944444444444
DE00A0851,4.490177777777777
DE00A0854,5.671428571428572
DE00A0856,2.425103125
DE00A0858,3.31660093457944
DE00A0859,0
DE00A0863,5.858630769230768
DE00A0868,0
DE00A0871,0
DE00A1745,.03973
DE00A2851,6.145
DE00A3851,7.330736170212768
DE00A4851,4.663785964912281
DE00A5851,5.337011111111112
FL1030050,.0515
FL1030325,0
FL1030371,.0114814814814815
FL1030435,.006875
FL1030516,.2314285714285715
FL1030568,.0071428571428571
FL1030716,0
FL1030774,.0473111111111111
FL1030788,0
FL1030817,0
FL1034049,.35
FL1034054,.0285714285714286
FL1034057,0
FL1034058,0
FL1034060,0
FL1034061,0
FL1034062,.0164285714285714
FL1034063,0
FL1034065,0
FL1034066,.25
FL1034068,.045
FL1034069,0
FL1034074,0
FL1034077,0
FL1034080,0
FL1034086,0
FL1034090,0
FL1034096,0
FL1034101,0
FL1034102,0
FL1034103,0
FL1034104,.0161538461538462
FL1034106,.0792857142857143
FL1034109,0
FL1034110,0
FL1034114,.0207692307692308
FL1034131,0
FL1034133,0
FL1034136,.1621428571428571
FL1034137,.03
FL1034138,0
FL1034139,0
FL1034141,0
FL1034143,0
FL1034145,0
FL1034147,0
FL1034149,0
FL1034150,0
FL1034151,0
FL1034152,.0469230769230769
FL1034155,0
FL1034157,0
FL1034162,.0888888888888889
FL1034164,0
FL1034168,0
FL1034169,0
FL1034170,.0233333333333333
FL1034171,.164
FL1034172,0
FL1034173,0
FL1034174,.5
FL1070008,.0357142857142857
FL1070014,.1221025641025641
FL1070116,.0355789473684211
FL1070685,0
FL1074004,1.247571428571429
FL1074013,.0233333333333333
FL1074015,.2121428571428571
FL1074017,0
FL1074019,1.33
FL1074020,0
FL1074021,.0233333333333333
FL1074025,.2569
FL1074033,0
FL1074034,0
FL1170085,2.1438125
FL1170126,2.055333333333333
FL1170168,.8264285714285718
FL1170259,.0934736842105263
FL1170302,.6070000000000002
FL1170319,.0021428571428571
FL1170475,.101
FL1170477,.1415555555555555
FL1170525,1.585289855072463
FL1170527,1.207357142857143
FL1170552,.074
FL1170613,.2921951219512195
FL1170703,.2933666666666667
FL1170718,.8655098039215687
FL1170814,2.143136363636363
FL1170909,.0132727272727273
FL1190013,.0122790697674419
FL1190109,.4242857142857143
FL1190118,.012
FL1190150,.046
FL1190236,0
FL1190283,.024
FL1190414,.01125
FL1190789,0
FL1194041,0
FL1194043,.0466666666666667
FL1194044,0
FL1194045,.0646153846153846
FL1200134,.5335714285714287
FL1200275,.0539285714285714
FL1200307,0
FL1200312,0
FL1200334,.0376540540540541
FL1200417,0
FL1200459,.0070588235294118
FL1200551,.2870870000000001
FL1200629,0
FL1200687,.01298
FL1200688,.0738148148148148
FL1200797,.0754866666666667
FL1200885,.0443571428571429
FL1204002,0
FL1204025,.2440714285714286
FL1204029,.9271428571428572
FL1204051,.5077142857142858
FL1204053,0
FL1204055,0
FL1204056,0
FL1204057,0
FL1204059,.0005
FL1204065,.0009285714285714
FL1204067,.0014285714285714
FL1204068,.1073333333333333
FL1204069,.1178571428571429
FL1204071,1.72
FL1204076,.0005
FL1204077,.0025384615384615
FL1204080,.0068
FL1204081,0
FL1204082,0
FL1230191,0
FL1230545,.0464714285714286
FL1230734,.0373333333333333
FL1230848,.0269230769230769
FL1230909,.00195
FL1234011,.0192857142857143
FL1234012,0
