"","PWSID","VIOLATION_CATEGORY_CODE","VIOLATION_STATUS","diff_days","total_violations"
"1","010106001","MCL","Resolved",91.0416666666667,6
"2","010502003","MCL","Resolved",29,3
"3","050595310","TT","Resolved",409,4
"4","055294401","TT","Resolved",1397,111
"5","055294801","MCL","Archived",91.0416666666667,184
"6","055295101","MCL","Resolved",89.9583333333333,2
"7","055295705","MCL","Resolved",30,1
"8","061620001","TT","Resolved",1616.95833333333,3
"9","061800001","TT","Resolved",2975,3
"10","061870043","TT","Resolved",1009,1
"11","062000905","TT","Resolved",1745,1
"12","062001458","TT","Resolved",1211,4
"13","062002156","TT","Resolved",30,17
"14","062004183","TT","Resolved",2989,1
"15","063003614","TT","Resolved",1278.95833333333,2
"16","063500008","TT","Addressed",2912,25
"17","063500108","TT","Resolved",2685.95833333333,3
"18","063500110","MCL","Resolved",91,6
"19","063500116","TT","Resolved",1832,14
"20","063500119","TT","Resolved",2546,31
"21","063500122","TT","Resolved",2486,5
"22","063500123","MCL","Archived",91.0416666666667,6
"23","063500166","TT","Unaddressed",1405,12
"24","063501001","TT","Unaddressed",2107,11
"25","063501109","TT","Resolved",2386.95833333333,4
"26","063501160","TT","Resolved",2417.95833333333,2
"27","063502233","TT","Resolved",2192,13
"28","063503013","TT","Resolved",2500,15
"29","063503107","TT","Resolved",2047.95833333333,4
"30","063503109","TT","Resolved",2386.95833333333,4
"31","063503115","TT","Resolved",2425.95833333333,3
"32","063503118","MCL","Resolved",91.0416666666667,12
"33","063504107","TT","Resolved",2048.95833333333,4
"34","063504118","TT","Resolved",2152,4
"35","063504119","MCL","Resolved",91.0416666666667,9
"36","063506111","TT","Resolved",2545,4
"37","063506114","TT","Resolved",2106,4
"38","063506193","TT","Resolved",309,2
"39","063506233","TT","Resolved",2192,23
"40","063507009","TT","Resolved",2712.95833333333,14
"41","063507011","TT","Resolved",2192,16
"42","063508166","TT","Unaddressed",582.958333333333,2
"43","063509008","TT","Resolved",2192,11
"44","063568423","TT","Resolved",2811,18
"45","070000004","TT","Resolved",1709,7
"46","070000008","TT","Resolved",2135,29
"47","070000017","MCL","Resolved",30,3
"48","080890002","TT","Resolved",1558,5
"49","083090003","TT","Resolved",2129,9
"50","083090004","TT","Resolved",1955.95833333333,5
"51","083090005","TT","Addressed",1955.95833333333,2
"52","083090007","TT","Resolved",1833,3
"53","083090008","TT","Resolved",2439,4
"54","083090009","TT","Resolved",2287,12
"55","083090012","TT","Addressed",1708,2
"56","083090014","TT","Resolved",1708,6
"57","083090016","TT","Resolved",2595,1
"58","083090023","MCL","Resolved",91.0416666666667,3
"59","083090027","MCL","Resolved",30,7
"60","083090032","MCL","Resolved",29,3
"61","083090033","MCL","Resolved",29,3
"62","083090034","TT","Resolved",2576,2
"63","083090037","TT","Resolved",1835,1
"64","083090041","MCL","Resolved",91.0416666666667,127
"65","083090044","TT","Resolved",1465,1
"66","083090050","TT","Resolved",90,1
"67","083090053","TT","Resolved",2610,1
"68","083090061","TT","Resolved",797,1
"69","083090063","TT","Resolved",2388.95833333333,3
"70","083090067","TT","Resolved",2557,5
"71","083090075","TT","Resolved",2179,2
"72","083090091","TT","Resolved",2969,4
"73","083090094","TT","Resolved",1497,1
"74","083090098","TT","Addressed",1129,3
"75","083090301","TT","Resolved",1834,1
"76","083090309","TT","Resolved",2050.95833333333,2
"77","083890002","MCL","Resolved",91.0416666666667,6
"78","083890003","MCL","Resolved",91.0416666666667,11
"79","083890017","MCL","Resolved",91,1
"80","083890023","MCL","Resolved",88.9583333333333,2
"81","083890030","MCL","Resolved",91.0416666666667,18
"82","083890036","TT","Resolved",1528,2
"83","083890037","TT","Resolved",1162,2
"84","084690020","TT","Resolved",2836,3
"85","084690029","MCL","Resolved",91.0416666666667,8
"86","084690440","TT","Resolved",302,1
"87","084690441","MCL","Resolved",90,1
"88","084690467","TT","Resolved",2974,2
"89","084690468","TT","Resolved",1673.95833333333,1
"90","084690480","TT","Resolved",1282.95833333333,1
"91","084690483","TT","Resolved",2197,1
"92","084690512","TT","Resolved",1272.95833333333,1
"93","084690516","MCL","Resolved",29,1
"94","084990003","TT","Resolved",2032.95833333333,3
"95","084990006","TT","Resolved",3002,7
"96","085690002","TT","Resolved",1832,8
"97","085690004","TT","Resolved",2508,1
"98","085690008","TT","Resolved",2509,3
"99","090400030","MCL","Resolved",89.9583333333333,1
"100","090400034","MCL","Resolved",91,3
"101","090400049","MCL","Resolved",29,1
"102","090400051","TT","Resolved",1192,5
"103","090400054","TT","Resolved",1499,1
"104","090400057","MCL","Resolved",91.0416666666667,7
"105","090400060","MCL","Resolved",30,1
"106","090400088","MCL","Resolved",91.0416666666667,11
"107","090400090","TT","Resolved",30,1
"108","090400101","TT","Resolved",1741,1
"109","090400106","MCL","Archived",91.0416666666667,32
"110","090400107","MCL","Resolved",91.0416666666667,59
"111","090400217","TT","Resolved",1343,1
"112","090400218","MCL","Resolved",91.0416666666667,3
"113","090400220","MCL","Resolved",30,1
"114","090400237","MCL","Archived",91.0416666666667,14
"115","090400259","MCL","Archived",91.0416666666667,32
"116","090400260","TT","Resolved",1679.95833333333,61
"117","090400274","TT","Resolved",1311.95833333333,4
"118","090400393","TT","Resolved",1764,3
"119","090400394","MCL","Resolved",91.0416666666667,59
"120","090400395","TT","Resolved",1695.95833333333,7
"121","090400675","TT","Resolved",1344,1
"122","090400676","TT","Resolved",1732,6
"123","090400678","TT","Resolved",1436,3
"124","090400679","TT","Resolved",572.958333333333,1
"125","090400710","MCL","Resolved",30,1
"126","090402057","MCL","Resolved",29.9583333333333,1
"127","090403010","MCL","Resolved",91.0416666666667,6
"128","090600038","TT","Resolved",248,1
"129","090600119","MCL","Resolved",88.9583333333333,1
"130","090600126","TT","Resolved",917.958333333333,1
"131","090600135","TT","Resolved",1375,4
"132","090600139","TT","Resolved",2102,5
"133","090600144","TT","Resolved",1380,5
"134","090600145","TT","Resolved",2102,8
"135","090600150","TT","Resolved",609,5
"136","090600154","MCL","Resolved",91.0416666666667,6
"137","090600156","MCL","Resolved",91.0416666666667,5
"138","090600159","TT","Resolved",1388,13
"139","090600161","TT","Resolved",1862,11
"140","090600190","MCL","Resolved",29,1
"141","090605004","TT","Resolved",2470,154
"142","090605006","TT","Resolved",1862,6
"143","090605020","TT","Resolved",609,4
"144","090605045","TT","Resolved",432,4
"145","090605109","MCL","Resolved",91.0416666666667,8
"146","090605113","TT","Resolved",2166,6
"147","090605128","MCL","Resolved",30,1
"148","090605130","MCL","Resolved",90,1
"149","090605147","TT","Resolved",1438,5
"150","090605153","TT","Resolved",1380,12
"151","090605160","TT","Resolved",2115,7
"152","093200163","TT","Resolved",2067.95833333333,7
"153","093200171","TT","Unaddressed",280,5
"154","093200173","MCL","Resolved",30,1
"155","093200177","MCL","Resolved",29,1
"156","093200360","TT","Resolved",951.958333333333,2
"157","093200366","TT","Resolved",2292,4
"158","093200372","TT","Resolved",1344,2
"159","093200373","TT","Resolved",828,1
"160","093534003","MCL","Resolved",30,3
"161","093534007","TT","Resolved",2531,1
"162","093534014","MCL","Resolved",30,1
"163","101600005","TT","Resolved",1254.95833333333,4
"164","101600015","TT","Resolved",2288,1
"165","101600016","TT","Resolved",1379,19
"166","101611105","MCL","Resolved",29,1
"167","101612108","TT","Addressed",2322.95833333333,61
"168","101612113","TT","Resolved",1254.95833333333,18
"169","104100002","TT","Resolved",1979.95833333333,4
"170","104101100","TT","Unaddressed",1953.95833333333,6
"171","104101132","TT","Resolved",1832,2
"172","104101133","TT","Resolved",2093,16
"173","104101247","TT","Resolved",1601.95833333333,45
"174","104121114","MCL","Resolved",29,3
"175","105300008","TT","Resolved",1346,3
"176","105300010","TT","Resolved",1360,2
"177","105300011","TT","Resolved",2407.95833333333,2
"178","105300012","MCL","Resolved",91.0416666666667,8
"179","105300017","TT","Resolved",1890,5
"180","105300025","TT","Resolved",415,4
"181","105300026","TT","Resolved",727,32
"182","105300028","TT","Resolved",3081.95833333333,17
"183","105300047","TT","Resolved",1346,3
"184","105300073","TT","Resolved",1264.95833333333,2
"185","105300084","TT","Unaddressed",452,4
"186","105300092","TT","Resolved",1678.95833333333,2
"187","105300115","TT","Resolved",1647.95833333333,3
"188","105300116","MCL","Resolved",29,1
"189","105300119","TT","Resolved",2157,2
"190","105300123","TT","Resolved",2456,2
"191","105300127","TT","Resolved",2872,12
"192","105300130","TT","Resolved",2407.95833333333,1
"193","105300134","TT","Resolved",1663.95833333333,3
"194","105300141","TT","Resolved",2555,8
"195","105300146","TT","Resolved",2052.95833333333,7
"196","105300147","TT","Unaddressed",536.958333333333,8
"197","105300156","TT","Unaddressed",2009.95833333333,3
"198","105338102","MCL","Resolved",91,1
"199","105338112","TT","Resolved",1978.95833333333,2
"200","105338113","TT","Resolved",1978.95833333333,7
"201","105338121","TT","Resolved",1978.95833333333,5
"202","105338122","TT","Resolved",1978.95833333333,11
"203","AK2110449","TT","Resolved",1558,4
"204","AK2110520","TT","Resolved",2592,10
"205","AK2110562","TT","Resolved",30,4
"206","AK2110601","TT","Resolved",2592,5
"207","AK2110643","TT","Resolved",28,1
"208","AK2110855","TT","Resolved",30,13
"209","AK2111465","TT","Resolved",2623,1
"210","AK2111472","TT","Resolved",2623,1
"211","AK2111513","TT","Resolved",2623,5
"212","AK2111544","TT","Resolved",2500,2
"213","AK2111566","TT","Resolved",29.0416666666667,5
"214","AK2119205","MCL","Resolved",91.0416666666667,7
"215","AK2120012","MCL","Archived",91.0416666666667,47
"216","AK2120127","TT","Resolved",29,2
"217","AK2120135","TT","Resolved",30,2
"218","AK2120143","MCL","Resolved",91.0416666666667,9
"219","AK2120169","MCL","Resolved",91.0416666666667,53
"220","AK2120193","MCL","Resolved",91.0416666666667,10
"221","AK2120216","MCL","Resolved",91.0416666666667,79
"222","AK2120224","TT","Resolved",1681.95833333333,118
"223","AK2120232","MCL","Resolved",91.0416666666667,8
"224","AK2120436","TT","Resolved",91.0416666666667,25
"225","AK2120567","TT","Resolved",2583,1
"226","AK2120606","MCL","Resolved",91.0416666666667,24
"227","AK2121076","MCL","Archived",91.0416666666667,5
"228","AK2121093","TT","Resolved",2592,1
"229","AK2121463","TT","Resolved",2623,16
"230","AK2121467","TT","Resolved",2609,2
"231","AK2121501","TT","Unaddressed",1528,2
"232","AK2121522","TT","Resolved",1383,25
"233","AK2130017","MCL","Resolved",91.0416666666667,33
"234","AK2130075","TT","Resolved",30,4
"235","AK2130083","MCL","Resolved",91.0416666666667,42
"236","AK2130156","MCL","Resolved",91.0416666666667,16
"237","AK2130164","TT","Resolved",2291,4
"238","AK2130172","TT","Resolved",2847,14
"239","AK2130198","TT","Resolved",30,1
"240","AK2130237","TT","Resolved",2148,2
"241","AK2210320","MCL","Archived",91.0416666666667,28
"242","AK2210401","TT","Resolved",2105,2
"243","AK2210574","TT","Resolved",1120,2
"244","AK2210605","TT","Resolved",757,2
"245","AK2211059","TT","Resolved",1547,1
"246","AK2211114","TT","Resolved",1211,3
"247","AK2211130","TT","Resolved",1587.95833333333,2
"248","AK2211473","TT","Resolved",1282.95833333333,1
"249","AK2211677","MCL","Resolved",91,4
"250","AK2211708","TT","Resolved",1677.95833333333,1
"251","AK2211897","TT","Resolved",1439,4
"252","AK2212518","TT","Resolved",794,2
"253","AK2212924","TT","Resolved",1547,2
"254","AK2212974","TT","Resolved",2842,2
"255","AK2213140","TT","Resolved",1161,2
"256","AK2213239","TT","Resolved",2012.95833333333,1
"257","AK2213409","TT","Resolved",1215.95833333333,3
"258","AK2214340","TT","Resolved",2322.95833333333,2
"259","AK2215362","TT","Resolved",2243,1
"260","AK2215370","TT","Resolved",2243,1
"261","AK2216198","TT","Resolved",1211,1
"262","AK2216407","TT","Resolved",2622,1
"263","AK2216512","TT","Resolved",170.958333333333,2
"264","AK2217233","TT","Resolved",2226,1
"265","AK2218593","TT","Resolved",1272.95833333333,2
"266","AK2218642","TT","Resolved",1223.95833333333,1
"267","AK2218653","TT","Resolved",907.958333333333,2
"268","AK2218709","TT","Resolved",1824,1
"269","AK2218739","TT","Resolved",1620.95833333333,1
"270","AK2218819","TT","Resolved",994,1
"271","AK2220026","TT","Resolved",1740,1
"272","AK2220033","TT","Resolved",1309.95833333333,2
"273","AK2220037","TT","Resolved",2371.95833333333,15
"274","AK2220085","TT","Resolved",1101,1
"275","AK2220096","TT","Resolved",2573,5
"276","AK2220101","MCL","Resolved",91.0416666666667,4
"277","AK2220146","MCL","Resolved",30,1
"278","AK2220154","MCL","Archived",91.0416666666667,20
"279","AK2220160","TT","Resolved",2083,2
"280","AK2220169","TT","Resolved",2340.95833333333,1
"281","AK2220183","TT","Resolved",1583.95833333333,3
"282","AK2220185","TT","Resolved",1827,3
"283","AK2220215","TT","Resolved",2556,3
"284","AK2220251","TT","Resolved",2486,5
"285","AK2220304","TT","Resolved",827,2
"286","AK2220310","TT","Resolved",2920,6
"287","AK2220353","TT","Resolved",2248,1
"288","AK2220407","TT","Resolved",2994,8
"289","AK2220424","MCL","Resolved",30,4
"290","AK2220429","TT","Resolved",1616.95833333333,7
"291","AK2220439","TT","Resolved",166.958333333333,1
"292","AK2220465","TT","Resolved",2503,1
"293","AK2220466","TT","Resolved",874.958333333333,1
"294","AK2220473","MCL","Resolved",91.0416666666667,10
"295","AK2220723","TT","Resolved",2278,4
"296","AK2221680","TT","Resolved",696,1
"297","AK2221834","TT","Resolved",2013.95833333333,3
"298","AK2222084","TT","Resolved",2951,6
"299","AK2222343","TT","Resolved",2605,2
"300","AK2222783","TT","Resolved",1672.95833333333,3
"301","AK2222806","TT","Resolved",2432.95833333333,1
"302","AK2222848","TT","Resolved",1806,1
"303","AK2222995","TT","Resolved",1774,2
"304","AK2223145","TT","Resolved",1441,17
"305","AK2223315","TT","Resolved",2953,30
"306","AK2223593","TT","Resolved",2424.95833333333,3
"307","AK2223616","TT","Resolved",2255,4
"308","AK2223624","MCL","Resolved",91.0416666666667,46
"309","AK2223721","TT","Resolved",2451,2
"310","AK2223933","TT","Archived",2622,1
"311","AK2223959","MCL","Resolved",89.9583333333333,1
"312","AK2224078","TT","Resolved",2470,5
"313","AK2224109","TT","Resolved",2365.95833333333,2
"314","AK2224159","TT","Resolved",1085,1
"315","AK2224183","TT","Resolved",2434,4
"316","AK2224272","TT","Resolved",1958.95833333333,2
"317","AK2224337","MCL","Resolved",91.0416666666667,3
"318","AK2224476","TT","Resolved",2496,19
"319","AK2224515","TT","Resolved",3050.95833333333,2
"320","AK2224604","TT","Resolved",1951.95833333333,4
"321","AK2224806","TT","Resolved",2333.95833333333,2
"322","AK2224882","TT","Resolved",2255,2
"323","AK2224955","TT","Resolved",2238,2
"324","AK2225058","TT","Resolved",1210,2
"325","AK2225165","TT","Resolved",1942,4
"326","AK2225241","TT","Resolved",559.958333333333,2
"327","AK2225261","TT","Resolved",1270.95833333333,1
"328","AK2225313","TT","Resolved",2450,2
"329","AK2225398","TT","Resolved",2939,3
"330","AK2225572","TT","Resolved",2372.95833333333,3
"331","AK2225653","TT","Resolved",3084.95833333333,2
"332","AK2225697","TT","Resolved",2497,10
"333","AK2225728","TT","Resolved",971.958333333333,1
"334","AK2225753","TT","Resolved",1675.95833333333,5
"335","AK2225773","TT","Resolved",2713.95833333333,1
"336","AK2225794","TT","Resolved",2507,6
"337","AK2225967","TT","Resolved",2278,3
"338","AK2225968","TT","Resolved",2392.95833333333,2
"339","AK2226021","TT","Resolved",2784.95833333333,4
"340","AK2226027","TT","Resolved",2499,4
"341","AK2226043","TT","Resolved",2444,1
"342","AK2226049","MCL","Resolved",91.0416666666667,15
"343","AK2226452","TT","Resolved",1938,3
"344","AK2226509","TT","Resolved",1018,1
"345","AK2226525","TT","Resolved",2438,3
"346","AK2226533","TT","Resolved",2509,8
"347","AK2226567","TT","Resolved",2946,6
"348","AK2227092","TT","Resolved",2392.95833333333,5
"349","AK2227199","TT","Resolved",2764.95833333333,7
"350","AK2227254","TT","Resolved",2415.95833333333,2
"351","AK2227327","TT","Resolved",1965.95833333333,2
"352","AK2227424","TT","Resolved",2842,3
"353","AK2227440","MCL","Resolved",91.0416666666667,1
"354","AK2240202","TT","Resolved",2238,1
"355","AK2240210","TT","Resolved",2238,1
"356","AK2240228","TT","Resolved",2238,1
"357","AK2240236","TT","Resolved",2238,1
"358","AK2240317","TT","Resolved",2238,1
"359","AK2240333","TT","Resolved",2238,1
"360","AK2240367","TT","Resolved",2238,1
"361","AK2240375","TT","Resolved",2238,1
"362","AK2240383","TT","Resolved",2238,1
"363","AK2240422","TT","Resolved",2238,2
"364","AK2240430","TT","Resolved",2238,1
"365","AK2240464","MCL","Resolved",30,11
"366","AK2240498","TT","Resolved",30,8
"367","AK2240529","TT","Resolved",2994,2
"368","AK2240781","TT","Resolved",30,2
"369","AK2240901","TT","Resolved",2653,4
"370","AK2240969","MCL","Resolved",91.0416666666667,4
"371","AK2241012","TT","Resolved",2980,67
"372","AK2241062","TT","Resolved",2768.95833333333,1
"373","AK2241347","TT","Resolved",2147,1
"374","AK2241410","TT","Resolved",1848,2
"375","AK2241648","TT","Resolved",30,1
"376","AK2241703","TT","Resolved",2623,7
"377","AK2242084","TT","Resolved",2639,1
"378","AK2242246","TT","Resolved",2238,1
"379","AK2242343","TT","Resolved",2729.95833333333,8
"380","AK2242424","TT","Resolved",1862,2
"381","AK2242482","TT","Resolved",2743.95833333333,2
"382","AK2242856","TT","Resolved",2916,7
"383","AK2243080","TT","Resolved",2322.95833333333,1
"384","AK2243137","TT","Resolved",2418.95833333333,2
"385","AK2243161","TT","Resolved",2248,5
"386","AK2243446","TT","Resolved",2916,5
"387","AK2243658","MCL","Archived",91.0416666666667,65
"388","AK2244222","TT","Resolved",2424.95833333333,3
"389","AK2244256","TT","Resolved",2958,8
"390","AK2244272","TT","Resolved",2820,2
"391","AK2244395","MCL","Resolved",91.0416666666667,9
"392","AK2244719","TT","Resolved",2321.95833333333,5
"393","AK2244808","TT","Resolved",2244,5
"394","AK2244824","TT","Resolved",3076.95833333333,3
"395","AK2244955","TT","Resolved",1315.95833333333,2
"396","AK2244963","TT","Resolved",2157,8
"397","AK2244997","TT","Resolved",2723.95833333333,3
"398","AK2245082","TT","Resolved",1128,1
"399","AK2245804","TT","Resolved",2768.95833333333,1
"400","AK2245977","TT","Resolved",2951,5
"401","AK2247474","TT","Resolved",2882,7
"402","AK2247490","TT","Resolved",1317.95833333333,1
"403","AK2247953","TT","Resolved",2071,1
"404","AK2248226","TT","Resolved",2916,4
"405","AK2248470","TT","Resolved",2513,2
"406","AK2248836","TT","Resolved",1400,1
"407","AK2248925","TT","Resolved",2623,1
"408","AK2249062","TT","Resolved",2238,2
"409","AK2249063","TT","Resolved",2238,1
"410","AK2249065","TT","Resolved",2238,1
"411","AK2249067","TT","Resolved",1952.95833333333,1
"412","AK2249079","TT","Resolved",2701.95833333333,1
"413","AK2249130","TT","Resolved",2238,1
"414","AK2249137","TT","Resolved",30,5
"415","AK2249142","TT","Resolved",2765.95833333333,1
"416","AK2249145","TT","Resolved",1647.95833333333,2
"417","AK2249226","TT","Resolved",1147,1
"418","AK2249256","TT","Resolved",2653,4
"419","AK2249303","TT","Resolved",2623,2
"420","AK2249882","TT","Resolved",2464,3
"421","AK2249966","TT","Resolved",1832,2
"422","AK2249977","TT","Resolved",2623,8
"423","AK2249978","TT","Resolved",2609,2
"424","AK2249994","TT","Resolved",2623,7
"425","AK2250037","TT","Resolved",30,2
"426","AK2250045","TT","Resolved",1772,6
"427","AK2250061","TT","Resolved",30,2
"428","AK2250315","TT","Archived",30,2
"429","AK2250396","TT","Resolved",1938,7
"430","AK2250582","TT","Resolved",1785,1
"431","AK2260032","TT","Resolved",1279.95833333333,40
"432","AK2260058","TT","Resolved",30,6
"433","AK2260066","TT","Resolved",553.958333333333,3
"434","AK2260090","TT","Resolved",1271.95833333333,6
"435","AK2260139","TT","Unaddressed",1252.95833333333,6
"436","AK2260163","TT","Resolved",1223.95833333333,10
"437","AK2260197","TT","Unaddressed",1273.95833333333,1
"438","AK2260202","TT","Resolved",2410.95833333333,2
"439","AK2260228","TT","Resolved",30,17
"440","AK2260260","TT","Resolved",30,22
"441","AK2260286","TT","Resolved",1786,6
"442","AK2260294","TT","Resolved",1874,4
"443","AK2260367","TT","Resolved",1777,3
"444","AK2260511","MCL","Resolved",91.0416666666667,8
"445","AK2260634","TT","Unaddressed",1635.95833333333,1
"446","AK2260676","MCL","Resolved",91.0416666666667,3
"447","AK2261096","TT","Resolved",2334.95833333333,4
"448","AK2261143","TT","Resolved",1554,4
"449","AK2261216","TT","Resolved",1873,31
"450","AK2261240","TT","Resolved",1139,1
"451","AK2261478","TT","Resolved",30,5
"452","AK2261606","TT","Resolved",1482,5
"453","AK2261630","TT","Resolved",1652.95833333333,2
"454","AK2261648","TT","Resolved",29,1
"455","AK2262282","TT","Resolved",1482,1
"456","AK2262319","TT","Resolved",1176,3
"457","AK2262351","MCL","Resolved",91.0416666666667,59
"458","AK2262505","TT","Resolved",29,1
"459","AK2262571","TT","Resolved",1306.95833333333,13
"460","AK2262660","MCL","Resolved",91,2
"461","AK2262902","TT","Resolved",1217.95833333333,2
"462","AK2263006","TT","Resolved",30,14
"463","AK2263045","TT","Resolved",1854,5
"464","AK2263069","TT","Resolved",1148,1
"465","AK2263070","TT","Resolved",2591,1
"466","AK2263080","MCL","Archived",91.0416666666667,8
"467","AK2270150","MCL","Resolved",30,1
"468","AK2270168","TT","Resolved",1963.95833333333,1
"469","AK2270184","TT","Resolved",891.958333333333,12
"470","AK2270223","TT","Resolved",1994.95833333333,3
"471","AK2270299","TT","Resolved",1302.95833333333,27
"472","AK2270346","TT","Resolved",1647.95833333333,4
"473","AK2270362","TT","Resolved",787,4
"474","AK2270401","TT","Resolved",1298.95833333333,3
"475","AK2270427","MCL","Resolved",29.9583333333333,1
"476","AK2270613","TT","Resolved",30,4
"477","AK2270697","TT","Resolved",2145,3
"478","AK2270728","MCL","Resolved",88.9583333333333,2
"479","AK2270736","TT","Resolved",29.9583333333333,1
"480","AK2270972","TT","Resolved",1212,12
"481","AK2270980","TT","Resolved",1253.95833333333,3
"482","AK2271025","TT","Resolved",30,26
"483","AK2271033","TT","Resolved",1673.95833333333,6
"484","AK2271041","TT","Resolved",30,5
"485","AK2271148","TT","Resolved",2318.95833333333,6
"486","AK2271431","MCL","Archived",91.0416666666667,22
"487","AK2271721","TT","Resolved",1249.95833333333,11
"488","AK2271732","TT","Resolved",1287.95833333333,7
"489","AK2271874","TT","Resolved",2836,37
"490","AK2271999","TT","Resolved",1273.95833333333,14
"491","AK2272003","TT","Resolved",1892,3
"492","AK2272007","TT","Resolved",440,10
"493","AK2272017","MCL","Resolved",91.0416666666667,37
"494","AK2272751","TT","Resolved",1294.95833333333,4
"495","AK2280040","TT","Resolved",2390.95833333333,7
"496","AK2280066","TT","Resolved",30,23
"497","AK2280155","MCL","Resolved",91.0416666666667,52
"498","AK2280302","TT","Resolved",1229.95833333333,6
"499","AK2291130","TT","Resolved",2472,90
"500","AK2291300","TT","Resolved",2518,12
"501","AK2291342","TT","Resolved",2518,2
"502","AK2291499","TT","Resolved",2483,3
"503","AK2291813","TT","Resolved",1763,2
"504","AK2291952","TT","Resolved",2464,41
"505","AK2292291","TT","Resolved",2470,1
"506","AK2292705","TT","Resolved",2343.95833333333,7
"507","AK2293164","TT","Resolved",30,1
"508","AK2298002","TT","Resolved",1832,1
"509","AK2299032","TT","Resolved",2389.95833333333,2
"510","AK2300159","TT","Resolved",30,9
"511","AK2300183","MCL","Resolved",91.0416666666667,34
"512","AK2300206","TT","Resolved",30,8
"513","AK2300272","TT","Resolved",30,4
"514","AK2300769","TT","Resolved",2288,8
"515","AK2310146","MCL","Archived",1095,1
"516","AK2310374","TT","Resolved",3052.95833333333,4
"517","AK2310683","MCL","Resolved",91.0416666666667,34
"518","AK2310837","TT","Resolved",659,3
"519","AK2310879","TT","Resolved",2752.95833333333,14
"520","AK2310895","TT","Resolved",2531,2
"521","AK2310926","TT","Resolved",882.958333333333,3
"522","AK2313827","TT","Resolved",2533,5
"523","AK2315382","TT","Resolved",786,1
"524","AK2320426","MCL","Resolved",91.0416666666667,23
"525","AK2330052","TT","Resolved",1646.95833333333,1
"526","AK2330076","MCL","Resolved",90,1
"527","AK2330106","TT","Resolved",916.958333333333,1
"528","AK2330110","TT","Resolved",30,1
"529","AK2340060","MCL","Resolved",91.0416666666667,127
"530","AK2340109","TT","Resolved",30,2
"531","AK2340117","TT","Resolved",30,90
"532","AK2340125","MCL","Resolved",91.0416666666667,52
"533","AK2340141","MCL","Resolved",365,47
"534","AK2340167","TT","Resolved",30,14
"535","AK2340183","MCL","Resolved",90,4
"536","AK2340214","TT","Resolved",30,3
"537","AK2340222","MCL","Resolved",91.0416666666667,101
"538","AK2340230","TT","Resolved",2391.95833333333,2
"539","AK2340248","MCL","Resolved",91.0416666666667,36
"540","AK2340337","TT","Resolved",29,1
"541","AK2340361","TT","Resolved",30,4
"542","AK2340379","TT","Resolved",30,38
"543","AK2340387","TT","Resolved",2226,57
"544","AK2340442","MCL","Resolved",91.0416666666667,31
"545","AK2340484","MCL","Resolved",91.0416666666667,57
"546","AK2340507","TT","Resolved",2531,5
"547","AK2340565","TT","Resolved",2684.95833333333,44
"548","AK2340751","TT","Resolved",30,7
"549","AK2350146","TT","Resolved",30,1
"550","AK2350235","MCL","Resolved",30,1
"551","AK2360109","TT","Resolved",30,3
"552","AK2360141","TT","Resolved",30,4
"553","AK2360272","MCL","Resolved",91.0416666666667,113
"554","AK2360785","TT","Resolved",2197,4
"555","AK2370471","TT","Resolved",2114,6
"556","AK2372198","TT","Resolved",3096.95833333333,5
"557","AK2372245","MCL","Resolved",30,1
"558","AK2372897","TT","Resolved",2134,5
"559","AK2380214","MCL","Resolved",91.0416666666667,29
"560","AK2380387","TT","Resolved",2227,2
"561","AK2380638","TT","Resolved",3073.95833333333,8
"562","AK2380997","TT","Resolved",2927,2
"563","AK2381016","TT","Resolved",895.958333333333,12
"564","AK2390269","TT","Unaddressed",1265.95833333333,3
"565","AK2390358","TT","Resolved",2562,3
"566","AK2390586","TT","Unaddressed",495.958333333333,1
"567","AK2390594","TT","Resolved",30,1
"568","AK2391249","TT","Resolved",30,1
"569","AK2391728","TT","Resolved",2318.95833333333,4
"570","AK2391736","TT","Resolved",2878,4
"571","AK2391891","MCL","Resolved",30,1
"572","AK2391956","TT","Resolved",2318.95833333333,11
"573","AK2392114","MCL","Resolved",30,1
"574","AL0000049","TT","Resolved",226.958333333333,4
"575","AL0000076","TT","Resolved",2180,4
"576","AL0000123","TT","Resolved",369,4
"577","AL0000252","TT","Resolved",251,4
"578","AL0000262","MCL","Archived",91.0416666666667,12
"579","AL0000268","MCL","Resolved",91.0416666666667,14
"580","AL0000272","MCL","Resolved",30,3
"581","AL0000318","TT","Resolved",328,4
"582","AL0000359","TT","Resolved",870.958333333333,5
"583","AL0000397","MCL","Resolved",90,4
"584","AL0000546","TT","Resolved",3075.95833333333,1
"585","AL0000551","MCL","Resolved",88.9583333333333,4
"586","AL0000555","MCL","Resolved",90,4
"587","AL0000570","TT","Resolved",260,4
"588","AL0000582","MCL","Resolved",30,4
"589","AL0000598","MCL","Resolved",91.0416666666667,29
"590","AL0000771","MCL","Resolved",91.0416666666667,4
"591","AL0000773","MCL","Resolved",91.0416666666667,15
"592","AL0000828","MCL","Resolved",91,4
"593","AL0000865","MCL","Resolved",91.0416666666667,26
"594","AL0000867","MCL","Resolved",91,8
"595","AL0000870","MCL","Resolved",91.0416666666667,32
"596","AL0000899","MCL","Resolved",91,12
"597","AL0000930","MCL","Resolved",91.0416666666667,11
"598","AL0000951","TT","Resolved",363,4
"599","AL0001015","MCL","Resolved",30,4
