pwsid,total_samples,detection_share,pfas_count,concentration_sum,detection,max
IL1150050,18,0,0,0,0,0
IL1150100,18,0,0,0,0,0
IL1150150,42,.0238095238095238,1,2.400000095367432,1,2.4000001
IL1150200,47,0,0,0,0,0
IL1150210,18,0,0,0,0,0
IL1150250,18,0,0,0,0,0
IL1150300,18,0,0,0,0,0
IL1150400,18,0,0,0,0,0
IL1150500,18,0,0,0,0,0
IL1155150,47,0,0,0,0,0
IL1170150,18,0,0,0,0,0
IL1170400,76,0,0,0,0,0
IL1170700,76,0,0,0,0,0
IL1171050,18,0,0,0,0,0
IL1174160,58,.0517241379310345,2,.0260000000707805,1,.023
IL1175150,18,0,0,0,0,0
IL1175200,18,0,0,0,0,0
IL1190050,18,0,0,0,0,0
IL1190150,30,.0666666666666667,2,5.699999809265137,1,3.0999999
IL1190200,18,.2777777777777778,5,27.00000047683716,1,7.3000002
IL1190250,510,.0882352941176471,6,32.49999976158142,1,10
IL1190300,12,0,0,0,0,0
IL1190500,18,0,0,0,0,0
IL1190550,43,0,0,0,0,0
IL1190750,18,0,0,0,0,0
IL1190900,18,0,0,0,0,0
IL1191000,30,0,0,0,0,0
IL1191150,30,.1,3,13.39999985694885,1,5.5
IL1194280,254,.1417322834645669,7,176.4000000953674,1,44
IL1195030,60,.0333333333333333,1,3,1,3
IL1195110,18,0,0,0,0,0
IL1195150,42,.0714285714285714,3,9.399999856948853,1,3.5999999
IL1195210,58,.0689655172413793,3,.0389999994076788,1,.021
IL1195280,12,0,0,0,0,0
IL1195300,29,.0689655172413793,2,.0117999999783933,1,.0082999999
IL1195550,29,.0689655172413793,2,.0067000000271946,1,.0037
IL1210300,58,0,0,0,0,0
IL1210450,100,0,0,0,0,0
IL1214220,42,0,0,0,0,0
IL1230050,36,0,0,0,0,0
IL1230100,18,0,0,0,0,0
IL1230150,18,0,0,0,0,0
IL1230200,18,0,0,0,0,0
IL1230250,18,0,0,0,0,0
IL1230300,18,0,0,0,0,0
IL1234950,18,0,0,0,0,0
IL1235100,18,0,0,0,0,0
IL1235125,18,0,0,0,0,0
IL1235150,18,0,0,0,0,0
IL1235200,18,0,0,0,0,0
IL1250010,18,0,0,0,0,0
IL1250100,18,0,0,0,0,0
IL1250200,18,0,0,0,0,0
IL1250300,36,0,0,0,0,0
IL1250350,18,0,0,0,0,0
IL1254840,18,0,0,0,0,0
IL1270050,18,0,0,0,0,0
IL1270100,18,0,0,0,0,0
IL1270150,18,0,0,0,0,0
IL1275050,29,0,0,0,0,0
IL1290050,18,.0555555555555556,1,2.599999904632568,1,2.5999999
IL1290100,18,0,0,0,0,0
IL1290200,47,0,0,0,0,0
IL1290250,18,0,0,0,0,0
IL1310050,18,0,0,0,0,0
IL1310100,36,0,0,0,0,0
IL1310150,36,0,0,0,0,0
IL1310200,18,0,0,0,0,0
IL1310250,18,0,0,0,0,0
IL1310300,18,0,0,0,0,0
IL1310350,18,0,0,0,0,0
IL1310400,18,0,0,0,0,0
IL1310450,18,0,0,0,0,0
IL1310500,18,0,0,0,0,0
IL1315050,18,0,0,0,0,0
IL1315150,18,0,0,0,0,0
IL1315200,18,0,0,0,0,0
IL1315300,18,0,0,0,0,0
IL1330020,18,0,0,0,0,0
IL1350200,18,0,0,0,0,0
IL1350250,18,0,0,0,0,0
IL1350300,76,0,0,0,0,0
IL1350400,18,0,0,0,0,0
IL1350450,18,0,0,0,0,0
IL1350550,18,0,0,0,0,0
IL1350700,18,0,0,0,0,0
IL1350850,18,0,0,0,0,0
IL1354500,18,0,0,0,0,0
IL1370050,18,.0555555555555556,1,2.099999904632568,1,2.0999999
IL1370200,42,.0238095238095238,1,2.400000095367432,1,2.4000001
IL1370300,18,0,0,0,0,0
IL1370400,18,0,0,0,0,0
IL1370450,42,0,0,0,0,0
IL1390100,18,0,0,0,0,0
IL1390250,18,0,0,0,0,0
IL1390300,18,0,0,0,0,0
IL1394040,18,0,0,0,0,0
IL1410030,18,0,0,0,0,0
IL1410100,54,0,0,0,0,0
IL1410150,36,0,0,0,0,0
IL1410200,36,0,0,0,0,0
IL1410250,18,0,0,0,0,0
IL1410300,54,0,0,0,0,0
IL1410350,204,.1617647058823529,6,161,1,85
IL1410400,54,0,0,0,0,0
IL1410450,36,0,0,0,0,0
IL1410500,108,0,0,0,0,0
IL1410550,36,0,0,0,0,0
IL1415050,36,0,0,0,0,0
IL1415100,18,0,0,0,0,0
IL1415165,18,0,0,0,0,0
IL1415185,72,.1944444444444444,4,17,1,6.5
IL1415220,18,0,0,0,0,0
IL1415245,18,0,0,0,0,0
IL1415250,18,0,0,0,0,0
IL1415265,18,0,0,0,0,0
IL1415285,18,0,0,0,0,0
IL1415300,18,0,0,0,0,0
IL1415330,36,0,0,0,0,0
IL1415350,36,0,0,0,0,0
IL1430080,18,0,0,0,0,0
IL1430150,18,0,0,0,0,0
IL1430200,90,0,0,0,0,0
IL1430300,18,0,0,0,0,0
IL1430350,18,0,0,0,0,0
IL1430750,36,0,0,0,0,0
IL1434750,18,0,0,0,0,0
IL1435030,132,.0984848484848485,6,29.20000004768372,1,9
IL1435150,18,0,0,0,0,0
IL1435170,18,0,0,0,0,0
IL1435220,18,0,0,0,0,0
IL1435245,18,0,0,0,0,0
IL1435470,234,.1025641025641026,5,44.09999990463257,1,28
IL1435490,18,0,0,0,0,0
IL1435750,18,0,0,0,0,0
IL1450050,18,0,0,0,0,0
IL1450150,18,0,0,0,0,0
IL1450250,24,0,0,0,0,0
IL1470050,18,0,0,0,0,0
IL1470100,18,0,0,0,0,0
IL1470150,18,0,0,0,0,0
IL1470200,18,0,0,0,0,0
IL1470300,54,0,0,0,0,0
IL1470350,18,0,0,0,0,0
IL1475050,18,0,0,0,0,0
IL1490050,18,0,0,0,0,0
IL1490300,18,0,0,0,0,0
IL1490350,18,0,0,0,0,0
IL1490400,18,0,0,0,0,0
IL1490450,18,0,0,0,0,0
IL1490550,18,0,0,0,0,0
IL1490650,18,0,0,0,0,0
IL1490750,47,0,0,0,0,0
IL1490800,18,0,0,0,0,0
IL1495000,36,0,0,0,0,0
IL1515050,18,0,0,0,0,0
IL1530100,18,0,0,0,0,0
IL1550050,18,0,0,0,0,0
IL1550150,36,0,0,0,0,0
IL1550200,18,0,0,0,0,0
IL1550250,18,0,0,0,0,0
IL1550300,18,0,0,0,0,0
IL1555050,18,0,0,0,0,0
IL1555100,54,0,0,0,0,0
IL1570100,86,.0232558139534884,1,2.299999952316284,1,2.3
IL1570150,18,0,0,0,0,0
IL1570250,36,0,0,0,0,0
IL1570350,18,0,0,0,0,0
IL1570450,18,0,0,0,0,0
IL1570550,72,0,0,0,0,0
IL1570600,18,0,0,0,0,0
IL1570650,90,0,0,0,0,0
IL1590050,36,0,0,0,0,0
IL1590100,36,0,0,0,0,0
IL1590200,76,0,0,0,0,0
IL1610050,18,0,0,0,0,0
IL1610100,36,0,0,0,0,0
IL1610140,18,0,0,0,0,0
IL1610150,18,0,0,0,0,0
IL1610250,42,.0238095238095238,1,2.900000095367432,1,2.9000001
IL1610400,36,0,0,0,0,0
IL1610450,138,.1739130434782609,4,18,1,6.5
IL1610550,36,0,0,0,0,0
IL1610600,18,0,0,0,0,0
IL1610650,103,.087378640776699,4,12.71500004734844,1,6.0999999
IL1610700,54,0,0,0,0,0
IL1614260,159,0,0,0,0,0
IL1614800,18,0,0,0,0,0
IL1615100,18,0,0,0,0,0
IL1615120,18,0,0,0,0,0
IL1615130,18,0,0,0,0,0
IL1615140,18,0,0,0,0,0
IL1615150,18,0,0,0,0,0
IL1615170,18,0,0,0,0,0
IL1615185,18,0,0,0,0,0
IL1615250,18,0,0,0,0,0
IL1615310,18,0,0,0,0,0
IL1615330,18,0,0,0,0,0
IL1615387,76,.0526315789473684,3,7.916000096127391,1,5.3000002
IL1615450,18,0,0,0,0,0
IL1615490,18,0,0,0,0,0
IL1615510,18,0,0,0,0,0
IL1615520,18,0,0,0,0,0
IL1615530,50,.14,4,11,1,3.3
IL1615540,18,0,0,0,0,0
IL1615550,18,0,0,0,0,0
IL1615580,18,0,0,0,0,0
IL1615670,18,0,0,0,0,0
IL1615728,18,0,0,0,0,0
IL1615750,18,0,0,0,0,0
IL1615780,18,0,0,0,0,0
IL1615800,18,0,0,0,0,0
IL1615850,18,0,0,0,0,0
IL1617635,18,0,0,0,0,0
IL1617665,18,0,0,0,0,0
IL1617785,18,0,0,0,0,0
IL1617925,36,0,0,0,0,0
IL1630250,24,0,0,0,0,0
IL1630350,36,.1111111111111111,2,5.599999904632568,1,3.3
IL1630600,140,0,0,0,0,0
IL1630800,24,0,0,0,0,0
IL1630850,58,.0862068965517241,4,.0453000008128583,1,.023
IL1631100,24,0,0,0,0,0
IL1631200,18,0,0,0,0,0
IL1635030,18,0,0,0,0,0
IL1635040,174,.0804597701149425,4,11.79999995231628,1,3.5
IL1635050,18,0,0,0,0,0
IL1635090,18,0,0,0,0,0
IL1635110,18,0,0,0,0,0
IL1650200,29,0,0,0,0,0
IL1655300,76,0,0,0,0,0
IL1670080,18,0,0,0,0,0
IL1670300,24,0,0,0,0,0
IL1670400,18,0,0,0,0,0
IL1670550,18,0,0,0,0,0
IL1670900,18,0,0,0,0,0
IL1670950,18,0,0,0,0,0
IL1671000,58,0,0,0,0,0
IL1671200,100,0,0,0,0,0
IL1675150,18,0,0,0,0,0
IL1675350,18,0,0,0,0,0
IL1690050,18,0,0,0,0,0
IL1690200,18,0,0,0,0,0
IL1710100,47,0,0,0,0,0
IL1710350,18,0,0,0,0,0
IL1730050,18,0,0,0,0,0
IL1730150,36,0,0,0,0,0
IL1730200,18,0,0,0,0,0
IL1730300,18,0,0,0,0,0
IL1730350,292,.0513698630136986,3,25.20000004768372,1,19
IL1730400,18,0,0,0,0,0
IL1750050,18,0,0,0,0,0
IL1750100,18,0,0,0,0,0
IL1750150,18,0,0,0,0,0
IL1750200,18,0,0,0,0,0
IL1770050,36,0,0,0,0,0
IL1770100,36,0,0,0,0,0
IL1770150,18,.1111111111111111,2,6.799999713897705,1,4.1999998
IL1770200,640,.0859375,3,309.7000014781952,1,237
IL1770250,18,0,0,0,0,0
IL1770300,36,0,0,0,0,0
IL1770350,18,0,0,0,0,0
IL1770400,36,0,0,0,0,0
IL1770500,18,0,0,0,0,0
IL1770550,18,0,0,0,0,0
IL1775050,18,0,0,0,0,0
IL1775235,18,0,0,0,0,0
IL1775255,18,0,0,0,0,0
IL1790050,18,0,0,0,0,0
IL1790100,18,.0555555555555556,1,2,1,2
IL1790150,18,0,0,0,0,0
IL1790200,1340,.0962686567164179,5,29.99999976158142,1,9
IL1790250,18,0,0,0,0,0
IL1790300,18,0,0,0,0,0
IL1790350,18,0,0,0,0,0
IL1790400,86,.1395348837209302,3,16.09999990463257,1,7.5
IL1790450,18,0,0,0,0,0
IL1790500,90,0,0,0,0,0
IL1790550,172,.0581395348837209,3,15.19999980926514,1,11
IL1790650,18,0,0,0,0,0
IL1790700,18,0,0,0,0,0
IL1790750,60,0,0,0,0,0
IL1794320,36,.0277777777777778,1,2.400000095367432,1,2.4000001
IL1795040,318,.0943396226415094,5,22.69999957084656,1,7.5
IL1795050,18,0,0,0,0,0
IL1795200,18,0,0,0,0,0
IL1795300,18,0,0,0,0,0
IL1795365,18,0,0,0,0,0
IL1795450,18,0,0,0,0,0
IL1795495,50,.12,3,14.19999980926514,1,6.9000001
IL1795730,36,0,0,0,0,0
IL1795750,18,0,0,0,0,0
IL1795780,18,0,0,0,0,0
IL1795800,36,0,0,0,0,0
IL1795900,18,0,0,0,0,0
IL1797010,36,0,0,0,0,0
IL1797050,18,0,0,0,0,0
IL1810150,18,0,0,0,0,0
IL1815050,18,0,0,0,0,0
IL1830050,18,0,0,0,0,0
IL1830250,18,.0555555555555556,1,2.599999904632568,1,2.5999999
IL1830300,18,0,0,0,0,0
IL1830350,47,0,0,0,0,0
IL1830450,18,0,0,0,0,0
IL1830500,18,0,0,0,0,0
IL1830600,68,.2941176470588235,6,48.89999961853027,1,15
IL1830650,18,0,0,0,0,0
IL1830700,18,0,0,0,0,0
IL1830750,18,0,0,0,0,0
IL1830800,18,0,0,0,0,0
IL1830850,18,0,0,0,0,0
IL1834020,18,0,0,0,0,0
IL1835120,42,0,0,0,0,0
IL1835200,18,0,0,0,0,0
IL1835250,18,0,0,0,0,0
IL1850050,18,0,0,0,0,0
IL1850100,18,0,0,0,0,0
IL1850150,18,0,0,0,0,0
IL1850200,72,.0694444444444444,2,8.400000095367432,1,6.3000002
IL1870050,18,0,0,0,0,0
IL1870150,36,0,0,0,0,0
IL1874000,18,0,0,0,0,0
IL1875050,18,0,0,0,0,0
IL1890300,76,0,0,0,0,0
IL1895600,24,0,0,0,0,0
IL1910050,18,0,0,0,0,0
IL1910100,18,0,0,0,0,0
IL1910200,18,0,0,0,0,0
IL1910350,18,0,0,0,0,0
IL1910450,18,0,0,0,0,0
IL1930100,47,0,0,0,0,0
IL1930350,18,0,0,0,0,0
IL1934460,18,0,0,0,0,0
IL1950050,42,.1904761904761905,2,30.11999988555908,1,23.5
IL1950200,18,0,0,0,0,0
IL1950250,18,0,0,0,0,0
IL1950300,36,0,0,0,0,0
IL1950350,94,0,0,0,0,0
IL1950400,18,0,0,0,0,0
IL1950450,36,0,0,0,0,0
IL1950550,18,.0555555555555556,1,2.900000095367432,1,2.9000001
IL1955040,60,0,0,0,0,0
IL1955135,18,0,0,0,0,0
IL1955225,18,0,0,0,0,0
IL1970020,36,0,0,0,0,0
IL1970030,24,0,0,0,0,0
IL1970050,54,0,0,0,0,0
IL1970060,18,0,0,0,0,0
IL1970100,24,0,0,0,0,0
IL1970130,18,0,0,0,0,0
IL1970150,18,0,0,0,0,0
IL1970200,36,0,0,0,0,0
IL1970250,228,.1447368421052632,6,100.7000000476837,1,37
IL1970300,90,0,0,0,0,0
IL1970350,18,0,0,0,0,0
IL1970400,364,0,0,0,0,0
IL1970450,330,0,0,0,0,0
IL1970500,180,.0055555555555556,1,4.199999809265137,1,4.1999998
IL1970550,36,0,0,0,0,0
IL1970600,24,0,0,0,0,0
IL1970650,54,0,0,0,0,0
IL1970700,24,0,0,0,0,0
IL1970750,72,0,0,0,0,0
IL1970800,24,0,0,0,0,0
IL1970850,54,.0925925925925926,5,19.20000004768372,1,6.5999999
IL1970900,760,.0513157894736842,4,34,1,22
IL1971100,18,.0555555555555556,1,5.900000095367432,1,5.9000001
IL1974151,24,0,0,0,0,0
IL1975030,58,0,0,0,0,0
IL1975040,18,0,0,0,0,0
IL1975080,295,0,0,0,0,0
IL1975105,18,.2777777777777778,5,16.39999961853027,1,4.0999999
IL1975170,36,0,0,0,0,0
IL1975180,36,0,0,0,0,0
IL1975195,18,0,0,0,0,0
IL1975200,18,0,0,0,0,0
IL1975210,18,0,0,0,0,0
IL1975280,18,0,0,0,0,0
IL1975376,18,.0555555555555556,1,7.199999809265137,1,7.1999998
IL1975385,36,0,0,0,0,0
IL1975400,72,.0138888888888889,1,3.5,1,3.5
IL1975480,108,0,0,0,0,0
IL1975520,18,0,0,0,0,0
IL1975600,36,.0277777777777778,1,4.599999904632568,1,4.5999999
IL1975880,18,.1111111111111111,2,4.200000047683716,1,2.2
IL1977490,18,0,0,0,0,0
IL1977730,18,.0555555555555556,1,3.599999904632568,1,3.5999999
IL1977870,36,0,0,0,0,0
IL1978100,18,0,0,0,0,0
IL1990150,24,0,0,0,0,0
IL1990400,24,0,0,0,0,0
IL1990500,58,0,0,0,0,0
IL1990550,24,0,0,0,0,0
IL1995120,29,0,0,0,0,0
IL1995200,42,0,0,0,0,0
IL1995247,18,0,0,0,0,0
IL1995250,58,0,0,0,0,0
IL2010050,188,0,0,0,0,0
IL2010070,18,0,0,0,0,0
IL2010080,18,0,0,0,0,0
IL2010100,36,0,0,0,0,0
IL2010150,132,0,0,0,0,0
IL2010250,36,0,0,0,0,0
IL2010300,2012,.0213717693836978,4,14.49999976158142,1,6.5999999
IL2010350,72,.0277777777777778,2,21.20000004768372,1,18
IL2010500,54,0,0,0,0,0
IL2015050,36,.0277777777777778,1,2.900000095367432,1,2.9000001
IL2015100,54,0,0,0,0,0
IL2015125,18,.3333333333333333,6,335.8000001907349,1,150
IL2015150,36,0,0,0,0,0
IL2015160,18,0,0,0,0,0
IL2015300,18,0,0,0,0,0
IL2015320,72,0,0,0,0,0
IL2015345,18,.2777777777777778,5,23.70000004768372,1,9.1999998
IL2015400,18,0,0,0,0,0
IL2015425,18,0,0,0,0,0
IL2015495,18,0,0,0,0,0
IL2015500,680,.2632352941176471,7,374,1,200
IL2015545,36,.1944444444444444,4,10,1,2.8
IL2015625,18,0,0,0,0,0
IL2015645,18,.2222222222222222,4,13.59999990463257,1,6
IL2015685,18,0,0,0,0,0
IL2030010,18,0,0,0,0,0
IL2030050,18,0,0,0,0,0
IL2030100,18,0,0,0,0,0
IL2030150,18,0,0,0,0,0
IL2030200,30,0,0,0,0,0
IL2030350,18,0,0,0,0,0
IL2030400,18,0,0,0,0,0
IL2030550,18,0,0,0,0,0
IL2030600,18,0,0,0,0,0
IL2034450,18,0,0,0,0,0
IL2034940,18,0,0,0,0,0
IL2035030,18,0,0,0,0,0
IL2035100,18,0,0,0,0,0
IL2035125,36,0,0,0,0,0
IL2035165,18,0,0,0,0,0
IL2035200,18,0,0,0,0,0
IL2035300,18,0,0,0,0,0
IL3112201,24,0,0,0,0,0
IL3158048,29,0,0,0,0,0
IN2200945,12,0,0,0,0,0
IN2370087,50,0,0,0,0,0
IN2370881,12,0,0,0,0,0
IN2890907,12,0,0,0,0,0
IN5201001,54,.0555555555555556,1,0,1,0
IN5201002,194,.0412371134020619,1,0,1,0
IN5202007,72,.0555555555555556,1,0,1,0
IN5202009,24,0,0,0,0,0
IN5202014,36,0,0,0,0,0
IN5202020,24,0,0,0,0,0
IN5203002,24,0,0,0,0,0
IN5203004,24,0,0,0,0,0
IN5205002,108,.0648148148148148,2,3.900000095367432,1,3.9000001
IN5206003,24,0,0,0,0,0
IN5207001,42,0,0,0,0,0
IN5207002,72,.0555555555555556,1,0,1,0
IN5209012,12,0,0,0,0,0
IN5210003,90,.1555555555555556,4,12.29999995231628,1,6.5
IN5210005,12,0,0,0,0,0
IN5210009,36,.1388888888888889,4,8.5,1,3.3
IN5210011,12,0,0,0,0,0
IN5210015,24,0,0,0,0,0
IN5210016,12,0,0,0,0,0
IN5212003,24,0,0,0,0,0
IN5214002,75,0,0,0,0,0
IN5214007,33,0,0,0,0,0
IN5215001,72,.0694444444444444,2,5.199999809265137,1,5.1999998
IN5215003,97,.0412371134020619,1,0,1,0
IN5215006,115,.0434782608695652,1,0,1,0
IN5215007,54,.0555555555555556,1,0,1,0
IN5215008,234,.0555555555555556,1,0,1,0
IN5215009,176,.0397727272727273,1,0,1,0
IN5216002,18,0,0,0,0,0
IN5217001,24,0,0,0,0,0
IN5218012,24,0,0,0,0,0
IN5219002,36,.0833333333333333,2,8.5,1,8.5
IN5219007,72,0,0,0,0,0
IN5219008,122,.040983606557377,2,.0078999996185303,1,.0078999996
IN5219009,53,.0188679245283019,1,.0052000000141561,1,.0052
IN5219012,24,0,0,0,0,0
IN5220008,36,0,0,0,0,0
IN5220009,24,0,0,0,0,0
IN5220014,72,.0555555555555556,1,0,1,0
IN5220016,115,.0434782608695652,1,0,1,0
IN5221001,24,0,0,0,0,0
IN5222001,12,0,0,0,0,0
IN5222002,50,0,0,0,0,0
IN5223001,12,0,0,0,0,0
IN5224002,108,.0555555555555556,1,0,1,0
IN5225006,108,.0555555555555556,1,0,1,0
IN5226001,120,.05,1,0,1,0
IN5226005,48,0,0,0,0,0
IN5226008,12,0,0,0,0,0
IN5227014,12,0,0,0,0,0
IN5227022,72,.0555555555555556,1,0,1,0
IN5228003,36,0,0,0,0,0
IN5228004,90,.0555555555555556,1,0,1,0
IN5228005,90,.0555555555555556,1,0,1,0
IN5229004,188,0,0,0,0,0
IN5229005,110,0,0,0,0,0
IN5229009,36,0,0,0,0,0
IN5229014,12,0,0,0,0,0
IN5229015,36,0,0,0,0,0
IN5229024,24,0,0,0,0,0
IN5230003,72,.0555555555555556,1,0,1,0
IN5230004,24,0,0,0,0,0
IN5231001,133,.0451127819548872,1,0,1,0
IN5231005,12,0,0,0,0,0
IN5231006,12,0,0,0,0,0
IN5231007,51,0,0,0,0,0
IN5232002,83,0,0,0,0,0
IN5232004,108,.0648148148148148,2,14.89999961853027,1,14.9
IN5232020,24,0,0,0,0,0
IN5232021,6,0,0,0,0,0
IN5233011,12,0,0,0,0,0
IN5234007,36,0,0,0,0,0
IN5235005,12,0,0,0,0,0
IN5235012,25,0,0,0,0,0
IN5236003,12,0,0,0,0,0
IN5236005,41,0,0,0,0,0
IN5237005,51,.0392156862745098,1,10.80000019073486,1,10.8
IN5237015,51,0,0,0,0,0
IN5238007,68,0,0,0,0,0
IN5239001,108,.0740740740740741,2,3.900000095367432,1,3.9000001
IN5239006,24,0,0,0,0,0
IN5240006,25,0,0,0,0,0
IN5240008,79,.0379746835443038,1,0,1,0
IN5241001,12,0,0,0,0,0
IN5241002,85,.0117647058823529,1,5.5,1,5.5
IN5241005,36,0,0,0,0,0
IN5241009,25,.04,1,.003000000026077,1,.003
IN5241015,72,.0555555555555556,1,0,1,0
IN5242001,85,.0117647058823529,1,3.5,1,3.5
IN5242014,12,0,0,0,0,0
IN5243030,12,0,0,0,0,0
IN5245008,53,0,0,0,0,0
IN5245011,24,.0833333333333333,2,.1436999961733818,1,.078299999
IN5245012,24,0,0,0,0,0
IN5245015,48,0,0,0,0,0
IN5245019,24,0,0,0,0,0
IN5245020,24,0,0,0,0,0
IN5245021,24,0,0,0,0,0
IN5245027,24,0,0,0,0,0
IN5245031,24,0,0,0,0,0
IN5245041,82,0,0,0,0,0
IN5245043,24,0,0,0,0,0
IN5245046,162,.0555555555555556,1,0,1,0
IN5245048,25,0,0,0,0,0
IN5246017,24,0,0,0,0,0
IN5246020,24,0,0,0,0,0
IN5246029,12,0,0,0,0,0
IN5247001,53,0,0,0,0,0
IN5247003,97,.0412371134020619,1,0,1,0
IN5247004,36,0,0,0,0,0
IN5248002,24,0,0,0,0,0
IN5248007,162,.0555555555555556,1,0,1,0
IN5248012,90,.0555555555555556,1,0,1,0
IN5249004,156,0,0,0,0,0
IN5249005,36,0,0,0,0,0
IN5249008,36,0,0,0,0,0
IN5250003,178,.0337078651685393,1,0,1,0
IN5251004,108,.0555555555555556,1,0,1,0
IN5252016,12,0,0,0,0,0
IN5253001,61,.0491803278688525,2,2.200000047683716,1,2.2
IN5253002,53,0,0,0,0,0
IN5253003,108,.0555555555555556,1,0,1,0
IN5253004,24,0,0,0,0,0
IN5253007,72,.0555555555555556,1,0,1,0
IN5253008,162,.0555555555555556,1,0,1,0
IN5253009,180,.0555555555555556,1,0,1,0
IN5254005,12,0,0,0,0,0
IN5255006,12,0,0,0,0,0
IN5255009,41,0,0,0,0,0
IN5255010,90,.1555555555555556,3,18.5,1,16
IN5255019,29,0,0,0,0,0
IN5256002,24,0,0,0,0,0
IN5257008,75,0,0,0,0,0
IN5257010,25,0,0,0,0,0
IN5259004,50,0,0,0,0,0
IN5260001,50,0,0,0,0,0
IN5260003,12,0,0,0,0,0
IN5261004,12,0,0,0,0,0
IN5263002,90,.0666666666666667,2,2.5,1,2.5
IN5263003,75,0,0,0,0,0
IN5264029,24,0,0,0,0,0
IN5267004,41,0,0,0,0,0
IN5269001,133,.037593984962406,3,8.206599809229374,1,8.1999998
IN5271009,36,0,0,0,0,0
IN5271014,108,0,0,0,0,0
IN5271017,29,0,0,0,0,0
IN5272001,86,.0232558139534884,1,0,1,0
IN5272002,36,0,0,0,0,0
IN5273002,12,0,0,0,0,0
IN5276001,216,.0694444444444444,3,5.799999952316284,1,3.7
IN5279006,12,0,0,0,0,0
IN5279013,82,0,0,0,0,0
IN5279015,246,.016260162601626,4,.0186000000685453,1,.0068000001
IN5279020,82,0,0,0,0,0
IN5280004,102,0,0,0,0,0
IN5282002,53,0,0,0,0,0
IN5282003,24,0,0,0,0,0
IN5283004,69,.1304347826086956,4,22.60000014305115,1,14
IN5284002,25,0,0,0,0,0
IN5284012,12,0,0,0,0,0
IN5284015,79,.0886075949367089,4,2.007000000216067,1,2
IN5285003,24,0,0,0,0,0
IN5285009,102,.0294117647058824,1,4,1,4
IN5287001,41,0,0,0,0,0
IN5287002,12,0,0,0,0,0
IN5287004,18,0,0,0,0,0
IN5287007,102,.0490196078431373,3,10,1,5.5999999
IN5288004,25,0,0,0,0,0
IN5288005,85,.0235294117647059,1,0,1,0
IN5289012,60,0,0,0,0,0
IN5291011,25,0,0,0,0,0
IN5292004,54,.0555555555555556,1,0,1,0
KS2000506,24,0,0,0,0,0
KS2000911,120,.0083333333333333,1,.0370000004768372,1,.037
KS2001104,58,0,0,0,0,0
KS2001511,24,0,0,0,0,0
KS2001526,58,0,0,0,0,0
KS2002109,29,0,0,0,0,0
KS2003508,24,0,0,0,0,0
KS2003509,24,0,0,0,0,0
KS2003513,24,0,0,0,0,0
KS2003705,12,0,0,0,0,0
KS2004503,135,.0222222222222222,2,.0146999999415129,1,.011
KS2004510,4,0,0,0,0,0
KS2004511,29,0,0,0,0,0
KS2004513,24,0,0,0,0,0
KS2005111,41,.0731707317073171,3,.0148999998345971,1,.0068999999
KS2005511,36,0,0,0,0,0
KS2005710,48,0,0,0,0,0
KS2005906,24,0,0,0,0,0
KS2006108,16,0,0,0,0,0
KS2006114,12,0,0,0,0,0
KS2007307,29,0,0,0,0,0
KS2007905,41,0,0,0,0,0
KS2008720,29,0,0,0,0,0
KS2009106,24,0,0,0,0,0
KS2009110,66,0,0,0,0,0
KS2009115,53,0,0,0,0,0
KS2009914,24,0,0,0,0,0
KS2010306,29,0,0,0,0,0
KS2010315,36,0,0,0,0,0
KS2010317,139,0,0,0,0,0
KS2011105,24,0,0,0,0,0
KS2011108,24,0,0,0,0,0
KS2011309,12,0,0,0,0,0
KS2011708,36,0,0,0,0,0
KS2012101,24,0,0,0,0,0
KS2012103,58,0,0,0,0,0
KS2012513,24,0,0,0,0,0
KS2012525,24,0,0,0,0,0
KS2012702,58,0,0,0,0,0
KS2013307,29,0,0,0,0,0
KS2014505,60,0,0,0,0,0
KS2014912,87,0,0,0,0,0
KS2015103,290,.0172413793103448,5,.0367000000551343,1,.0139
KS2015509,6,0,0,0,0,0
KS2015711,12,0,0,0,0,0
KS2016112,12,0,0,0,0,0
KS2016703,49,0,0,0,0,0
KS2016706,12,0,0,0,0,0
KS2016914,24,0,0,0,0,0
KS2017306,29,0,0,0,0,0
KS2017308,47,0,0,0,0,0
KS2017322,12,0,0,0,0,0
KS2017323,25,0,0,0,0,0
KS2017328,57,0,0,0,0,0
KS2017345,29,0,0,0,0,0
KS2017504,48,0,0,0,0,0
KS2017701,24,0,0,0,0,0
KS2017718,42,0,0,0,0,0
KS2018702,48,0,0,0,0,0
KS2019302,261,0,0,0,0,0
KS2020904,36,0,0,0,0,0
KS2020906,24,0,0,0,0,0
KY0010702,36,0,0,0,0,0
KY0020386,37,0,0,0,0,0
KY0020956,106,0,0,0,0,0
KY0030239,24,0,0,0,0,0
KY0040020,8,.125,1,1.620000004768372,1,1.62
KY0040223,8,0,0,0,0,0
KY0040469,8,0,0,0,0,0
KY0050929,48,0,0,0,0,0
KY0060022,72,0,0,0,0,0
KY0060392,106,0,0,0,0,0
KY0070282,53,0,0,0,0,0
KY0070353,24,0,0,0,0,0
KY0070729,8,0,0,0,0,0
KY0080034,53,0,0,0,0,0
KY0080135,24,0,0,0,0,0
KY0080910,8,0,0,0,0,0
KY0080976,8,0,0,0,0,0
KY0090343,82,0,0,0,0,0
KY0100011,32,.09375,3,24.99999904632568,1,18.299999
