"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","race",0.895583640359784,0.585801228903972,1.2008068745335,1.00669719731623,1.2828356186792,1.29075383163247,1.20169544720672
"2","income",1.16280590082846,1.04267757411919,0.92946550550769,1.00804774375858,0.962418293041057,1.08441508272434,0.992951189107946
