"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","race",0.965164228641646,0.603245853952945,1.20751566578424,1.00850420516202,1.28389644316229,1.28430069969723,1.26158455138448
"2","income",1.24242795013189,1.05596093612247,0.920625240090179,1.01723716652796,0.992039119561767,1.06811519108632,0.985718119950582
