"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","race",0.983373192693659,0.557861598069653,1.20392780171235,1.05812409866461,1.31476094159681,1.17000937935321,1.09864671394043
"2","income",1.23629832743154,1.06832228859142,0.847709048323203,1.02338983139272,0.969056000644153,1.06783638834847,0.964315032031858
