"","race_cat","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","amer_ind",2.25986666888955,0.455489876231107,0.831558940114056,0.94573089544662,0.694101206709948,2.16798819357222,1.08075427454038
"2","asian",0.55105583486799,0.406694185622829,1.39908853470944,0.954693800120508,1.55791465490678,1.18470846665826,1.56756260851618
"3","black",1.05687447221788,0.883741999663332,1.05398596591384,1.09325790508037,1.42358511248515,0.674838329870986,0.845181977836458
"4","hisp",0.98585718192035,0.27795401675467,1.33397483806666,0.931494752646561,0.963102992797932,1.77523180937664,1.39827428875015
"5","pac_isl",0.402969457414884,0.29552500761444,0.863604343760943,0.688257401928835,2.1531679182568,1.68692042648986,1.44050950813384
"6","poc_risk",0.951651720116242,0.522890671465367,1.22964851578783,0.986856760472464,1.21733432989251,1.3208291723704,1.25194324519934
"7","lowinc",1.17927512238575,0.9816257564288,0.921777677479297,1.01619440843393,0.98881310749825,1.07689093588527,0.977027233918303
