"","race_cat","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","amer_ind",2.82613785776653,0.255660837869679,0.653384825678172,0.990475464564587,0.761197788876157,2.23001129328892,1.10012647557505
"2","asian",0.507560738733207,0.324980444036966,1.44113083649189,1.04068551301283,1.60079556406975,1.01490166622908,1.27823540770768
"3","black",1.18790281667613,1.05387661890114,1.12884389364683,1.15589496680254,1.60843169689391,0.536328825118409,0.901290569570848
"4","hisp",0.938183165788715,0.233107028669272,1.22730802656934,0.997259229522789,1.01787717497874,1.66073773340558,1.17423606890106
"5","pac_isl",0.593877204744382,0.309558308851427,0.860949501534051,0.934301006965149,1.15919989476998,2.00813052333828,1.29522975723273
"6","poc_risk",0.983373192693659,0.557861598069653,1.20392780171235,1.05812409866461,1.31476094159681,1.17000937935321,1.09864671394043
"7","lowinc",1.23629832743154,1.06832228859142,0.847709048323203,1.02338983139272,0.969056000644153,1.06783638834847,0.964315032031858
