"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","race",0.951651720116242,0.522890671465367,1.22964851578783,0.986856760472464,1.21733432989251,1.3208291723704,1.25194324519934
"2","income",1.17927512238575,0.9816257564288,0.921777677479297,1.01619440843393,0.98881310749825,1.07689093588527,0.977027233918303
