"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk"
"1","race",0.984105315535651,0.730095684049165,1.32866733832917,0.998126424414724,1.28068142747693,1.23622716005207,1.21232771422176
"2","income",1.2637612581607,1.26027821780326,0.941800591932434,1.01722683778382,1.0256610096691,1.0250268054707,0.964051879119528
